DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-06-06 00:00:00;5;4;3;4;9;6;9;6;4;10;0;0
2020-06-06 00:15:00;10;8;0;4;5;17;11;6;8;7;0;0
2020-06-06 00:30:00;6;10;1;1;4;12;9;5;5;4;0;0
2020-06-06 00:45:00;10;4;1;1;3;9;12;9;6;3;0;0
2020-06-06 01:00:00;2;3;1;0;1;7;7;6;3;3;0;0
2020-06-06 01:15:00;12;5;0;1;3;6;5;3;2;4;0;0
2020-06-06 01:30:00;8;4;0;1;2;4;11;5;7;1;0;0
2020-06-06 01:45:00;1;2;1;0;0;8;9;5;6;3;0;0
2020-06-06 02:00:00;4;8;1;2;4;4;8;3;2;4;0;0
2020-06-06 02:15:00;7;3;0;2;2;8;2;0;4;2;0;0
2020-06-06 02:30:00;9;2;1;0;1;2;3;0;2;1;0;0
2020-06-06 02:45:00;2;3;1;2;3;2;3;3;3;2;0;0
2020-06-06 03:00:00;8;4;2;3;4;4;4;1;3;1;0;0
2020-06-06 03:15:00;4;3;1;2;5;2;2;2;1;1;0;0
2020-06-06 03:30:00;2;0;1;0;0;0;1;1;2;3;0;0
2020-06-06 03:45:00;2;4;1;0;1;3;3;2;5;2;0;0
2020-06-06 04:00:00;1;2;0;1;0;3;3;1;2;0;0;0
2020-06-06 04:15:00;5;2;0;2;3;3;7;5;6;0;0;0
2020-06-06 04:30:00;6;1;0;0;1;4;6;5;5;3;0;0
2020-06-06 04:45:00;7;4;1;0;0;3;3;2;3;3;0;0
2020-06-06 05:00:00;10;4;0;2;1;4;4;4;5;0;0;0
2020-06-06 05:15:00;13;10;0;0;0;8;7;3;5;7;0;0
2020-06-06 05:30:00;18;6;0;1;3;13;11;7;14;10;1;0
2020-06-06 05:45:00;18;9;1;3;6;14;14;7;5;4;0;0
2020-06-06 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-06 06:15:00;23;14;1;2;3;9;21;18;12;4;4;0
2020-06-06 06:30:00;18;4;0;5;10;19;16;14;13;7;0;0
2020-06-06 06:45:00;21;16;2;3;9;19;29;19;13;8;0;1
2020-06-06 07:00:00;21;10;3;2;5;10;15;14;12;6;0;0
2020-06-06 07:15:00;23;11;3;3;5;18;22;25;15;13;1;4
2020-06-06 07:30:00;30;13;0;8;4;25;25;15;27;12;3;4
2020-06-06 07:45:00;32;18;2;3;5;18;25;27;30;14;2;0
2020-06-06 08:00:00;30;9;1;4;4;17;26;23;32;8;0;1
2020-06-06 08:15:00;32;14;1;9;11;29;27;18;27;13;2;2
2020-06-06 08:30:00;30;15;0;8;8;29;34;34;44;6;4;0
2020-06-06 08:45:00;37;29;3;7;13;42;35;27;48;11;1;0
2020-06-06 09:00:00;48;16;1;6;2;48;47;36;54;11;2;1
2020-06-06 09:15:00;53;24;3;12;13;44;49;30;61;16;5;2
2020-06-06 09:30:00;43;25;1;6;4;48;54;54;57;10;5;26
2020-06-06 09:45:00;49;40;1;11;13;55;47;35;67;14;6;3
2020-06-06 10:00:00;67;30;2;9;10;49;67;46;66;16;10;4
2020-06-06 10:15:00;49;29;3;7;12;62;59;42;65;12;2;2
2020-06-06 10:30:00;61;27;5;9;9;68;67;56;66;14;2;9
2020-06-06 10:45:00;54;39;4;14;19;54;73;45;71;19;8;40
2020-06-06 11:00:00;66;32;2;9;14;77;66;47;66;19;8;3
2020-06-06 11:15:00;79;37;2;18;18;67;66;48;78;16;3;18
2020-06-06 11:30:00;57;57;3;13;16;56;71;50;66;15;3;11
2020-06-06 12:00:00;77;38;7;8;18;78;71;48;64;16;4;15
2020-06-06 12:15:00;72;36;5;14;19;74;74;53;73;12;7;39
2020-06-06 12:30:00;79;40;7;13;23;88;82;58;82;18;1;4
2020-06-06 12:45:00;79;37;2;18;16;85;64;48;72;18;0;0
2020-06-06 13:00:00;77;31;2;14;13;69;71;61;85;15;3;4
2020-06-06 13:15:00;72;37;5;12;13;79;70;61;59;14;4;2
2020-06-06 13:30:00;84;37;5;13;18;84;72;50;86;11;4;28
2020-06-06 13:45:00;75;39;7;8;14;69;93;63;74;16;5;88
2020-06-06 14:00:00;74;43;2;9;11;74;69;57;67;16;4;50
2020-06-06 14:15:00;72;41;4;10;14;71;72;60;72;14;3;7
2020-06-06 14:30:00;68;33;3;8;12;81;71;48;69;13;6;123
2020-06-06 14:45:00;88;43;5;12;11;79;83;62;69;20;3;0
2020-06-06 15:00:00;78;41;7;9;22;74;81;53;89;19;4;152
2020-06-06 15:15:00;84;49;8;10;17;78;67;50;78;21;11;51
2020-06-06 15:30:00;76;42;6;16;22;69;86;70;71;22;6;7
2020-06-06 15:45:00;70;36;10;11;22;66;64;48;59;20;3;8
2020-06-06 16:00:00;72;39;4;15;19;68;71;60;69;15;7;3
2020-06-06 16:15:00;79;45;7;13;25;78;62;54;77;16;2;5
2020-06-06 16:30:00;71;45;4;15;14;59;62;37;79;13;9;32
2020-06-06 16:45:00;79;39;5;11;13;65;60;50;61;16;3;9
2020-06-06 17:00:00;71;37;11;10;23;61;60;56;54;15;5;13
2020-06-06 17:15:00;76;43;6;9;14;77;63;46;75;13;10;20
2020-06-06 17:30:00;60;33;4;11;17;74;75;57;69;15;3;0
2020-06-06 17:45:00;76;47;9;16;7;93;67;51;69;18;9;47
2020-06-06 18:00:00;77;38;4;19;20;82;67;56;60;17;5;12
2020-06-06 18:15:00;64;34;5;15;21;77;71;46;57;14;3;3
