DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-05-04 00:00:00;1;2;1;1;2;3;6;4;4;2;0;0
2020-05-04 00:15:00;4;4;2;1;2;9;1;1;2;3;0;0
2020-05-04 00:30:00;2;0;1;2;1;2;5;2;4;0;0;0
2020-05-04 00:45:00;5;1;0;0;0;3;9;5;1;4;0;0
2020-05-04 01:00:00;2;4;0;1;1;3;7;10;4;6;0;0
2020-05-04 01:15:00;1;2;0;0;1;3;2;0;4;0;0;0
2020-05-04 01:30:00;1;1;0;0;0;3;4;2;2;0;0;0
2020-05-04 01:45:00;7;2;1;0;0;8;3;2;0;3;0;0
2020-05-04 02:00:00;2;1;0;0;0;4;3;0;1;0;0;0
2020-05-04 02:15:00;1;3;0;1;2;1;1;0;4;2;0;0
2020-05-04 02:30:00;3;4;1;0;1;1;2;1;0;2;0;0
2020-05-04 02:45:00;2;1;2;1;3;1;3;1;2;0;0;0
2020-05-04 03:00:00;1;3;1;0;0;0;1;1;2;0;0;0
2020-05-04 03:15:00;3;3;0;1;1;2;1;1;1;1;0;0
2020-05-04 03:30:00;0;1;0;1;1;3;3;3;2;1;0;0
2020-05-04 03:45:00;4;0;2;0;0;5;7;4;3;4;0;0
2020-05-04 04:00:00;5;5;0;2;4;7;8;2;3;1;0;0
2020-05-04 04:15:00;4;1;1;1;2;4;3;2;1;1;0;0
2020-05-04 04:30:00;15;9;1;0;1;4;3;2;3;5;0;0
2020-05-04 04:45:00;16;12;0;0;0;5;7;4;7;1;0;0
2020-05-04 05:00:00;19;8;0;2;3;5;7;5;10;1;0;0
2020-05-04 05:15:00;35;15;1;2;5;12;7;4;20;5;0;0
2020-05-04 05:30:00;46;14;3;10;11;38;41;17;42;3;3;4
2020-05-04 05:45:00;24;23;2;3;9;51;57;22;32;9;1;0
2020-05-04 06:00:00;35;21;1;7;5;44;40;37;43;13;6;2
2020-05-04 06:15:00;51;33;2;8;10;76;84;43;49;17;7;0
2020-05-04 06:30:00;45;26;1;7;17;101;114;60;64;30;2;0
2020-05-04 06:45:00;60;36;1;9;18;98;93;48;38;28;3;8
2020-05-04 07:00:00;57;31;3;14;17;123;117;51;67;37;4;4
2020-05-04 07:15:00;32;19;2;15;10;65;73;52;33;16;1;0
2020-05-04 07:30:00;47;16;7;11;17;100;87;57;49;27;0;12
2020-05-04 07:45:00;52;42;3;12;21;105;107;79;64;22;2;6
2020-05-04 08:00:00;57;23;4;9;14;83;89;54;45;26;1;3
2020-05-04 08:15:00;46;22;3;10;7;69;93;56;42;13;5;35
