DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-10-30 00:00:00;7;4;7;1;1;0;0;0;0
2020-10-30 00:15:00;4;3;10;0;0;0;0;0;0
2020-10-30 00:30:00;9;5;13;1;1;0;0;0;0
2020-10-30 00:45:00;5;5;9;0;0;0;0;0;0
2020-10-30 01:00:00;7;3;9;0;0;0;0;0;0
2020-10-30 01:15:00;2;4;6;0;0;0;0;0;0
2020-10-30 01:30:00;5;3;6;0;0;0;0;0;0
2020-10-30 01:45:00;1;2;5;0;0;0;0;0;0
2020-10-30 02:00:00;2;2;7;0;0;0;0;0;0
2020-10-30 02:15:00;8;6;7;0;0;0;0;0;0
2020-10-30 02:30:00;2;0;5;0;0;0;0;0;0
2020-10-30 02:45:00;4;5;6;0;0;0;0;0;0
2020-10-30 03:00:00;2;1;10;0;0;0;0;0;0
2020-10-30 03:15:00;7;5;4;1;1;0;0;0;0
2020-10-30 03:30:00;9;5;10;0;0;0;0;0;0
2020-10-30 03:45:00;2;2;5;0;0;0;0;0;0
2020-10-30 04:00:00;6;3;13;0;0;0;0;0;0
2020-10-30 04:15:00;9;1;22;0;0;0;0;0;0
2020-10-30 04:30:00;16;7;18;0;0;0;0;0;0
2020-10-30 04:45:00;11;5;35;0;0;0;0;0;0
2020-10-30 05:00:00;37;8;85;0;0;0;0;0;0
2020-10-30 05:15:00;52;15;138;1;1;0;0;0;0
2020-10-30 05:30:00;56;14;117;1;1;0;0;0;0
2020-10-30 05:45:00;66;20;109;0;1;0;0;0;0
2020-10-30 06:00:00;95;32;93;1;1;1;0;0;0
2020-10-30 06:15:00;100;44;149;1;1;0;0;0;0
2020-10-30 06:30:00;100;59;180;2;2;0;0;0;0
2020-10-30 06:45:00;95;47;159;2;2;0;0;0;0
2020-10-30 07:00:00;81;36;177;1;1;1;0;0;0
2020-10-30 07:15:00;100;67;229;5;5;0;0;0;0
2020-10-30 07:30:00;110;86;201;3;3;3;0;0;0
2020-10-30 07:45:00;126;73;238;1;1;1;0;0;0
2020-10-30 08:00:00;99;71;193;1;1;1;0;0;0
2020-10-30 08:15:00;105;74;177;3;3;1;0;0;0
2020-10-30 08:30:00;107;67;208;1;1;2;0;0;0
2020-10-30 08:45:00;106;80;209;1;1;0;0;0;0
2020-10-30 09:00:00;112;68;185;1;1;1;0;0;0
2020-10-30 09:15:00;118;78;180;1;1;2;0;0;0
2020-10-30 09:30:00;131;89;182;0;0;0;0;0;0
2020-10-30 09:45:00;130;69;233;5;4;3;0;0;0
2020-10-30 10:00:00;116;83;230;2;2;4;0;0;0
2020-10-30 10:15:00;144;86;192;1;1;1;0;0;0
2020-10-30 10:30:00;142;83;227;1;1;1;0;0;0
2020-10-30 10:45:00;147;64;235;2;2;2;0;0;0
2020-10-30 11:00:00;175;92;201;3;3;2;0;0;0
2020-10-30 11:15:00;175;79;218;1;1;1;0;0;0
2020-10-30 11:30:00;178;81;234;3;3;2;0;0;0
2020-10-30 11:45:00;186;93;228;2;2;2;0;0;0
2020-10-30 12:00:00;164;105;234;2;2;0;0;0;0
2020-10-30 12:15:00;184;110;232;0;1;4;0;0;0
2020-10-30 12:30:00;221;89;262;2;2;0;0;0;0
2020-10-30 12:45:00;183;93;285;2;2;0;0;0;0
2020-10-30 13:00:00;218;112;206;2;2;4;0;0;0
2020-10-30 13:15:00;185;97;253;1;1;2;0;0;0
2020-10-30 13:30:00;186;126;245;4;4;4;0;0;0
2020-10-30 13:45:00;181;97;259;3;3;2;0;0;0
2020-10-30 14:00:00;187;101;229;2;2;3;0;0;0
2020-10-30 14:15:00;202;93;224;3;3;2;0;0;0
2020-10-30 14:30:00;193;102;263;3;3;1;0;0;0
2020-10-30 14:45:00;184;127;257;1;1;0;0;0;0
2020-10-30 15:00:00;216;107;224;0;0;2;0;0;0
2020-10-30 15:15:00;198;111;258;2;2;0;0;0;0
2020-10-30 15:30:00;193;83;229;3;3;2;0;0;0
2020-10-30 15:45:00;151;96;236;1;2;1;0;0;0
2020-10-30 16:00:00;179;100;211;3;3;1;0;0;0
2020-10-30 16:15:00;147;84;184;3;2;0;0;0;0
2020-10-30 16:30:00;186;99;249;2;1;5;0;0;0
2020-10-30 16:45:00;166;110;248;2;2;1;0;0;0
2020-10-30 17:00:00;164;94;237;3;3;2;0;0;0
2020-10-30 17:15:00;202;97;250;1;1;2;0;0;0
2020-10-30 17:30:00;177;82;254;2;2;2;0;0;0
2020-10-30 17:45:00;167;99;221;3;3;1;0;0;0
2020-10-30 18:00:00;153;84;222;1;1;3;0;0;0
2020-10-30 18:15:00;168;99;190;3;3;2;0;0;0
2020-10-30 18:30:00;108;62;197;2;2;1;0;0;0
2020-10-30 18:45:00;136;76;180;2;2;2;0;0;0
2020-10-30 19:00:00;135;71;148;1;1;2;0;0;0
2020-10-30 19:15:00;124;63;138;2;1;1;0;0;0
2020-10-30 19:30:00;102;44;118;2;2;1;0;0;0
2020-10-30 19:45:00;81;33;89;2;2;0;0;0;0
2020-10-30 20:00:00;102;49;104;1;1;0;0;0;0
2020-10-30 20:15:00;80;37;95;1;1;0;0;0;0
2020-10-30 20:30:00;91;39;88;1;1;3;0;0;0
2020-10-30 20:45:00;53;37;103;1;1;0;0;0;0
2020-10-30 21:00:00;65;27;108;0;0;0;0;0;0
2020-10-30 21:15:00;99;42;85;1;1;0;0;0;0
2020-10-30 21:30:00;64;27;64;2;2;1;0;0;0
2020-10-30 21:45:00;73;21;68;0;0;0;0;0;0
2020-10-30 22:00:00;73;19;55;0;0;0;0;0;0
2020-10-30 22:15:00;88;22;68;1;1;0;0;0;0
2020-10-30 22:30:00;53;22;35;1;1;0;0;0;0
2020-10-30 22:45:00;42;13;42;1;1;0;0;0;0
2020-10-30 23:00:00;35;22;46;2;2;0;0;0;0
2020-10-30 23:15:00;20;13;38;1;1;0;0;0;0
2020-10-30 23:30:00;28;8;28;0;0;0;0;0;0
2020-10-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
