DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-11-06 00:00:00;6;4;2;0;3;7;2
2020-11-06 00:15:00;6;9;2;1;3;8;7
2020-11-06 00:30:00;8;2;0;1;2;9;4
2020-11-06 00:45:00;9;3;1;0;0;5;2
2020-11-06 01:00:00;7;5;0;2;3;12;6
2020-11-06 01:15:00;4;3;0;2;2;7;2
2020-11-06 01:30:00;4;3;1;0;1;0;2
2020-11-06 01:45:00;3;2;1;0;0;6;2
2020-11-06 02:00:00;12;6;0;2;3;3;2
2020-11-06 02:15:00;1;2;0;0;2;3;2
2020-11-06 02:30:00;12;5;0;0;1;6;2
2020-11-06 02:45:00;3;6;2;5;7;7;3
2020-11-06 03:00:00;4;5;0;1;4;10;1
2020-11-06 03:15:00;3;3;0;2;2;5;0
2020-11-06 03:30:00;5;6;1;1;2;9;1
2020-11-06 03:45:00;2;3;1;0;1;8;1
2020-11-06 04:00:00;10;6;0;1;0;9;4
2020-11-06 04:15:00;5;5;0;2;2;19;7
2020-11-06 04:30:00;14;6;0;1;1;22;8
2020-11-06 04:45:00;18;13;1;5;8;30;11
2020-11-06 05:00:00;25;12;0;10;10;73;57
2020-11-06 05:15:00;38;21;0;8;7;104;89
2020-11-06 05:30:00;39;46;2;5;11;115;99
2020-11-06 05:45:00;106;69;8;11;22;97;86
2020-11-06 06:00:00;131;88;4;4;20;79;74
2020-11-06 06:15:00;109;75;1;4;7;90;98
2020-11-06 06:30:00;71;67;1;14;30;114;118
2020-11-06 06:45:00;64;65;7;16;24;105;100
2020-11-06 07:00:00;54;71;4;7;27;99;90
2020-11-06 07:15:00;70;61;2;10;24;95;96
2020-11-06 07:30:00;62;63;2;8;23;96;99
2020-11-06 07:45:00;73;60;8;14;27;105;112
2020-11-06 08:00:00;61;46;3;13;24;69;73
2020-11-06 08:15:00;79;58;2;6;20;81;83
2020-11-06 08:30:00;79;43;3;13;23;75;76
2020-11-06 08:45:00;72;53;4;11;25;81;63
2020-11-06 09:00:00;81;56;3;9;23;86;78
2020-11-06 09:15:00;74;55;3;9;24;76;76
2020-11-06 09:30:00;77;56;1;6;16;63;60
2020-11-06 09:45:00;104;55;5;9;22;84;76
2020-11-06 10:00:00;104;49;4;9;23;73;67
2020-11-06 10:15:00;104;78;5;13;25;77;67
2020-11-06 10:30:00;116;62;4;11;22;74;95
2020-11-06 10:45:00;109;72;7;14;22;73;89
2020-11-06 11:00:00;111;79;9;16;35;79;69
2020-11-06 11:15:00;110;83;6;6;21;75;63
2020-11-06 11:30:00;98;76;8;13;31;76;82
2020-11-06 11:45:00;99;74;6;13;41;75;88
2020-11-06 12:00:00;136;89;11;18;44;99;93
2020-11-06 12:15:00;150;105;9;28;39;83;78
2020-11-06 12:30:00;179;100;10;13;28;86;82
2020-11-06 12:45:00;149;104;6;13;30;84;92
2020-11-06 13:00:00;136;98;9;14;33;95;107
2020-11-06 13:15:00;138;98;1;16;31;121;140
2020-11-06 13:30:00;160;106;9;11;28;134;132
2020-11-06 13:45:00;151;104;5;20;36;126;117
2020-11-06 14:00:00;169;134;6;15;44;119;113
2020-11-06 14:15:00;211;157;7;25;49;93;93
2020-11-06 14:30:00;211;185;8;13;35;85;96
2020-11-06 14:45:00;189;128;9;15;45;95;94
2020-11-06 15:00:00;161;98;8;17;40;87;87
2020-11-06 15:15:00;192;141;12;20;42;94;90
2020-11-06 15:30:00;128;99;7;22;35;90;96
2020-11-06 15:45:00;118;124;5;24;36;85;96
2020-11-06 16:00:00;153;123;6;9;24;92;93
2020-11-06 16:15:00;138;118;10;18;32;95;101
2020-11-06 16:30:00;142;102;13;18;40;85;94
2020-11-06 16:45:00;134;109;10;18;40;99;99
2020-11-06 17:00:00;133;89;5;18;31;102;106
2020-11-06 17:15:00;134;84;10;14;37;85;82
2020-11-06 17:30:00;99;82;4;10;22;80;72
2020-11-06 17:45:00;99;69;5;13;24;90;90
2020-11-06 18:00:00;99;72;12;16;42;75;78
2020-11-06 18:15:00;104;75;9;19;29;75;57
2020-11-06 18:30:00;83;65;13;12;27;79;56
2020-11-06 18:45:00;82;52;5;20;30;63;62
2020-11-06 19:00:00;82;46;5;8;24;52;45
2020-11-06 19:15:00;76;56;6;13;20;59;51
2020-11-06 19:30:00;64;42;5;5;13;40;47
2020-11-06 19:45:00;62;35;3;8;21;52;29
2020-11-06 20:00:00;52;27;4;12;20;42;38
2020-11-06 20:15:00;57;30;2;8;22;47;41
2020-11-06 20:30:00;34;24;0;11;14;48;35
2020-11-06 20:45:00;39;29;8;6;14;70;54
2020-11-06 21:00:00;50;26;4;11;20;81;88
2020-11-06 21:15:00;48;17;4;11;11;85;66
2020-11-06 21:30:00;50;30;1;6;10;55;41
2020-11-06 21:45:00;83;62;0;8;7;29;17
2020-11-06 22:00:00;138;90;3;8;11;36;15
2020-11-06 22:15:00;71;45;6;3;10;29;16
2020-11-06 22:30:00;41;22;1;3;9;18;16
2020-11-06 22:45:00;23;11;0;2;7;21;11
2020-11-06 23:00:00;15;15;3;1;7;18;6
2020-11-06 23:15:00;15;9;3;3;3;13;4
2020-11-06 23:30:00;16;8;4;2;7;18;8
2020-11-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
