DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-04-20 00:00:00;1;0;0;0;0;0;0;0;0;0;2
2020-04-20 00:15:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:30:00;3;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:45:00;3;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:00:00;0;0;0;0;0;0;0;0;1;0;0
2020-04-20 01:15:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:30:00;0;0;0;0;0;0;0;0;0;0;1
2020-04-20 01:45:00;0;0;0;0;0;0;0;0;0;0;2
2020-04-20 02:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:15:00;0;0;0;0;0;0;0;0;0;0;4
2020-04-20 02:30:00;1;2;0;0;0;0;0;0;0;0;1
2020-04-20 02:45:00;2;0;0;0;0;0;0;0;0;0;1
2020-04-20 03:00:00;0;0;0;0;0;0;0;0;0;0;1
2020-04-20 03:15:00;1;0;0;0;0;0;0;0;0;0;1
2020-04-20 03:30:00;2;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:45:00;4;1;0;0;0;0;0;0;0;0;1
2020-04-20 04:00:00;1;1;0;0;0;0;0;0;0;0;1
2020-04-20 04:15:00;3;0;0;0;0;0;0;0;0;0;2
2020-04-20 04:30:00;3;1;2;2;1;0;1;0;0;0;2
2020-04-20 04:45:00;4;0;3;3;0;0;1;0;1;0;3
2020-04-20 05:00:00;9;0;6;6;0;1;0;1;0;1;8
2020-04-20 05:15:00;28;6;10;10;0;0;0;0;0;6;10
2020-04-20 05:30:00;24;3;29;29;0;3;0;0;1;22;23
2020-04-20 05:45:00;20;5;82;55;3;3;3;0;1;54;26
2020-04-20 06:00:00;28;10;30;32;2;3;3;1;3;22;21
2020-04-20 06:15:00;24;7;23;20;5;2;5;2;3;11;20
2020-04-20 06:30:00;45;9;26;28;3;5;3;1;3;22;28
2020-04-20 06:45:00;33;9;22;20;5;0;5;0;3;18;21
2020-04-20 07:00:00;62;9;11;11;6;0;6;1;1;13;28
2020-04-20 07:15:00;40;6;22;22;3;4;3;0;2;18;25
2020-04-20 07:30:00;51;15;32;34;2;1;2;2;3;16;30
2020-04-20 07:45:00;41;10;30;28;8;9;10;5;5;23;23
2020-04-20 08:00:00;40;10;11;11;6;3;6;3;4;18;27
2020-04-20 08:15:00;38;7;8;7;9;0;9;1;6;11;21
2020-04-20 08:30:00;38;4;3;3;3;2;3;2;2;7;29
2020-04-20 08:45:00;37;5;3;3;6;2;6;2;2;4;29
2020-04-20 09:00:00;33;7;6;6;5;2;5;2;0;7;27
2020-04-20 09:15:00;46;8;4;4;9;2;9;3;5;6;32
2020-04-20 09:30:00;39;2;5;5;4;2;6;2;3;6;30
