DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-10-12 00:00:00;0;0;6;0;1;10;0;0;0;0;0;0;0;0
2020-10-12 00:15:00;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-10-12 00:30:00;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-10-12 00:45:00;0;0;7;0;1;4;0;0;0;0;0;0;0;0
2020-10-12 01:00:00;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-10-12 01:15:00;0;0;2;1;1;1;0;0;0;0;0;0;0;0
2020-10-12 01:30:00;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-10-12 01:45:00;1;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-10-12 02:00:00;0;0;3;0;0;9;0;0;0;0;0;0;0;0
2020-10-12 02:15:00;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-10-12 02:30:00;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-12 02:45:00;0;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-10-12 03:00:00;0;0;2;1;1;3;0;0;0;0;0;0;0;0
2020-10-12 03:15:00;1;0;4;0;0;1;0;0;0;0;0;0;0;0
2020-10-12 03:30:00;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-10-12 03:45:00;0;0;5;0;0;3;0;0;0;0;0;0;0;0
2020-10-12 04:00:00;0;0;3;0;0;6;0;0;0;0;0;0;0;0
2020-10-12 04:15:00;0;0;8;1;1;5;0;0;0;0;0;0;0;0
2020-10-12 04:30:00;0;0;11;0;0;8;0;0;0;0;0;0;0;0
2020-10-12 04:45:00;0;0;35;0;0;8;0;0;0;0;0;0;0;0
2020-10-12 05:00:00;0;0;55;3;5;8;0;0;0;0;0;0;0;0
2020-10-12 05:15:00;0;0;136;3;3;16;0;0;0;0;0;0;0;0
2020-10-12 05:30:00;3;0;153;2;2;17;0;0;0;0;0;0;0;0
2020-10-12 05:45:00;0;0;154;5;7;20;0;0;0;0;0;0;0;0
2020-10-12 06:00:00;1;0;108;2;3;36;0;0;0;0;0;0;0;0
2020-10-12 06:15:00;1;0;175;6;9;38;0;0;0;0;0;0;0;0
2020-10-12 06:30:00;2;0;212;9;11;57;0;0;0;0;0;0;0;0
2020-10-12 06:45:00;2;0;246;12;16;70;0;0;0;0;0;0;0;0
2020-10-12 07:00:00;1;0;278;17;21;63;0;1;0;0;0;0;0;0
2020-10-12 07:15:00;3;0;231;47;49;84;0;0;0;0;0;0;0;0
2020-10-12 07:30:00;6;0;236;54;54;97;0;0;0;0;0;0;0;0
2020-10-12 07:45:00;17;0;230;67;42;141;0;1;0;0;0;0;0;0
2020-10-12 08:00:00;2;0;234;24;27;138;0;3;0;0;0;0;0;0
2020-10-12 08:15:00;2;0;187;18;24;95;0;3;0;0;1;0;0;0
2020-10-12 08:30:00;5;0;190;22;22;91;0;2;0;0;0;0;0;0
2020-10-12 08:45:00;1;0;168;23;24;103;0;0;0;0;0;0;2;0
2020-10-12 09:00:00;2;0;164;4;7;98;0;2;0;0;0;0;0;0
2020-10-12 09:15:00;2;0;173;9;16;89;0;1;0;0;1;0;0;0
2020-10-12 09:30:00;3;0;159;14;15;98;0;6;0;0;1;0;0;0
2020-10-12 09:45:00;1;0;166;9;15;121;0;2;0;0;0;0;0;0
2020-10-12 10:00:00;0;0;145;9;12;116;0;1;0;0;0;0;1;0
2020-10-12 10:15:00;2;0;154;8;14;138;0;3;0;0;0;0;0;0
2020-10-12 10:30:00;3;0;162;8;8;138;0;2;0;0;1;0;0;0
2020-10-12 10:45:00;3;0;143;4;7;126;0;0;0;0;0;0;0;0
2020-10-12 11:00:00;3;0;134;9;9;130;0;2;0;0;1;0;0;0
2020-10-12 11:15:00;4;0;121;11;16;139;0;2;0;0;0;0;1;0
2020-10-12 11:30:00;3;0;141;5;11;152;0;3;0;0;0;0;1;0
2020-10-12 11:45:00;1;0;108;13;20;154;0;2;0;0;0;0;1;0
2020-10-12 12:00:00;4;0;118;11;14;158;0;1;0;0;2;0;0;0
2020-10-12 12:15:00;2;0;130;24;20;171;0;3;0;0;1;0;1;0
2020-10-12 12:30:00;4;0;146;12;15;163;0;5;0;0;0;0;4;0
2020-10-12 12:45:00;4;0;139;7;9;172;0;2;0;0;0;0;0;0
2020-10-12 13:00:00;2;0;177;7;13;167;0;1;0;0;0;0;0;0
2020-10-12 13:15:00;2;0;192;8;13;181;0;2;0;0;0;0;1;0
2020-10-12 13:30:00;1;0;205;9;12;187;0;2;0;0;0;0;0;0
