DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-08-16 00:00:00;21;9;3;8;1;9;9;0;2
2020-08-16 00:15:00;16;6;8;8;4;10;12;0;1
2020-08-16 00:30:00;16;3;2;5;4;12;12;0;2
2020-08-16 00:45:00;13;5;5;8;3;8;10;0;0
2020-08-16 01:00:00;10;10;9;4;0;9;7;0;0
2020-08-16 01:15:00;9;9;7;7;1;6;10;0;2
2020-08-16 01:30:00;4;2;4;8;2;5;6;0;2
2020-08-16 01:45:00;8;2;2;7;4;3;1;0;2
2020-08-16 02:00:00;13;3;2;7;1;6;2;0;3
2020-08-16 02:15:00;9;4;0;3;3;7;1;0;0
2020-08-16 02:30:00;4;1;1;1;1;4;4;0;0
2020-08-16 02:45:00;3;2;1;5;1;5;3;0;2
2020-08-16 03:00:00;4;3;0;2;1;5;3;0;1
2020-08-16 03:15:00;6;5;4;6;2;2;1;0;0
2020-08-16 03:30:00;1;1;1;2;2;3;2;0;1
2020-08-16 03:45:00;5;1;1;3;2;4;4;0;1
2020-08-16 04:00:00;1;2;1;0;1;7;5;0;1
2020-08-16 04:15:00;2;1;1;3;1;5;2;0;1
2020-08-16 04:30:00;3;1;3;2;0;5;1;0;1
2020-08-16 04:45:00;2;2;0;1;3;2;1;0;1
2020-08-16 05:00:00;6;3;2;3;1;1;2;0;0
2020-08-16 05:15:00;6;3;1;5;1;5;7;0;2
2020-08-16 05:30:00;4;2;2;1;0;8;7;0;1
2020-08-16 05:45:00;12;3;3;4;3;12;5;0;1
2020-08-16 06:00:00;8;1;0;5;1;5;7;0;2
2020-08-16 06:15:00;5;3;2;6;2;4;3;0;0
2020-08-16 06:30:00;6;5;0;7;0;5;5;0;0
2020-08-16 06:45:00;6;3;1;4;4;7;8;0;3
2020-08-16 07:00:00;6;4;5;7;2;7;5;0;1
2020-08-16 07:15:00;11;6;2;5;5;4;5;0;1
2020-08-16 07:30:00;8;3;0;10;1;8;10;0;2
2020-08-16 07:45:00;18;6;4;8;2;21;10;0;0
2020-08-16 08:00:00;17;5;1;13;3;11;4;0;3
2020-08-16 08:15:00;31;5;5;14;4;18;13;0;5
2020-08-16 08:30:00;22;10;3;14;6;11;11;0;3
2020-08-16 08:45:00;37;15;6;15;5;15;18;0;4
2020-08-16 09:00:00;31;11;9;19;11;13;16;0;7
2020-08-16 09:15:00;41;10;7;16;11;23;19;0;4
2020-08-16 09:30:00;41;6;9;27;11;25;31;0;10
2020-08-16 09:45:00;44;13;4;40;16;27;22;0;4
2020-08-16 10:00:00;38;11;7;29;11;26;29;0;6
2020-08-16 10:15:00;48;18;5;26;8;33;28;0;3
2020-08-16 10:30:00;54;19;5;32;14;32;32;0;6
2020-08-16 10:45:00;50;19;9;24;11;28;28;0;7
2020-08-16 11:00:00;64;19;10;29;22;21;24;0;16
2020-08-16 11:15:00;60;24;10;31;13;27;30;0;4
2020-08-16 11:30:00;52;22;6;26;16;22;29;0;8
2020-08-16 11:45:00;57;19;9;31;14;28;29;0;7
2020-08-16 12:00:00;57;20;10;39;18;25;22;0;10
2020-08-16 12:15:00;63;25;17;32;21;26;31;0;9
2020-08-16 12:30:00;52;22;6;26;8;32;26;0;12
2020-08-16 12:45:00;48;31;9;33;14;29;32;0;4
2020-08-16 13:00:00;57;26;13;37;18;32;35;0;8
2020-08-16 13:15:00;56;22;8;32;20;34;36;0;11
2020-08-16 13:30:00;54;22;9;28;12;35;30;0;13
2020-08-16 13:45:00;70;32;10;32;23;31;36;0;14
2020-08-16 14:00:00;57;29;13;36;20;36;38;0;9
2020-08-16 14:15:00;61;29;13;40;25;33;35;0;8
2020-08-16 14:30:00;60;22;9;32;19;39;45;0;12
2020-08-16 14:45:00;57;24;6;22;15;37;47;0;15
2020-08-16 15:00:00;45;21;8;31;18;38;40;0;18
2020-08-16 15:15:00;46;16;17;33;18;28;33;0;6
2020-08-16 15:30:00;48;27;6;28;22;31;29;0;8
2020-08-16 15:45:00;44;19;7;29;17;33;42;0;6
2020-08-16 16:00:00;44;25;16;27;18;37;32;0;15
2020-08-16 16:15:00;38;23;9;31;14;29;40;0;0
2020-08-16 16:30:00;56;18;10;32;19;31;42;0;11
2020-08-16 16:45:00;46;31;8;26;16;39;45;0;12
2020-08-16 17:00:00;60;19;18;31;12;49;51;0;16
2020-08-16 17:15:00;60;21;8;33;20;41;40;0;10
2020-08-16 17:30:00;42;23;12;23;18;50;56;0;6
2020-08-16 17:45:00;50;32;19;33;18;44;59;0;10
2020-08-16 18:00:00;58;33;12;26;19;42;48;0;10
2020-08-16 18:15:00;41;18;10;25;17;39;38;0;12
2020-08-16 18:30:00;37;22;10;23;17;49;38;0;13
2020-08-16 18:45:00;33;13;11;26;16;56;63;0;10
2020-08-16 19:00:00;39;18;9;23;16;33;38;0;13
2020-08-16 19:15:00;44;14;9;32;23;42;54;0;9
2020-08-16 19:30:00;38;18;14;23;18;46;47;0;10
2020-08-16 19:45:00;38;22;8;16;9;43;49;0;9
2020-08-16 20:00:00;42;25;10;17;8;49;39;0;3
2020-08-16 20:15:00;31;14;10;25;14;40;29;0;12
2020-08-16 20:30:00;47;9;9;21;6;37;36;0;8
2020-08-16 20:45:00;35;20;8;15;10;33;31;0;5
2020-08-16 21:00:00;37;17;13;17;7;24;33;0;5
2020-08-16 21:15:00;43;15;10;27;9;27;21;0;10
2020-08-16 21:30:00;24;18;9;19;10;22;21;0;4
2020-08-16 21:45:00;26;11;6;16;10;20;14;0;6
2020-08-16 22:00:00;26;9;5;14;6;24;19;0;8
2020-08-16 22:15:00;26;13;8;9;6;20;19;0;3
2020-08-16 22:30:00;22;8;8;11;8;14;14;0;9
2020-08-16 22:45:00;16;10;6;10;3;23;16;0;2
2020-08-16 23:00:00;32;10;2;13;4;13;9;0;14
2020-08-16 23:15:00;13;7;10;8;11;9;12;0;5
2020-08-16 23:30:00;14;3;6;6;2;14;7;0;1
2020-08-16 23:45:00;7;6;4;8;3;7;7;0;3
