DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-12-10 00:00:00;5;2;0;0;6;2;0;0;0;0;5;2;2;8;2;0;0
2020-12-10 00:15:00;5;4;0;0;6;1;0;0;0;0;5;4;2;7;1;0;0
2020-12-10 00:30:00;4;0;0;0;12;5;3;3;1;0;2;0;4;17;6;0;0
2020-12-10 00:45:00;6;3;0;0;5;3;1;1;1;0;5;3;3;7;3;0;0
2020-12-10 01:00:00;4;1;0;0;7;1;1;1;0;0;3;1;0;7;1;0;0
2020-12-10 01:15:00;5;1;0;0;7;0;1;1;0;0;4;1;0;7;0;0;0
2020-12-10 01:30:00;7;0;0;0;7;0;0;0;0;0;7;0;0;8;0;0;0
2020-12-10 01:45:00;6;0;0;0;4;2;0;0;0;0;6;0;2;6;2;0;0
2020-12-10 02:00:00;5;1;0;0;3;0;0;0;0;0;5;1;0;3;0;0;0
2020-12-10 02:15:00;7;2;0;0;6;0;1;1;1;0;8;2;0;6;0;0;0
2020-12-10 02:30:00;10;0;0;0;2;2;1;1;1;0;10;0;2;4;2;0;0
2020-12-10 02:45:00;7;0;0;0;2;1;1;1;2;0;7;1;1;3;1;0;0
2020-12-10 03:00:00;5;5;0;0;7;2;1;1;2;0;6;4;3;9;2;0;0
2020-12-10 03:15:00;7;2;0;1;5;0;0;0;0;0;5;1;0;6;0;0;0
2020-12-10 03:30:00;12;3;0;0;4;1;0;0;0;0;14;2;1;5;1;0;0
2020-12-10 03:45:00;16;6;0;1;10;0;0;0;0;1;14;8;0;9;0;0;0
2020-12-10 04:00:00;9;4;2;0;11;0;1;1;2;0;5;4;0;10;0;0;0
2020-12-10 04:15:00;29;4;0;0;5;2;3;3;1;0;25;3;3;7;2;0;0
2020-12-10 04:30:00;25;6;0;0;7;6;6;6;6;0;27;5;6;12;5;0;0
2020-12-10 04:45:00;30;10;0;0;23;9;5;5;3;1;26;9;11;32;9;0;0
2020-12-10 05:00:00;29;14;1;0;28;7;3;3;2;0;25;13;7;37;7;0;0
2020-12-10 05:15:00;36;20;0;2;42;19;3;3;2;1;30;22;18;55;19;0;0
2020-12-10 05:30:00;45;21;1;1;50;24;2;2;2;0;45;21;20;69;21;0;0
2020-12-10 05:45:00;66;58;1;1;53;32;3;3;3;7;65;59;29;76;29;0;0
2020-12-10 06:00:00;64;42;3;1;64;29;5;5;6;2;63;39;28;85;28;0;0
2020-12-10 06:15:00;78;46;0;0;74;47;1;2;1;1;75;47;45;114;46;0;0
2020-12-10 06:30:00;117;103;0;0;90;53;5;7;7;3;105;105;54;135;54;0;0
2020-12-10 06:45:00;127;158;1;0;104;52;7;7;2;4;111;160;49;137;48;0;9
2020-12-10 07:00:00;102;112;1;1;103;71;8;9;5;5;89;116;71;152;71;0;0
2020-12-10 07:15:00;139;155;0;1;118;75;13;13;5;3;101;181;74;174;74;0;7
2020-12-10 07:30:00;127;151;0;0;112;76;7;7;6;3;118;148;76;174;74;0;0
2020-12-10 07:45:00;158;178;1;1;117;62;13;14;6;4;138;179;60;156;57;1;1
2020-12-10 08:00:00;104;117;0;1;93;58;12;12;6;3;93;111;50;139;51;0;0
2020-12-10 08:15:00;105;129;0;0;89;62;19;19;8;2;92;134;63;130;62;0;0
2020-12-10 08:30:00;106;134;2;0;105;62;8;8;4;2;103;129;61;152;60;0;0
2020-12-10 08:45:00;126;162;0;4;92;59;15;16;2;3;109;163;64;128;60;0;0
2020-12-10 09:00:00;86;81;1;0;72;50;13;13;5;0;75;84;52;118;51;0;2
2020-12-10 09:15:00;102;97;1;0;114;64;15;16;6;2;98;99;70;162;68;0;0
2020-12-10 09:30:00;116;108;0;1;94;51;11;12;3;1;109;109;52;131;53;0;0
2020-12-10 09:45:00;99;130;3;1;105;66;14;15;5;6;78;141;65;155;65;1;0
2020-12-10 10:00:00;116;141;2;0;96;60;22;23;9;4;106;143;50;145;53;0;0
2020-12-10 10:15:00;120;134;2;2;122;84;12;12;4;1;113;136;81;178;83;0;0
2020-12-10 10:30:00;123;138;1;0;141;83;18;17;8;2;120;132;87;202;85;0;0
2020-12-10 10:45:00;117;145;4;1;147;115;17;19;9;5;110;150;106;224;112;0;0
2020-12-10 11:00:00;106;117;2;2;126;82;10;10;4;1;92;120;80;177;78;5;0
2020-12-10 11:15:00;111;136;2;0;123;93;20;21;12;0;102;138;82;183;85;0;0
2020-12-10 11:30:00;116;137;3;3;139;85;23;25;9;4;103;141;84;203;85;0;0
2020-12-10 11:45:00;120;158;0;1;163;95;20;19;12;2;112;159;96;222;98;1;0
2020-12-10 12:00:00;110;137;2;0;142;80;20;21;10;1;100;139;87;201;88;0;8
2020-12-10 12:15:00;104;113;4;0;134;96;12;12;11;5;100;118;102;196;101;14;0
2020-12-10 12:30:00;132;118;2;2;144;97;11;13;6;2;113;128;104;219;98;0;0
2020-12-10 12:45:00;107;110;2;0;147;99;17;18;11;1;105;113;105;221;103;5;0
2020-12-10 13:00:00;90;131;4;0;130;108;14;14;8;3;83;132;102;210;104;0;0
2020-12-10 13:15:00;126;105;1;0;159;105;12;13;6;1;113;116;101;242;106;0;0
2020-12-10 13:30:00;131;110;0;0;148;96;19;19;6;3;120;113;100;226;100;0;2
2020-12-10 13:45:00;118;132;0;1;133;85;12;13;6;1;108;137;86;189;88;0;0
2020-12-10 14:00:00;119;140;0;2;139;69;14;14;7;3;109;143;72;185;74;0;88
2020-12-10 14:15:00;140;135;1;1;142;109;25;25;13;4;125;139;113;217;112;0;0
2020-12-10 14:30:00;138;141;1;0;150;113;22;22;7;0;135;144;114;240;115;0;2
2020-12-10 14:45:00;129;164;0;0;142;96;13;13;9;1;123;164;102;221;103;0;4
2020-12-10 15:00:00;117;145;2;0;155;110;11;12;6;2;106;143;106;244;110;4;0
2020-12-10 15:15:00;128;139;1;0;164;110;26;26;9;1;110;142;119;242;119;6;2
2020-12-10 15:30:00;123;131;1;2;176;118;23;22;17;5;121;135;119;257;121;0;0
2020-12-10 15:45:00;136;131;1;0;168;126;27;27;11;2;119;133;129;265;129;1;0
2020-12-10 16:00:00;153;136;1;1;203;130;22;22;9;1;148;133;139;293;138;0;1
2020-12-10 16:15:00;142;152;0;0;195;124;35;34;10;3;129;151;130;269;130;0;3
2020-12-10 16:30:00;138;165;1;1;185;107;37;37;26;0;132;171;111;262;112;0;4
2020-12-10 16:45:00;144;139;0;0;170;126;28;28;8;3;131;141;128;259;129;0;4
2020-12-10 17:00:00;121;117;2;0;172;129;35;35;18;0;120;119;132;248;134;1;1
2020-12-10 17:15:00;134;140;1;0;176;112;23;24;9;2;126;144;117;257;118;0;0
2020-12-10 17:30:00;118;111;0;0;163;96;18;18;8;0;110;112;96;236;97;1;1
2020-12-10 17:45:00;103;112;0;0;156;79;15;15;7;1;99;109;81;217;82;0;0
2020-12-10 18:00:00;86;76;2;1;170;102;19;19;11;1;89;77;110;232;110;0;3
2020-12-10 18:15:00;82;76;0;0;133;73;11;11;3;1;74;78;77;181;77;1;3
2020-12-10 18:30:00;68;64;0;0;130;57;7;7;0;1;66;65;55;181;55;0;0
