DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-12-20 00:00:00;3;2;0;0;0;0;0;0;0;0;0
2020-12-20 00:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 00:30:00;0;1;1;0;0;1;0;1;0;0;0
2020-12-20 00:45:00;2;2;2;0;0;2;2;2;0;0;0
2020-12-20 01:00:00;2;0;0;0;0;0;0;0;0;0;0
2020-12-20 01:15:00;1;0;0;0;0;2;0;2;0;0;0
2020-12-20 01:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 01:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:15:00;0;0;0;0;0;1;0;1;0;0;0
2020-12-20 02:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:45:00;1;0;0;0;0;1;0;1;0;0;0
2020-12-20 03:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:15:00;0;0;0;0;0;1;0;1;0;0;0
2020-12-20 03:30:00;1;1;0;0;0;2;0;2;0;0;0
2020-12-20 03:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:15:00;0;0;0;0;0;1;0;1;0;0;0
2020-12-20 04:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:45:00;2;1;1;0;0;1;1;1;0;0;0
2020-12-20 05:00:00;1;0;0;0;0;1;0;1;0;0;0
2020-12-20 05:15:00;5;1;1;0;0;1;1;1;0;0;0
2020-12-20 05:30:00;7;1;1;0;0;3;1;3;1;0;0
2020-12-20 05:45:00;4;0;0;0;0;1;0;1;0;0;0
2020-12-20 06:00:00;6;0;0;0;0;7;0;7;0;0;0
2020-12-20 06:15:00;3;1;1;0;0;4;1;4;1;1;0
2020-12-20 06:30:00;3;1;1;0;0;2;1;2;0;0;0
2020-12-20 06:45:00;11;2;2;0;0;3;0;3;0;0;0
2020-12-20 07:00:00;5;1;1;0;0;4;0;4;0;0;0
2020-12-20 07:15:00;6;0;0;0;0;5;1;5;0;0;0
2020-12-20 07:30:00;6;0;0;0;0;7;0;7;0;0;0
2020-12-20 07:45:00;4;0;0;2;0;4;0;4;0;0;0
2020-12-20 08:00:00;3;0;0;0;0;5;0;5;0;0;0
2020-12-20 08:15:00;7;2;1;0;0;7;2;7;0;1;0
2020-12-20 08:30:00;13;0;0;0;0;7;0;7;0;0;0
2020-12-20 08:45:00;6;1;0;0;0;12;1;12;0;0;0
2020-12-20 09:00:00;11;2;1;0;0;8;2;8;0;0;0
2020-12-20 09:15:00;13;2;1;0;0;16;1;16;1;0;0
2020-12-20 09:30:00;16;0;0;0;0;7;1;7;1;0;0
2020-12-20 09:45:00;18;1;0;0;0;14;2;14;0;0;0
2020-12-20 10:00:00;20;3;2;0;1;21;0;21;0;0;0
2020-12-20 10:15:00;14;0;0;0;0;17;2;17;0;0;0
2020-12-20 10:30:00;18;2;1;0;0;19;2;19;0;0;0
2020-12-20 10:45:00;20;1;1;0;0;13;0;13;2;1;0
2020-12-20 11:00:00;16;0;0;0;0;27;9;27;0;0;0
2020-12-20 11:15:00;30;1;1;0;0;30;2;30;1;1;0
2020-12-20 11:30:00;15;3;1;0;0;26;3;26;0;1;0
2020-12-20 11:45:00;18;3;0;0;1;22;2;22;0;1;0
2020-12-20 12:00:00;32;1;1;0;3;33;2;33;0;2;0
2020-12-20 12:15:00;21;0;0;1;0;25;1;25;3;1;0
2020-12-20 12:30:00;21;0;0;0;0;24;0;24;0;1;0
2020-12-20 12:45:00;25;1;1;0;0;19;0;19;0;0;0
2020-12-20 13:00:00;35;4;3;1;0;28;0;28;0;0;0
2020-12-20 13:15:00;33;3;2;1;0;34;3;35;1;0;0
2020-12-20 13:30:00;32;1;2;0;0;27;3;27;1;1;0
2020-12-20 13:45:00;36;1;1;0;0;35;0;35;1;0;2
2020-12-20 14:00:00;34;3;1;0;0;34;5;34;1;2;0
2020-12-20 14:15:00;32;1;0;0;0;29;2;29;1;0;0
2020-12-20 14:30:00;32;1;0;0;0;47;2;47;0;1;0
2020-12-20 14:45:00;28;2;1;0;0;38;1;38;1;0;0
2020-12-20 15:00:00;36;2;2;0;1;28;2;28;0;0;0
2020-12-20 15:15:00;37;0;1;0;0;38;1;38;1;2;0
2020-12-20 15:30:00;33;1;1;0;0;38;2;38;4;0;0
2020-12-20 15:45:00;33;4;3;0;0;37;2;37;1;0;0
2020-12-20 16:00:00;32;6;3;0;0;25;6;25;2;2;0
2020-12-20 16:15:00;37;3;1;0;0;27;3;27;1;0;0
2020-12-20 16:30:00;40;0;0;0;0;27;3;27;1;1;0
2020-12-20 16:45:00;32;1;0;0;0;40;3;40;0;0;1
2020-12-20 17:00:00;22;1;0;0;0;25;2;26;2;2;0
2020-12-20 17:15:00;29;4;1;0;0;26;1;25;0;0;0
2020-12-20 17:30:00;30;0;0;0;0;26;3;26;1;1;0
2020-12-20 17:45:00;26;4;1;0;0;27;3;27;1;0;0
2020-12-20 18:00:00;27;2;2;0;0;29;3;29;0;0;0
2020-12-20 18:15:00;22;1;1;0;0;30;2;30;1;1;0
2020-12-20 18:30:00;22;1;0;0;0;17;2;17;1;0;0
2020-12-20 18:45:00;11;0;0;0;0;15;2;15;2;0;0
2020-12-20 19:00:00;17;1;0;0;0;24;3;24;1;0;0
2020-12-20 19:15:00;19;2;1;0;0;23;3;23;6;0;0
2020-12-20 19:30:00;14;2;1;0;0;8;1;8;1;0;0
2020-12-20 19:45:00;17;0;0;0;0;15;0;15;1;1;0
2020-12-20 20:00:00;19;2;2;0;0;19;0;19;0;2;0
2020-12-20 20:15:00;16;2;1;0;0;13;2;13;0;0;0
2020-12-20 20:30:00;18;2;1;0;0;16;2;16;1;0;0
2020-12-20 20:45:00;9;0;0;0;0;11;1;11;0;0;0
2020-12-20 21:00:00;3;1;1;0;0;7;2;8;0;1;0
2020-12-20 21:15:00;6;0;0;0;0;3;0;3;0;0;0
2020-12-20 21:30:00;4;0;0;0;0;5;1;5;2;1;0
2020-12-20 21:45:00;1;2;1;0;0;2;1;2;0;0;0
2020-12-20 22:00:00;4;1;0;0;0;4;0;4;0;0;0
2020-12-20 22:15:00;3;2;2;0;0;3;0;3;0;1;0
2020-12-20 22:30:00;0;0;0;0;0;1;0;1;0;0;0
2020-12-20 22:45:00;4;0;0;0;0;1;0;1;0;0;0
2020-12-20 23:00:00;1;0;0;0;0;4;0;4;0;0;0
2020-12-20 23:15:00;1;0;0;0;0;2;2;2;0;0;0
2020-12-20 23:30:00;1;0;0;0;0;2;2;2;1;0;0
2020-12-20 23:45:00;3;2;1;0;0;3;0;3;0;0;0
