DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-10-08 00:00:00;7;4;0;1;0;5;1;0;0;0;0
2020-10-08 00:15:00;15;7;2;2;0;8;1;0;0;0;0
2020-10-08 00:30:00;8;7;2;1;0;8;0;0;0;0;0
2020-10-08 00:45:00;6;1;4;0;0;6;1;0;0;0;0
2020-10-08 01:00:00;8;1;0;2;0;4;0;0;0;0;0
2020-10-08 01:15:00;7;6;1;1;0;7;0;0;0;0;0
2020-10-08 01:30:00;8;3;1;0;0;2;1;0;0;0;0
2020-10-08 01:45:00;6;2;1;1;0;3;0;0;0;0;0
2020-10-08 02:00:00;6;0;0;0;0;1;0;0;0;0;0
2020-10-08 02:15:00;8;4;2;1;0;3;1;0;0;0;0
2020-10-08 02:30:00;6;5;0;2;0;1;0;0;0;0;0
2020-10-08 02:45:00;2;1;0;0;0;1;0;0;0;0;0
2020-10-08 03:00:00;7;3;0;0;0;2;1;0;0;0;0
2020-10-08 03:15:00;3;4;4;1;0;2;2;0;0;0;0
2020-10-08 03:30:00;4;4;0;1;0;5;0;0;0;0;0
2020-10-08 03:45:00;9;1;0;0;0;6;2;0;0;0;0
2020-10-08 04:00:00;10;8;1;0;0;5;1;0;0;0;0
2020-10-08 04:15:00;11;6;1;0;0;12;4;0;0;0;0
2020-10-08 04:30:00;13;6;1;5;0;7;4;0;0;0;0
2020-10-08 04:45:00;28;13;7;1;0;24;3;0;0;0;0
2020-10-08 05:00:00;35;22;3;14;0;69;7;0;0;0;0
2020-10-08 05:15:00;33;31;4;24;0;141;10;0;0;0;0
2020-10-08 05:30:00;38;49;8;17;0;121;15;0;0;0;0
2020-10-08 05:45:00;100;115;19;13;0;94;8;0;0;0;0
2020-10-08 06:00:00;121;133;25;19;0;130;11;0;0;0;0
2020-10-08 06:15:00;97;102;28;20;0;115;12;0;0;0;0
2020-10-08 06:30:00;71;69;16;24;0;134;20;0;0;0;0
2020-10-08 06:45:00;77;87;12;33;0;153;14;0;0;4;0
2020-10-08 07:00:00;65;58;13;30;0;136;15;26;0;0;0
2020-10-08 07:15:00;70;86;13;50;0;164;12;4;0;0;0
2020-10-08 07:30:00;74;77;22;83;0;138;22;0;0;0;0
2020-10-08 07:45:00;99;93;36;53;0;150;19;0;0;0;0
2020-10-08 08:00:00;94;72;31;45;0;120;31;2;0;0;0
2020-10-08 08:15:00;97;82;25;48;0;129;16;0;0;0;0
2020-10-08 08:30:00;85;69;27;39;0;113;28;0;0;0;0
2020-10-08 08:45:00;78;70;24;31;0;117;21;0;0;0;0
2020-10-08 09:00:00;91;63;30;41;0;107;21;5;0;0;0
2020-10-08 09:15:00;69;79;21;40;0;101;18;0;0;0;0
2020-10-08 09:30:00;87;65;29;42;0;119;30;0;0;0;0
2020-10-08 09:45:00;92;76;32;49;0;100;17;0;0;0;0
2020-10-08 10:00:00;93;99;31;42;0;111;22;0;0;0;0
2020-10-08 10:15:00;93;84;40;39;0;95;20;0;0;0;0
2020-10-08 10:30:00;100;88;43;38;0;74;28;1;0;0;0
2020-10-08 10:45:00;99;86;40;54;0;98;27;0;0;0;0
2020-10-08 11:00:00;86;77;33;36;0;78;29;0;0;0;0
2020-10-08 11:15:00;99;101;39;35;0;83;36;0;0;0;2
2020-10-08 11:30:00;98;98;42;57;0;96;33;0;13;1;0
2020-10-08 11:45:00;100;101;33;44;0;102;33;0;0;0;0
2020-10-08 12:00:00;98;85;45;35;0;93;35;0;0;0;0
2020-10-08 12:15:00;107;111;38;52;0;93;29;0;4;0;0
2020-10-08 12:30:00;101;118;45;38;0;79;18;4;0;0;0
2020-10-08 12:45:00;92;96;26;35;0;95;26;2;0;0;0
2020-10-08 13:00:00;108;94;31;38;0;113;29;0;1;1;1
2020-10-08 13:15:00;130;114;35;38;0;133;27;0;0;0;0
2020-10-08 13:30:00;109;105;35;38;0;141;34;0;0;0;0
2020-10-08 13:45:00;124;119;48;49;0;126;29;0;0;0;0
2020-10-08 14:00:00;140;126;33;36;0;116;21;0;9;0;0
2020-10-08 14:15:00;205;210;35;53;0;109;26;0;0;1;0
2020-10-08 14:30:00;195;192;43;43;0;91;28;1;5;0;0
2020-10-08 14:45:00;172;171;49;36;0;116;21;4;0;0;0
2020-10-08 15:00:00;181;169;37;40;0;103;30;0;0;0;0
2020-10-08 15:15:00;173;162;31;38;0;82;25;0;0;0;0
2020-10-08 15:30:00;165;160;49;41;0;119;39;1;0;0;0
2020-10-08 15:45:00;158;171;36;46;0;119;23;0;5;0;0
2020-10-08 16:00:00;165;170;42;42;0;113;35;2;0;0;0
2020-10-08 16:15:00;186;197;50;40;0;105;26;0;0;0;0
2020-10-08 16:30:00;180;161;44;42;0;119;29;0;18;0;1
2020-10-08 16:45:00;178;175;54;45;0;119;31;5;0;7;0
2020-10-08 17:00:00;153;167;35;41;0;113;33;0;0;0;0
2020-10-08 17:15:00;151;160;57;45;0;98;28;0;10;0;0
2020-10-08 17:30:00;148;150;44;46;0;115;29;1;9;0;0
2020-10-08 17:45:00;159;142;51;42;0;97;32;46;1;0;1
2020-10-08 18:00:00;125;129;52;50;0;111;24;2;0;1;0
2020-10-08 18:15:00;142;144;44;33;0;110;22;1;0;0;0
2020-10-08 18:30:00;104;102;49;37;0;96;19;0;2;0;0
2020-10-08 18:45:00;106;103;40;30;0;68;19;3;4;0;3
2020-10-08 19:00:00;79;82;39;39;0;65;13;0;0;0;0
2020-10-08 19:15:00;81;93;27;29;0;77;19;3;0;1;0
2020-10-08 19:30:00;77;77;33;26;0;51;64;0;0;0;0
2020-10-08 19:45:00;59;56;26;27;0;46;14;0;0;0;0
2020-10-08 20:00:00;63;64;12;12;0;47;13;0;1;2;0
2020-10-08 20:15:00;63;51;24;16;0;41;11;0;0;0;0
