DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-07-13 00:00:00;10;5;1;2;3;12;5
2020-07-13 00:15:00;5;4;0;4;8;11;6
2020-07-13 00:30:00;11;5;1;1;2;12;8
2020-07-13 00:45:00;7;2;1;0;2;11;4
2020-07-13 01:00:00;2;2;0;1;2;7;4
2020-07-13 01:15:00;6;2;0;4;6;8;3
2020-07-13 01:30:00;6;3;0;1;1;5;1
2020-07-13 01:45:00;6;3;0;2;4;2;3
2020-07-13 02:00:00;5;1;0;1;1;2;1
2020-07-13 02:15:00;6;4;0;1;2;7;2
2020-07-13 02:30:00;9;5;0;2;2;4;2
2020-07-13 02:45:00;6;9;2;2;2;5;4
2020-07-13 03:00:00;6;3;0;1;0;6;3
2020-07-13 03:15:00;2;2;1;0;1;7;3
2020-07-13 03:30:00;5;4;0;1;1;8;0
2020-07-13 03:45:00;7;3;0;0;0;11;2
2020-07-13 04:00:00;6;5;0;1;0;8;2
2020-07-13 04:15:00;11;9;0;1;1;13;6
2020-07-13 04:30:00;14;12;0;1;4;20;9
2020-07-13 04:45:00;27;14;0;6;7;46;15
2020-07-13 05:00:00;35;21;1;10;11;92;72
2020-07-13 05:15:00;39;34;0;17;17;127;139
2020-07-13 05:30:00;36;36;3;9;14;105;106
2020-07-13 05:45:00;45;47;2;15;29;109;116
2020-07-13 06:00:00;55;63;2;9;15;91;93
2020-07-13 06:15:00;59;63;3;4;17;118;125
2020-07-13 06:30:00;62;85;4;9;23;155;130
2020-07-13 06:45:00;71;92;5;8;35;137;162
2020-07-13 07:00:00;58;70;2;15;37;150;175
2020-07-13 07:15:00;80;75;5;17;30;150;180
2020-07-13 07:30:00;89;75;7;19;30;155;181
2020-07-13 07:45:00;72;56;6;13;29;132;158
2020-07-13 08:00:00;79;71;7;14;29;134;152
2020-07-13 08:15:00;85;64;2;6;21;126;139
2020-07-13 08:30:00;86;66;8;17;37;114;126
2020-07-13 08:45:00;105;73;2;9;22;104;127
2020-07-13 09:00:00;84;49;1;8;14;91;104
2020-07-13 09:15:00;84;58;6;17;25;83;86
2020-07-13 09:30:00;96;62;4;13;16;93;101
2020-07-13 09:45:00;95;45;5;15;48;86;79
2020-07-13 10:00:00;79;56;5;16;30;89;85
2020-07-13 10:15:00;77;36;0;9;24;69;62
2020-07-13 10:30:00;100;64;4;12;29;87;91
2020-07-13 10:45:00;96;55;6;18;30;91;67
2020-07-13 11:00:00;106;54;4;17;29;84;78
2020-07-13 11:15:00;119;53;6;11;34;84;91
2020-07-13 11:30:00;115;52;7;16;31;68;71
2020-07-13 11:45:00;99;53;4;17;37;62;80
2020-07-13 12:00:00;106;79;5;15;26;74;80
2020-07-13 12:15:00;117;88;6;9;28;79;75
2020-07-13 12:30:00;104;70;7;19;32;90;88
2020-07-13 12:45:00;89;74;8;12;38;75;68
2020-07-13 13:00:00;97;82;5;15;30;91;110
2020-07-13 13:15:00;97;73;4;8;24;113;99
2020-07-13 13:30:00;133;76;10;13;36;117;127
2020-07-13 13:45:00;124;87;6;14;28;125;129
2020-07-13 14:00:00;140;103;12;18;64;108;126
2020-07-13 14:15:00;203;176;3;19;32;88;85
2020-07-13 14:30:00;199;167;8;15;28;96;87
2020-07-13 14:45:00;213;169;8;22;34;84;80
2020-07-13 15:00:00;157;136;4;11;33;88;99
2020-07-13 15:15:00;189;140;4;15;27;78;84
2020-07-13 15:30:00;161;119;3;16;36;94;100
2020-07-13 15:45:00;148;139;4;17;32;78;94
2020-07-13 16:00:00;211;142;4;10;28;95;110
2020-07-13 16:15:00;169;145;9;32;54;117;108
2020-07-13 16:30:00;171;135;7;19;58;111;91
2020-07-13 16:45:00;185;183;10;13;38;97;86
2020-07-13 17:00:00;160;133;5;19;42;98;91
2020-07-13 17:15:00;170;167;8;23;44;97;104
2020-07-13 17:30:00;143;137;9;26;70;100;100
2020-07-13 17:45:00;133;121;9;12;28;104;107
2020-07-13 18:00:00;108;94;4;20;34;79;70
2020-07-13 18:15:00;121;94;4;10;33;94;72
2020-07-13 18:30:00;111;87;7;18;31;64;66
2020-07-13 18:45:00;92;86;7;14;37;67;49
2020-07-13 19:00:00;81;63;7;13;35;65;64
2020-07-13 19:15:00;89;59;3;13;27;74;49
2020-07-13 19:30:00;61;49;7;7;21;53;44
2020-07-13 19:45:00;62;39;5;15;28;57;44
2020-07-13 20:00:00;58;49;8;9;26;59;46
2020-07-13 20:15:00;48;36;4;21;58;54;31
2020-07-13 20:30:00;49;30;5;8;15;56;28
2020-07-13 20:45:00;41;19;2;18;18;57;55
2020-07-13 21:00:00;63;30;5;11;18;84;97
2020-07-13 21:15:00;48;28;5;9;27;95;88
2020-07-13 21:30:00;48;24;5;9;18;61;43
2020-07-13 21:45:00;109;70;4;8;17;31;17
2020-07-13 22:00:00;143;98;6;15;19;38;24
2020-07-13 22:15:00;88;43;3;15;23;29;31
2020-07-13 22:30:00;31;30;4;8;20;29;9
2020-07-13 22:45:00;24;9;3;4;12;21;18
2020-07-13 23:00:00;20;6;1;8;17;25;9
2020-07-13 23:15:00;11;8;3;2;9;21;10
2020-07-13 23:30:00;12;3;0;1;7;14;6
2020-07-13 23:45:00;11;9;1;3;4;13;7
