DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-03-30 00:00:00;0;0;0;0;1;3;2;2;2;1;1;0;4;5;4;0;0;0;24;0;0;0;0;0
2020-03-30 00:15:00;1;4;4;1;0;4;8;1;2;1;1;1;0;4;4;0;0;0;30;0;0;0;0;0
2020-03-30 00:30:00;0;0;1;1;1;5;1;1;0;2;8;5;0;4;6;0;0;0;30;0;0;0;0;0
2020-03-30 00:45:00;0;2;2;0;0;3;6;0;2;0;5;1;1;5;4;0;0;0;30;0;0;0;0;0
2020-03-30 01:00:00;1;0;0;0;0;1;1;1;1;0;3;2;1;2;2;0;0;0;34;0;0;0;0;0
2020-03-30 01:15:00;0;0;0;0;1;2;1;1;0;0;1;1;0;2;2;0;0;0;39;0;0;0;0;0
2020-03-30 01:30:00;0;0;0;1;1;4;2;0;1;2;3;1;5;8;6;0;0;0;39;0;0;0;0;0
2020-03-30 01:45:00;0;0;0;0;0;1;1;1;2;0;0;0;1;6;6;0;0;0;39;0;0;0;0;0
2020-03-30 02:00:00;0;1;1;1;0;2;1;1;1;1;2;2;7;11;6;0;0;0;39;0;0;0;0;0
2020-03-30 02:15:00;0;0;1;1;2;6;3;0;1;0;1;0;3;6;4;0;0;0;39;0;0;0;0;0
2020-03-30 02:30:00;0;0;0;0;1;2;2;2;5;0;3;1;3;7;5;0;0;0;36;0;0;0;0;0
2020-03-30 02:45:00;0;0;0;0;1;4;4;0;2;0;2;2;0;1;2;0;0;0;39;0;0;0;0;0
2020-03-30 03:00:00;0;0;0;0;0;3;3;0;0;1;1;0;4;8;4;0;0;0;39;0;0;0;0;0
2020-03-30 03:15:00;0;0;0;0;1;3;2;1;3;0;3;0;3;6;1;0;0;0;39;0;0;0;0;0
2020-03-30 03:30:00;0;0;0;1;0;3;1;4;11;1;2;0;7;10;5;1;0;0;39;0;0;0;0;0
2020-03-30 03:45:00;0;0;0;0;1;4;4;4;2;1;4;0;2;7;5;0;0;0;39;0;0;0;0;0
2020-03-30 04:00:00;1;0;0;0;0;3;4;1;1;1;4;1;7;13;6;0;0;0;39;0;0;0;0;0
2020-03-30 04:15:00;0;0;0;0;0;2;5;1;6;0;3;1;9;16;6;0;0;0;36;0;0;0;0;0
2020-03-30 04:30:00;0;0;1;1;0;2;4;0;3;0;3;1;6;16;9;0;0;0;39;0;0;0;0;0
2020-03-30 04:45:00;0;0;2;2;1;4;4;4;3;2;7;6;7;17;13;0;0;0;39;0;0;0;0;0
2020-03-30 05:00:00;0;1;2;3;3;8;7;3;10;0;6;2;19;29;13;1;0;0;30;0;0;0;0;0
2020-03-30 05:15:00;0;3;4;3;3;11;7;8;8;5;15;15;21;44;29;1;0;0;30;0;0;0;0;0
2020-03-30 05:30:00;0;1;0;5;1;20;13;9;9;6;21;28;33;69;55;0;0;0;30;0;0;0;0;0
2020-03-30 05:45:00;1;1;4;4;0;16;19;10;6;16;32;30;28;57;46;4;0;0;30;0;0;0;0;0
2020-03-30 06:00:00;2;4;7;4;6;21;18;10;6;14;22;24;29;64;51;3;0;0;30;0;0;0;0;0
2020-03-30 06:15:00;2;6;6;4;8;32;23;10;11;14;23;27;28;81;67;11;0;0;30;0;0;0;0;0
2020-03-30 06:30:00;4;4;8;10;10;30;30;9;16;17;46;37;42;80;65;9;0;0;27;0;0;0;0;0
2020-03-30 06:45:00;6;11;5;13;20;47;42;23;27;35;34;38;31;87;67;9;0;0;30;0;0;0;0;0
2020-03-30 07:00:00;5;12;13;12;17;48;48;10;21;28;46;44;36;66;64;15;0;0;30;0;0;0;0;0
2020-03-30 07:15:00;8;9;17;8;18;53;38;28;25;41;54;48;53;81;69;20;0;0;30;0;0;0;0;0
2020-03-30 07:30:00;4;4;12;15;30;61;50;22;27;37;48;42;41;72;65;18;0;0;30;0;0;0;0;0
2020-03-30 07:45:00;11;10;14;16;27;50;60;16;27;33;43;42;53;83;64;19;0;0;30;0;0;0;0;0
2020-03-30 08:00:00;4;5;9;13;18;37;42;23;20;30;42;29;47;74;60;21;0;0;30;0;0;0;0;0
2020-03-30 08:15:00;11;8;15;13;22;49;28;26;28;24;40;37;54;67;55;5;0;0;30;0;0;0;0;0
2020-03-30 08:30:00;7;11;19;14;15;48;40;28;26;29;40;29;34;67;61;16;0;0;30;0;0;0;0;0
2020-03-30 08:45:00;9;15;21;16;15;31;28;18;25;28;39;33;39;64;53;11;0;0;30;0;0;0;0;0
2020-03-30 09:00:00;2;12;13;9;14;31;30;25;27;16;33;29;32;78;60;10;0;0;30;0;0;0;0;0
2020-03-30 09:15:00;11;10;14;33;7;34;29;17;23;21;25;18;53;79;55;10;0;0;30;0;0;0;0;0
2020-03-30 09:30:00;13;10;20;14;13;38;29;26;23;20;33;28;42;70;55;7;0;0;30;0;0;0;0;0
2020-03-30 09:45:00;10;15;20;16;14;40;36;21;30;23;37;22;57;74;66;17;0;0;30;0;0;0;0;0
2020-03-30 10:00:00;9;10;19;10;14;40;43;25;20;18;32;24;54;77;60;7;0;0;30;0;0;0;0;0
2020-03-30 10:15:00;14;19;18;17;9;45;44;23;25;27;28;23;52;89;70;16;0;0;30;0;0;0;0;0
2020-03-30 10:30:00;14;16;18;10;15;52;36;27;24;18;35;26;46;71;56;9;0;0;30;0;0;0;0;0
2020-03-30 10:45:00;10;15;12;12;12;41;38;23;28;14;43;30;54;78;69;8;0;0;30;0;0;0;0;0
2020-03-30 11:00:00;9;12;22;12;13;43;36;32;26;19;32;27;60;73;49;9;0;0;30;0;0;0;0;0
2020-03-30 11:15:00;11;8;17;15;8;41;37;24;25;23;39;27;50;75;58;3;0;0;30;0;0;0;0;0
2020-03-30 11:30:00;9;13;14;11;10;34;44;28;22;18;23;22;49;71;46;5;0;0;27;0;0;0;0;0
2020-03-30 11:45:00;12;17;14;16;10;48;37;30;25;20;37;29;49;75;67;6;0;0;30;0;0;0;0;0
2020-03-30 12:00:00;12;15;12;19;8;40;53;23;22;17;32;37;72;106;64;7;0;0;30;0;0;0;0;0
2020-03-30 12:15:00;10;17;21;15;16;48;53;31;26;18;41;30;61;80;63;6;0;0;30;0;0;0;0;0
2020-03-30 12:30:00;13;14;13;10;10;38;46;25;21;17;36;23;52;71;58;7;0;0;30;0;0;0;0;0
2020-03-30 12:45:00;12;8;15;14;7;49;39;24;27;11;28;23;60;78;61;5;0;0;30;0;0;0;0;0
2020-03-30 13:00:00;15;12;22;17;10;36;42;23;26;18;32;26;68;92;65;11;0;0;30;0;0;0;0;0
2020-03-30 13:15:00;8;17;14;16;19;46;45;30;34;9;30;27;64;100;68;6;0;0;30;0;0;0;0;0
2020-03-30 13:30:00;12;15;21;8;12;42;48;32;19;23;42;30;63;85;55;7;0;0;30;0;0;0;0;0
2020-03-30 13:45:00;9;18;21;16;9;45;39;28;31;19;36;25;50;80;64;15;0;0;30;0;0;0;0;0
2020-03-30 14:00:00;10;10;13;14;12;55;73;28;24;22;31;28;59;80;61;10;0;0;30;0;0;0;0;0
2020-03-30 14:15:00;11;17;23;17;15;49;47;29;31;15;47;29;75;101;67;8;0;0;30;0;0;0;0;0
2020-03-30 14:30:00;12;20;24;16;19;61;50;29;24;28;36;32;69;105;75;13;0;0;30;0;0;0;0;0
2020-03-30 14:45:00;8;15;16;16;12;38;36;30;30;28;42;31;75;99;60;8;0;0;30;0;0;0;0;0
2020-03-30 15:00:00;8;13;10;12;9;47;64;22;24;20;39;32;62;91;70;9;0;0;30;0;0;0;0;0
2020-03-30 15:15:00;20;22;24;17;16;49;62;26;27;17;28;29;56;88;69;8;0;0;30;0;0;0;0;0
2020-03-30 15:30:00;9;11;16;25;14;60;58;34;35;23;36;27;56;91;68;14;0;0;30;0;0;0;0;0
2020-03-30 15:45:00;22;15;28;14;18;53;53;47;46;25;38;27;59;101;68;13;0;0;30;0;0;0;0;0
2020-03-30 16:00:00;20;15;25;18;15;56;62;39;39;17;32;24;76;108;69;8;0;0;29;1;0;0;0;0
2020-03-30 16:15:00;24;21;32;22;13;57;66;40;32;19;35;26;89;100;74;6;0;0;28;1;0;0;0;0
2020-03-30 16:30:00;20;16;25;23;18;55;62;38;44;21;40;32;73;99;67;7;0;0;30;1;0;0;0;0
2020-03-30 16:45:00;12;20;28;27;9;58;65;40;40;19;36;31;86;98;60;11;0;0;30;0;0;0;0;0
2020-03-30 17:00:00;25;20;30;18;18;68;74;36;32;18;34;31;87;116;72;7;0;0;30;0;0;0;0;0
2020-03-30 17:15:00;25;18;27;24;12;57;61;34;34;17;37;30;87;105;74;10;0;0;30;0;0;0;0;0
2020-03-30 17:30:00;15;20;31;14;17;49;51;34;41;14;35;31;56;91;72;5;0;0;30;0;0;0;0;0
2020-03-30 17:45:00;11;17;13;15;6;42;46;34;31;10;36;26;57;91;70;6;0;0;30;0;0;0;0;0
2020-03-30 18:00:00;10;11;21;14;15;42;51;23;25;13;36;25;52;78;53;5;0;0;29;0;0;0;0;0
2020-03-30 18:15:00;9;21;21;16;3;39;48;23;23;14;30;18;58;80;43;4;0;0;30;1;0;0;0;0
2020-03-30 18:30:00;12;11;14;16;8;36;42;14;21;10;22;16;44;70;43;5;0;0;30;0;0;0;0;0
2020-03-30 18:45:00;2;10;16;13;6;38;34;15;18;15;20;17;49;72;47;5;0;0;30;0;0;0;0;0
2020-03-30 19:00:00;9;11;13;6;8;24;29;14;25;7;24;16;26;55;33;4;0;0;29;1;0;0;0;0
