DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-12-13 00:00:00;16;10;0;0;0;13;10;0;0
2019-12-13 00:15:00;17;10;0;0;0;23;17;0;0
2019-12-13 00:30:00;16;11;0;0;0;12;11;0;0
2019-12-13 00:45:00;12;5;0;0;0;15;12;0;0
2019-12-13 01:00:00;15;8;0;0;0;14;8;0;0
2019-12-13 01:15:00;9;11;0;1;0;16;4;0;0
2019-12-13 01:30:00;13;2;0;0;0;17;6;0;0
2019-12-13 01:45:00;13;4;0;0;0;10;4;0;0
2019-12-13 02:00:00;14;5;0;0;0;7;6;0;0
2019-12-13 02:15:00;10;8;0;0;0;8;7;0;0
2019-12-13 02:30:00;12;4;0;0;0;9;1;0;0
2019-12-13 02:45:00;6;9;0;0;0;6;7;0;0
2019-12-13 03:00:00;11;2;0;0;0;8;4;0;1
2019-12-13 03:15:00;5;4;0;0;0;7;3;0;0
2019-12-13 03:30:00;7;6;0;0;0;9;2;0;0
2019-12-13 03:45:00;10;5;0;0;0;16;2;0;0
2019-12-13 04:00:00;9;7;1;0;0;10;2;0;0
2019-12-13 04:15:00;12;6;0;0;1;20;9;0;0
2019-12-13 04:30:00;18;11;0;0;1;19;4;0;0
2019-12-13 04:45:00;32;17;0;1;0;39;20;0;3
2019-12-13 05:00:00;36;25;0;0;1;92;48;0;2
2019-12-13 05:15:00;42;44;0;2;3;162;131;0;4
2019-12-13 05:30:00;57;54;0;0;3;162;124;0;4
2019-12-13 05:45:00;113;119;2;0;4;194;162;0;7
2019-12-13 06:00:00;129;123;2;0;4;137;121;0;4
2019-12-13 06:15:00;104;112;7;1;5;218;178;0;11
2019-12-13 06:30:00;88;95;4;2;6;220;199;2;8
2019-12-13 06:45:00;93;92;9;3;8;193;213;11;16
2019-12-13 07:00:00;102;91;4;9;16;193;220;1;8
2019-12-13 07:15:00;83;84;11;10;16;217;243;5;15
2019-12-13 07:30:00;105;125;8;13;13;256;271;0;6
2019-12-13 07:45:00;122;123;7;12;10;193;209;5;7
2019-12-13 08:00:00;123;120;8;7;11;206;208;6;6
2019-12-13 08:15:00;98;109;9;10;9;198;220;11;2
2019-12-13 08:30:00;101;111;12;13;8;180;198;4;7
2019-12-13 08:45:00;119;132;13;15;12;157;167;10;7
2019-12-13 09:00:00;97;87;10;12;12;135;158;20;4
2019-12-13 09:15:00;91;94;5;18;14;122;147;22;2
2019-12-13 09:30:00;114;108;20;23;15;140;185;7;0
2019-12-13 09:45:00;133;118;9;17;19;127;165;1;2
2019-12-13 10:00:00;126;127;10;25;12;126;179;1;2
2019-12-13 10:15:00;141;128;10;20;17;131;153;8;1
2019-12-13 10:30:00;134;150;15;26;18;117;158;4;4
2019-12-13 10:45:00;149;155;12;28;19;123;177;6;1
2019-12-13 11:00:00;136;124;10;30;13;106;142;10;2
2019-12-13 11:15:00;149;160;13;31;10;147;151;0;0
2019-12-13 11:30:00;174;184;12;27;14;136;158;0;1
2019-12-13 11:45:00;164;171;15;28;21;142;177;3;4
2019-12-13 12:00:00;178;174;18;36;17;137;184;1;6
2019-12-13 12:15:00;171;196;22;30;12;120;154;6;2
2019-12-13 12:30:00;204;200;18;13;17;127;141;1;1
2019-12-13 12:45:00;187;179;21;14;11;106;135;8;5
2019-12-13 13:00:00;202;194;22;16;13;136;153;7;6
2019-12-13 13:15:00;249;161;24;22;19;185;197;71;71
2019-12-13 13:30:00;238;214;33;22;9;171;189;14;1
2019-12-13 13:45:00;244;188;29;32;16;187;203;34;0
2019-12-13 14:00:00;255;201;18;28;15;168;184;4;3
2019-12-13 14:15:00;235;207;21;24;15;157;175;42;2
2019-12-13 14:30:00;249;256;15;17;11;168;166;7;0
2019-12-13 14:45:00;273;264;11;15;17;127;155;6;2
2019-12-13 15:00:00;222;275;21;24;19;148;167;7;1
2019-12-13 15:15:00;252;255;17;26;18;121;167;11;2
2019-12-13 15:30:00;247;249;27;19;12;139;156;3;0
2019-12-13 15:45:00;205;185;17;17;13;131;163;3;3
2019-12-13 16:00:00;212;230;10;35;12;122;168;14;1
2019-12-13 16:15:00;196;210;15;19;10;140;163;30;2
2019-12-13 16:30:00;219;212;8;27;15;126;155;14;2
2019-12-13 16:45:00;224;215;11;27;16;130;150;21;1
2019-12-13 17:00:00;185;200;10;28;20;147;177;25;3
2019-12-13 17:15:00;180;210;3;21;16;139;140;4;14
2019-12-13 17:30:00;159;195;6;26;15;141;152;0;8
2019-12-13 17:45:00;175;173;1;17;11;136;165;0;3
2019-12-13 18:00:00;174;168;7;21;17;122;147;4;3
2019-12-13 18:15:00;177;199;8;18;4;133;157;3;9
2019-12-13 18:30:00;151;143;3;9;7;114;127;1;6
2019-12-13 18:45:00;137;125;3;8;7;103;112;4;3
2019-12-13 19:00:00;135;132;5;16;4;102;100;4;1
2019-12-13 19:15:00;126;133;2;5;2;114;107;12;0
2019-12-13 19:30:00;101;91;2;0;0;75;74;4;1
2019-12-13 19:45:00;94;93;3;4;0;86;75;1;1
2019-12-13 20:00:00;113;111;1;2;0;76;65;40;0
2019-12-13 20:15:00;104;111;3;3;2;71;70;0;0
2019-12-13 20:30:00;72;70;2;1;0;67;60;0;0
2019-12-13 20:45:00;61;51;2;1;0;67;49;0;3
2019-12-13 21:00:00;76;83;1;2;1;131;92;0;0
2019-12-13 21:15:00;58;69;1;2;2;132;92;0;1
2019-12-13 21:30:00;67;69;0;2;1;115;88;0;1
2019-12-13 21:45:00;100;101;3;2;2;60;51;0;2
2019-12-13 22:00:00;155;161;1;4;0;58;47;0;0
2019-12-13 22:15:00;94;97;4;1;1;60;56;0;2
2019-12-13 22:30:00;65;73;1;1;0;53;55;0;2
2019-12-13 22:45:00;61;60;2;2;1;54;33;0;2
2019-12-13 23:00:00;72;55;0;0;0;46;35;0;0
2019-12-13 23:15:00;66;40;0;3;0;47;28;0;0
2019-12-13 23:30:00;64;45;2;2;0;50;44;0;2
