DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-01-30 00:00:00;14;4;6;8;0;2
2020-01-30 00:15:00;17;6;2;8;0;4
2020-01-30 00:30:00;13;0;7;9;2;1
2020-01-30 00:45:00;10;1;8;4;0;0
2020-01-30 01:00:00;8;1;5;9;2;0
2020-01-30 01:15:00;7;2;2;7;0;0
2020-01-30 01:30:00;8;2;6;9;1;1
2020-01-30 01:45:00;11;3;3;4;0;1
2020-01-30 02:00:00;7;1;2;8;1;1
2020-01-30 02:15:00;12;1;4;7;0;3
2020-01-30 02:30:00;6;0;2;5;2;0
2020-01-30 02:45:00;5;2;2;3;1;1
2020-01-30 03:00:00;9;2;9;12;3;2
2020-01-30 03:15:00;12;2;3;2;0;2
2020-01-30 03:30:00;7;4;5;5;1;1
2020-01-30 03:45:00;7;1;1;5;0;0
2020-01-30 04:00:00;9;4;5;4;0;0
2020-01-30 04:15:00;14;2;3;8;0;4
2020-01-30 04:30:00;24;7;7;19;1;8
2020-01-30 04:45:00;36;21;10;14;4;7
2020-01-30 05:00:00;71;54;9;26;1;9
2020-01-30 05:15:00;87;69;13;32;2;16
2020-01-30 05:30:00;99;108;20;63;5;20
2020-01-30 05:45:00;105;87;45;93;4;13
2020-01-30 06:00:00;92;92;52;107;4;13
2020-01-30 06:15:00;108;104;53;105;9;17
2020-01-30 06:30:00;121;141;51;82;1;16
2020-01-30 06:45:00;133;146;49;78;6;29
2020-01-30 07:00:00;125;139;47;91;7;28
2020-01-30 07:15:00;168;179;69;130;12;51
2020-01-30 07:30:00;176;168;97;145;18;57
2020-01-30 07:45:00;139;168;85;143;15;55
2020-01-30 08:00:00;146;149;67;114;12;35
2020-01-30 08:15:00;131;131;65;129;12;36
2020-01-30 08:30:00;131;129;66;131;13;41
2020-01-30 08:45:00;125;128;65;117;13;38
2020-01-30 09:00:00;112;99;51;89;12;34
2020-01-30 09:15:00;130;96;66;129;9;27
2020-01-30 09:30:00;135;97;67;91;6;34
2020-01-30 09:45:00;138;109;62;118;12;37
2020-01-30 10:00:00;127;96;57;108;12;30
2020-01-30 10:15:00;116;103;71;126;13;29
2020-01-30 10:30:00;115;85;77;123;10;31
2020-01-30 10:45:00;128;108;86;137;17;35
2020-01-30 11:00:00;129;99;84;123;10;34
2020-01-30 11:15:00;133;96;73;131;17;30
2020-01-30 11:30:00;128;110;75;124;13;34
2020-01-30 11:45:00;133;109;82;150;18;37
2020-01-30 12:00:00;106;84;70;160;20;39
2020-01-30 12:15:00;120;98;87;175;24;35
2020-01-30 12:30:00;142;115;96;153;20;41
2020-01-30 12:45:00;126;113;94;165;17;56
2020-01-30 13:00:00;124;102;81;143;10;50
2020-01-30 13:15:00;142;134;98;183;18;36
2020-01-30 13:30:00;142;134;77;160;20;43
2020-01-30 13:45:00;140;128;100;147;15;37
2020-01-30 14:00:00;138;111;93;135;17;43
2020-01-30 14:15:00;130;105;136;227;20;43
2020-01-30 14:30:00;144;122;118;210;23;40
2020-01-30 14:45:00;143;128;133;197;27;49
2020-01-30 15:00:00;131;119;108;178;22;58
2020-01-30 15:15:00;171;129;126;208;17;39
2020-01-30 15:30:00;140;135;141;228;16;47
2020-01-30 15:45:00;161;142;150;227;26;69
2020-01-30 16:00:00;160;143;160;238;18;43
2020-01-30 16:15:00;137;128;155;254;28;44
2020-01-30 16:30:00;168;141;161;235;23;54
2020-01-30 16:45:00;160;140;177;231;20;48
2020-01-30 17:00:00;153;144;141;226;26;50
2020-01-30 17:15:00;164;144;173;222;26;51
2020-01-30 17:30:00;155;140;132;199;28;65
2020-01-30 17:45:00;155;145;131;206;22;51
2020-01-30 18:00:00;147;123;114;194;31;46
2020-01-30 18:15:00;146;115;104;173;24;51
2020-01-30 18:30:00;143;116;96;157;18;47
2020-01-30 18:45:00;142;120;106;174;18;48
2020-01-30 19:00:00;130;92;76;133;20;45
2020-01-30 19:15:00;115;66;75;123;16;53
2020-01-30 19:30:00;102;55;68;101;10;21
2020-01-30 19:45:00;106;60;58;86;10;24
2020-01-30 20:00:00;84;67;58;82;4;22
2020-01-30 20:15:00;76;65;45;79;1;17
2020-01-30 20:30:00;84;46;47;72;8;18
2020-01-30 20:45:00;72;40;46;67;5;14
2020-01-30 21:00:00;92;75;51;65;2;13
2020-01-30 21:15:00;80;66;39;58;4;10
2020-01-30 21:30:00;64;46;53;84;9;15
2020-01-30 21:45:00;60;50;59;96;1;10
2020-01-30 22:00:00;58;35;57;138;9;10
2020-01-30 22:15:00;49;27;53;108;11;12
2020-01-30 22:30:00;71;26;20;43;4;15
2020-01-30 22:45:00;60;42;55;43;2;13
2020-01-30 23:00:00;33;14;18;14;0;6
2020-01-30 23:15:00;27;14;13;20;3;2
2020-01-30 23:30:00;29;14;6;10;3;3
2020-01-30 23:45:00;14;9;6;17;2;4
