DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2019-08-20 00:00:00;7;2;1;5;0;10;0;0;0
2019-08-20 00:15:00;8;5;0;1;0;14;1;0;0
2019-08-20 00:30:00;3;0;0;5;0;12;1;0;0
2019-08-20 00:45:00;4;1;0;5;0;13;1;0;0
2019-08-20 01:00:00;3;2;1;3;0;12;0;0;0
2019-08-20 01:15:00;4;1;2;5;0;14;1;0;0
2019-08-20 01:30:00;7;0;0;0;0;12;1;0;0
2019-08-20 01:45:00;2;0;0;2;0;14;1;0;0
2019-08-20 02:00:00;6;0;0;4;0;12;1;0;0
2019-08-20 02:15:00;7;1;0;2;0;14;1;0;0
2019-08-20 02:30:00;4;1;0;3;0;12;0;0;0
2019-08-20 02:45:00;0;0;0;1;0;13;1;0;0
2019-08-20 03:00:00;2;1;0;1;0;12;1;0;0
2019-08-20 03:15:00;4;2;0;3;0;14;1;0;0
2019-08-20 03:30:00;4;2;0;3;0;12;1;0;0
2019-08-20 03:45:00;2;0;1;2;0;14;0;0;0
2019-08-20 04:00:00;3;2;0;5;0;12;1;0;0
2019-08-20 04:15:00;6;2;0;11;0;13;1;0;0
2019-08-20 04:30:00;10;4;0;16;0;12;1;0;0
2019-08-20 04:45:00;11;3;0;7;0;14;1;0;0
2019-08-20 05:00:00;18;2;0;12;0;9;0;0;0
2019-08-20 05:15:00;43;4;3;38;0;11;1;0;0
2019-08-20 05:30:00;103;5;2;53;0;9;0;0;0
2019-08-20 05:45:00;115;13;1;96;0;10;1;0;0
2019-08-20 06:00:00;80;10;2;78;0;10;1;0;0
2019-08-20 06:15:00;103;11;2;101;0;10;0;0;0
2019-08-20 06:30:00;103;12;2;116;1;10;1;0;0
2019-08-20 06:45:00;88;15;7;136;0;10;1;0;0
2019-08-20 07:00:00;91;8;4;120;0;10;0;0;0
2019-08-20 07:15:00;94;16;6;123;0;10;1;0;0
2019-08-20 07:30:00;99;14;2;114;22;10;0;0;0
2019-08-20 07:45:00;94;16;6;153;0;10;1;0;0
2019-08-20 08:00:00;116;8;10;108;0;10;1;0;0
2019-08-20 08:15:00;107;22;6;108;2;10;0;0;0
2019-08-20 08:30:00;91;14;6;115;0;10;1;0;0
2019-08-20 08:45:00;80;19;12;115;0;10;2;0;0
2019-08-20 09:00:00;63;36;15;102;0;0;0;0;0
2019-08-20 09:15:00;61;11;11;105;0;0;0;0;0
2019-08-20 09:30:00;81;18;12;101;0;1;1;0;0
2019-08-20 09:45:00;80;17;18;108;1;8;2;0;0
2019-08-20 10:00:00;58;9;15;88;15;0;0;0;0
2019-08-20 10:15:00;62;11;19;97;1;1;1;0;0
2019-08-20 10:30:00;86;11;12;107;0;3;2;0;0
2019-08-20 10:45:00;76;15;16;121;0;2;1;0;0
2019-08-20 11:00:00;69;20;11;101;0;3;1;0;0
2019-08-20 11:15:00;77;13;17;96;0;0;1;0;0
2019-08-20 11:30:00;85;13;21;88;4;0;0;0;0
2019-08-20 11:45:00;91;16;11;102;5;12;0;0;0
2019-08-20 12:00:00;91;16;22;77;0;12;1;0;0
2019-08-20 12:15:00;109;16;8;95;0;13;1;0;0
2019-08-20 12:30:00;93;13;17;90;0;13;0;0;0
2019-08-20 12:45:00;85;13;17;98;4;13;1;0;0
2019-08-20 13:00:00;100;17;13;115;0;12;1;0;0
2019-08-20 13:15:00;91;16;18;109;0;10;0;0;0
2019-08-20 13:30:00;99;17;12;122;0;10;1;0;0
2019-08-20 13:45:00;105;10;15;126;0;10;1;0;0
2019-08-20 14:00:00;107;28;19;155;0;10;0;0;0
2019-08-20 14:15:00;110;18;19;141;0;10;1;0;0
2019-08-20 14:30:00;103;15;9;139;1;10;1;0;0
2019-08-20 14:45:00;105;19;9;137;3;10;0;0;0
2019-08-20 15:00:00;118;20;15;138;1;10;1;0;0
2019-08-20 15:15:00;132;24;17;156;2;10;0;0;0
2019-08-20 15:30:00;133;14;11;135;0;10;1;0;0
2019-08-20 15:45:00;119;28;22;151;0;10;1;0;0
2019-08-20 16:00:00;139;17;16;148;0;10;0;0;0
