DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-05-22 00:00:00;8;3;2;1;5;9;6;2;4;7;3;2;2
2020-05-22 00:15:00;7;2;1;2;3;6;4;1;1;1;2;0;1
2020-05-22 00:30:00;7;0;0;3;1;7;4;7;8;10;4;1;0
2020-05-22 00:45:00;4;3;0;3;3;9;4;3;1;6;5;1;0
2020-05-22 01:00:00;4;2;0;3;0;3;3;0;0;2;2;0;0
2020-05-22 01:15:00;1;0;0;1;3;5;5;1;0;2;3;1;0
2020-05-22 01:30:00;3;1;3;1;1;6;4;0;0;0;1;0;3
2020-05-22 01:45:00;4;1;1;0;1;3;4;0;0;2;2;0;1
2020-05-22 02:00:00;4;1;0;0;0;7;3;0;0;0;2;0;0
2020-05-22 02:15:00;6;5;1;1;1;13;9;0;0;0;4;1;1
2020-05-22 02:30:00;2;0;0;1;1;9;5;1;0;0;1;0;0
2020-05-22 02:45:00;3;0;0;2;0;10;8;1;0;3;1;0;0
2020-05-22 03:00:00;2;1;0;0;0;9;8;1;1;3;2;0;0
2020-05-22 03:15:00;6;1;0;2;2;4;1;1;0;3;6;1;1
2020-05-22 03:30:00;7;1;0;1;2;7;4;1;1;2;8;0;0
2020-05-22 03:45:00;6;1;0;1;0;7;5;2;1;4;8;1;0
2020-05-22 04:00:00;6;2;0;2;4;5;3;1;0;0;0;0;0
2020-05-22 04:15:00;6;1;2;2;3;9;5;0;0;0;1;0;2
2020-05-22 04:30:00;8;0;2;3;5;15;12;1;1;3;3;0;2
2020-05-22 04:45:00;7;1;0;5;2;11;7;4;4;1;1;1;0
2020-05-22 05:00:00;9;0;1;2;9;19;15;2;2;2;3;1;1
2020-05-22 05:15:00;9;5;5;8;9;21;16;3;3;4;4;0;5
2020-05-22 05:30:00;17;5;9;13;7;27;15;10;5;4;3;0;7
2020-05-22 05:45:00;17;9;5;12;16;31;23;8;5;7;2;1;5
2020-05-22 06:00:00;16;5;2;11;6;30;18;10;6;3;3;1;2
2020-05-22 06:15:00;23;15;6;11;20;31;19;12;6;3;3;1;6
2020-05-22 06:30:00;24;9;6;21;18;36;41;17;9;10;7;4;6
2020-05-22 06:45:00;12;7;4;12;19;34;37;14;12;9;5;1;4
2020-05-22 07:00:00;25;22;6;16;25;41;30;15;18;20;4;4;6
2020-05-22 07:15:00;46;46;13;24;27;58;56;26;21;25;9;7;13
2020-05-22 07:30:00;46;39;21;31;28;67;56;28;20;25;21;7;20
2020-05-22 07:45:00;45;34;24;30;37;68;75;31;20;22;14;12;24
2020-05-22 08:00:00;47;27;19;46;38;69;56;30;18;33;28;14;19
2020-05-22 08:15:00;49;43;16;32;28;60;55;38;30;39;31;15;16
2020-05-22 08:30:00;60;40;14;45;27;81;65;40;34;34;30;18;13
2020-05-22 08:45:00;63;47;23;53;41;89;78;48;34;39;45;16;21
2020-05-22 09:00:00;68;47;20;53;30;78;71;54;45;49;27;11;18
2020-05-22 09:15:00;70;64;31;85;47;106;81;70;54;70;40;20;23
2020-05-22 09:30:00;83;66;24;90;45;102;91;72;47;72;50;28;23
2020-05-22 09:45:00;101;81;35;100;41;134;108;87;59;83;62;22;17
2020-05-22 10:00:00;74;69;30;100;38;105;95;77;49;77;56;31;28
2020-05-22 10:15:00;97;84;26;105;30;105;96;75;54;107;77;32;25
2020-05-22 10:30:00;95;86;37;112;41;109;91;77;56;104;73;35;35
2020-05-22 10:45:00;95;87;37;84;29;126;114;77;55;108;92;41;30
2020-05-22 11:00:00;87;73;23;87;32;101;85;65;59;110;72;28;25
2020-05-22 11:15:00;102;74;34;96;43;111;102;81;60;117;78;32;27
2020-05-22 11:30:00;102;91;26;92;42;123;90;72;63;106;78;26;27
2020-05-22 11:45:00;92;67;24;101;34;126;80;69;59;118;73;41;25
2020-05-22 12:00:00;98;82;21;85;31;108;84;87;70;121;75;35;20
2020-05-22 12:15:00;94;78;28;93;34;103;105;69;69;108;89;33;27
2020-05-22 12:30:00;101;92;28;88;39;92;74;74;57;122;82;32;24
2020-05-22 12:45:00;79;56;32;86;41;96;99;76;51;116;79;39;31
2020-05-22 13:00:00;82;75;29;77;41;102;82;61;51;111;63;27;29
2020-05-22 13:15:00;88;77;23;93;44;122;107;78;55;111;72;34;21
2020-05-22 13:30:00;97;82;23;87;43;107;89;73;55;107;88;37;20
2020-05-22 13:45:00;92;73;20;94;40;108;90;62;44;102;79;33;24
2020-05-22 14:00:00;92;73;24;79;34;96;90;67;62;108;69;36;26
2020-05-22 14:15:00;95;102;31;95;36;115;98;86;57;121;77;39;24
2020-05-22 14:30:00;88;74;23;81;49;110;90;73;58;116;83;37;20
2020-05-22 14:45:00;90;68;24;95;46;92;102;65;59;101;79;24;22
2020-05-22 15:00:00;84;72;24;70;33;96;65;71;50;93;72;35;24
2020-05-22 15:15:00;93;78;28;93;39;96;71;67;57;112;72;37;25
2020-05-22 15:30:00;83;74;32;87;43;107;80;75;60;107;78;33;32
2020-05-22 15:45:00;89;77;24;81;38;103;85;79;65;114;67;35;21
2020-05-22 16:00:00;90;60;30;53;36;97;79;65;42;106;78;28;27
2020-05-22 16:15:00;76;55;27;67;41;105;73;71;41;108;77;39;26
2020-05-22 16:30:00;83;69;22;72;59;86;72;81;61;92;58;29;20
2020-05-22 16:45:00;87;72;11;70;40;90;73;59;48;108;67;33;12
2020-05-22 17:00:00;74;55;25;68;29;89;61;57;38;94;70;23;23
2020-05-22 17:15:00;79;53;27;65;39;86;69;63;52;102;72;36;30
2020-05-22 17:30:00;71;53;18;63;31;78;75;62;45;104;79;37;18
2020-05-22 17:45:00;64;54;11;64;36;78;51;50;42;100;76;42;11
2020-05-22 18:00:00;60;55;22;40;32;86;53;50;44;92;82;33;20
2020-05-22 18:15:00;59;49;20;38;38;75;50;39;29;90;76;31;20
2020-05-22 18:30:00;58;34;14;46;33;59;44;41;39;86;60;28;15
2020-05-22 18:45:00;42;24;14;29;31;77;47;42;29;74;54;19;13
2020-05-22 19:00:00;47;25;11;27;18;52;33;17;19;66;55;24;10
2020-05-22 19:15:00;26;17;9;27;22;53;34;23;20;51;49;27;9
2020-05-22 19:30:00;42;25;14;22;24;45;40;27;21;60;40;15;13
2020-05-22 19:45:00;44;25;7;11;21;50;34;24;18;41;42;18;9
2020-05-22 20:00:00;29;13;10;16;19;38;26;16;16;39;32;12;10
