DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-10-17 00:00:00;12;13;9;13;3;0;1;3;0;0;2
2019-10-17 00:15:00;8;10;7;18;12;1;0;2;0;1;2
2019-10-17 00:30:00;14;14;12;21;6;2;0;7;0;1;1
2019-10-17 00:45:00;17;23;12;6;4;4;1;2;0;3;1
2019-10-17 01:00:00;10;10;9;15;9;1;1;3;0;4;3
2019-10-17 01:15:00;7;8;5;10;3;0;1;1;0;0;2
2019-10-17 01:30:00;14;15;8;3;3;1;0;0;0;0;0
2019-10-17 01:45:00;8;9;4;1;2;2;0;1;0;0;0
2019-10-17 02:00:00;7;9;3;7;2;1;0;1;0;0;0
2019-10-17 02:15:00;6;6;6;7;0;2;0;0;0;0;0
2019-10-17 02:30:00;11;11;4;6;1;0;0;1;0;0;0
2019-10-17 02:45:00;6;10;3;7;2;1;1;1;0;1;1
2019-10-17 03:00:00;7;9;5;11;5;3;1;1;0;0;2
2019-10-17 03:15:00;7;8;5;4;2;0;0;2;0;1;1
2019-10-17 03:30:00;6;6;5;6;7;1;0;0;0;0;0
2019-10-17 03:45:00;7;11;3;6;3;2;0;2;0;1;0
2019-10-17 04:00:00;9;10;7;10;3;2;0;2;0;2;0
2019-10-17 04:15:00;22;26;14;10;7;1;1;2;0;1;3
2019-10-17 04:30:00;31;34;19;6;11;1;1;2;0;4;6
2019-10-17 04:45:00;42;43;23;9;10;8;1;9;0;7;7
2019-10-17 05:00:00;56;63;50;20;15;16;3;11;0;11;14
2019-10-17 05:15:00;77;82;71;28;17;21;5;14;0;17;22
2019-10-17 05:30:00;88;103;86;47;36;24;6;33;0;21;26
2019-10-17 05:45:00;98;112;87;45;41;17;9;33;0;11;23
2019-10-17 06:00:00;93;122;75;69;59;16;3;41;0;19;26
2019-10-17 06:15:00;118;146;124;73;55;18;12;35;0;24;36
2019-10-17 06:30:00;135;163;129;99;68;38;23;24;0;23;43
2019-10-17 06:45:00;176;194;169;107;88;55;15;36;0;32;55
2019-10-17 07:00:00;170;197;158;125;104;46;17;38;0;27;48
2019-10-17 07:15:00;151;180;155;134;96;64;40;38;0;38;61
2019-10-17 07:30:00;158;181;159;145;116;74;72;46;0;46;66
2019-10-17 07:45:00;146;184;153;145;107;70;52;39;0;45;65
2019-10-17 08:00:00;134;167;145;133;116;44;23;35;0;41;54
2019-10-17 08:15:00;115;146;121;105;82;45;23;34;0;35;51
