DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-08-27 00:00:00;7;15;0;0;0;1;1;5;6;1;3;12;8;4;3;0;0
2019-08-27 00:15:00;6;18;0;2;1;1;1;10;10;4;2;3;7;5;4;3;0
2019-08-27 00:30:00;8;11;0;1;1;1;0;8;8;3;2;3;8;7;4;2;0
2019-08-27 00:45:00;5;10;0;1;0;3;1;8;4;6;0;13;9;4;0;2;0
2019-08-27 01:00:00;8;9;0;0;0;0;0;3;9;3;0;10;8;5;0;1;0
2019-08-27 01:15:00;5;7;0;0;0;0;0;7;7;3;0;3;9;2;0;0;0
2019-08-27 01:30:00;9;8;0;1;0;1;0;5;7;4;0;4;2;1;1;1;0
2019-08-27 01:45:00;6;5;0;1;0;0;0;2;2;0;0;0;4;4;2;0;0
2019-08-27 02:00:00;6;11;0;0;0;0;0;3;4;3;1;1;2;1;0;0;0
2019-08-27 02:15:00;9;7;0;0;0;0;0;2;0;1;0;5;8;3;0;0;0
2019-08-27 02:30:00;5;9;0;0;0;0;0;4;0;2;2;1;2;0;0;0;0
2019-08-27 02:45:00;4;10;0;0;0;0;0;1;3;0;0;5;7;3;0;1;0
2019-08-27 03:00:00;6;6;0;0;0;0;0;4;3;3;0;5;3;2;0;0;0
2019-08-27 03:15:00;7;2;0;0;0;0;0;5;3;5;2;4;6;1;0;0;0
2019-08-27 03:30:00;8;5;0;2;0;0;0;2;2;0;0;5;5;1;0;3;0
2019-08-27 03:45:00;8;5;0;0;0;1;1;3;3;1;0;3;5;1;0;1;0
2019-08-27 04:00:00;11;13;0;0;0;1;0;4;4;4;1;5;6;1;0;0;0
2019-08-27 04:15:00;6;10;0;0;0;0;0;2;4;7;1;4;4;1;0;0;0
2019-08-27 04:30:00;14;16;0;1;0;3;0;7;10;5;2;6;6;1;1;3;0
2019-08-27 04:45:00;14;20;0;0;0;0;0;4;11;9;6;10;9;1;2;0;0
2019-08-27 05:00:00;26;28;0;1;0;0;0;12;19;6;7;9;12;2;8;0;0
2019-08-27 05:15:00;33;43;0;0;0;1;0;14;17;9;6;22;11;4;2;1;0
