DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-11-01 00:00:00;1;2;6;3;5;18;12;2;6;12;13;9;26;36;18;3;0;0;24;0;0;0;0;0
2019-11-01 00:15:00;6;9;13;7;5;22;23;6;11;7;10;2;26;38;20;2;0;1;30;0;0;0;0;0
2019-11-01 00:30:00;2;8;12;6;2;16;11;5;8;10;14;8;26;43;26;1;0;0;30;0;0;0;0;0
2019-11-01 00:45:00;5;7;11;3;3;10;16;8;11;7;10;4;19;26;14;4;1;0;30;0;0;0;0;0
2019-11-01 01:00:00;7;5;12;8;5;13;7;4;8;11;11;4;15;34;22;2;0;0;35;0;0;0;0;0
2019-11-01 01:15:00;7;7;10;2;7;16;9;5;8;10;8;4;20;31;13;0;0;2;39;0;0;0;0;0
2019-11-01 01:30:00;9;5;5;5;8;17;8;5;9;10;19;7;15;34;19;2;0;1;39;0;0;0;0;0
2019-11-01 01:45:00;3;8;10;1;5;13;7;3;8;7;8;1;23;36;19;2;0;0;36;0;0;0;0;0
2019-11-01 02:00:00;10;7;9;5;3;11;16;5;12;9;8;2;16;27;14;2;0;0;39;0;0;0;0;0
2019-11-01 02:15:00;3;6;8;2;0;6;8;1;5;8;8;4;23;38;23;2;0;0;39;0;0;0;0;0
2019-11-01 02:30:00;4;4;13;6;2;7;7;2;3;15;11;7;18;35;20;0;0;1;39;0;0;0;0;0
2019-11-01 02:45:00;3;5;10;8;6;11;7;1;4;4;6;1;11;18;9;2;0;1;39;0;0;0;0;0
2019-11-01 03:00:00;1;6;9;5;3;14;6;3;6;9;8;3;7;12;9;3;0;0;39;0;0;0;0;0
2019-11-01 03:15:00;4;7;8;10;4;15;8;4;7;8;7;1;14;21;9;3;0;0;39;0;0;0;0;0
2019-11-01 03:30:00;4;6;4;6;6;12;9;3;4;13;9;2;10;19;12;0;0;2;36;0;0;0;0;0
2019-11-01 03:45:00;2;5;7;3;4;12;7;2;2;5;0;4;13;23;17;3;0;0;39;0;0;0;0;0
2019-11-01 04:00:00;2;7;6;3;3;9;5;5;2;7;3;1;7;18;14;0;0;0;39;0;0;0;0;0
2019-11-01 04:15:00;2;2;1;2;1;4;6;2;3;6;5;2;3;14;12;2;0;2;39;0;0;0;0;0
2019-11-01 04:30:00;2;4;5;2;1;4;4;3;1;7;5;0;8;17;12;2;0;1;42;0;0;0;0;0
2019-11-01 04:45:00;0;0;2;0;1;5;2;2;2;7;4;3;6;14;12;2;0;1;36;0;0;0;0;0
2019-11-01 05:00:00;3;4;3;2;0;5;3;1;4;2;4;4;12;18;9;1;0;0;30;0;0;0;0;0
2019-11-01 05:15:00;2;4;2;2;3;10;4;2;7;4;4;2;7;17;11;4;0;0;30;0;0;0;0;0
2019-11-01 05:30:00;3;3;6;4;2;12;12;6;10;5;10;5;11;18;10;1;0;0;27;0;0;0;0;0
2019-11-01 05:45:00;2;3;2;2;1;14;10;9;12;6;8;3;32;42;18;1;0;1;30;0;0;0;0;0
2019-11-01 06:00:00;1;0;5;3;2;10;12;12;11;2;9;5;40;57;27;0;0;0;30;0;0;0;0;0
2019-11-01 06:15:00;0;2;5;1;1;9;3;7;12;9;12;9;33;44;15;1;0;0;30;0;0;0;0;0
2019-11-01 06:30:00;0;2;4;4;3;10;6;2;6;3;8;7;21;35;16;0;0;0;27;0;0;0;0;0
2019-11-01 06:45:00;2;1;3;1;2;9;4;7;7;3;5;4;16;25;9;0;0;0;30;0;0;0;0;0
2019-11-01 07:00:00;0;3;3;1;2;10;7;5;6;5;7;9;18;35;23;0;0;0;30;0;0;0;0;0
2019-11-01 07:15:00;1;4;7;4;0;9;6;8;8;6;17;7;19;30;13;1;0;0;30;0;0;0;0;0
2019-11-01 07:30:00;1;4;5;1;2;5;7;5;9;6;8;9;23;35;23;4;0;0;27;0;0;0;0;0
2019-11-01 07:45:00;5;2;2;1;5;16;10;10;12;11;19;7;13;40;34;2;0;0;30;0;0;0;0;0
2019-11-01 08:00:00;3;4;8;6;3;15;10;10;13;4;15;9;27;52;33;3;0;0;30;0;0;0;0;0
2019-11-01 08:15:00;2;2;1;2;4;15;12;12;9;4;24;16;32;56;36;3;0;1;29;0;0;0;0;0
2019-11-01 08:30:00;9;6;11;1;4;17;12;10;11;7;21;16;29;53;35;2;0;0;30;0;0;0;0;0
2019-11-01 08:45:00;3;3;4;3;5;28;17;21;17;10;29;19;36;80;58;5;0;1;30;0;0;0;0;0
2019-11-01 09:00:00;4;6;9;6;5;27;22;11;15;7;35;20;42;82;51;2;0;0;30;0;0;0;0;0
2019-11-01 09:15:00;6;11;8;14;8;25;26;15;18;17;40;24;35;66;55;9;0;0;30;0;0;0;0;0
2019-11-01 09:30:00;1;7;10;9;11;27;15;16;17;10;22;19;49;71;50;4;0;0;27;0;0;0;0;0
2019-11-01 09:45:00;4;5;10;10;20;38;36;25;21;21;34;25;55;89;77;9;0;0;30;0;0;0;0;0
2019-11-01 10:00:00;5;6;13;12;13;42;42;21;27;17;47;33;47;74;64;9;0;0;30;0;0;0;0;0
