DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-10-02 00:00:00;2;6;2;3;0;7;2;1;8;1;0;0;0;0;0;0;0
2020-10-02 00:15:00;0;2;0;0;0;8;0;0;10;0;0;0;0;0;0;0;0
2020-10-02 00:30:00;1;6;3;0;0;5;0;0;4;1;0;0;0;0;0;0;0
2020-10-02 00:45:00;0;2;1;1;1;3;1;0;5;1;0;0;0;0;0;0;0
2020-10-02 01:00:00;1;3;2;1;1;2;4;2;3;1;0;0;0;0;0;0;0
2020-10-02 01:15:00;0;5;0;0;0;3;0;0;4;2;0;0;0;0;0;0;0
2020-10-02 01:30:00;1;3;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-10-02 01:45:00;1;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-10-02 02:00:00;0;1;3;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-10-02 02:15:00;1;3;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0
2020-10-02 02:30:00;0;6;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-10-02 02:45:00;0;4;0;1;0;2;1;0;4;0;0;0;0;0;0;0;0
2020-10-02 03:00:00;0;3;3;0;0;5;0;0;4;2;0;0;0;0;0;0;0
2020-10-02 03:15:00;0;3;3;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-10-02 03:30:00;2;8;1;0;0;6;0;0;5;2;1;1;0;0;0;0;0
2020-10-02 03:45:00;4;6;1;0;0;2;0;0;2;0;0;0;1;0;0;0;0
2020-10-02 04:00:00;0;5;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-10-02 04:15:00;3;4;0;0;0;7;0;0;7;0;1;3;0;0;0;0;0
2020-10-02 04:30:00;2;12;3;0;0;6;0;0;6;0;0;3;0;0;0;0;0
2020-10-02 04:45:00;5;14;4;0;0;2;0;0;2;0;0;2;0;0;0;0;0
2020-10-02 05:00:00;8;20;5;0;0;6;0;0;7;2;0;1;0;0;0;0;0
2020-10-02 05:15:00;4;22;6;0;0;11;2;0;13;1;1;4;0;0;0;0;0
2020-10-02 05:30:00;5;32;16;1;1;16;1;0;18;1;3;4;0;0;0;0;0
2020-10-02 05:45:00;14;28;22;3;0;30;3;0;28;4;2;2;0;0;0;0;0
2020-10-02 06:00:00;11;41;12;3;1;34;3;0;38;4;5;6;0;0;0;0;0
2020-10-02 06:15:00;7;25;16;1;2;56;3;0;59;2;1;6;0;0;0;0;0
2020-10-02 06:30:00;5;47;26;3;3;75;2;2;76;7;3;2;0;0;0;0;0
2020-10-02 06:45:00;9;65;33;4;5;102;6;2;107;4;5;7;0;0;0;0;0
2020-10-02 07:00:00;5;56;50;6;0;127;7;0;120;7;10;10;0;0;0;0;0
2020-10-02 07:15:00;7;54;37;6;4;133;6;3;138;10;4;6;0;0;0;0;0
2020-10-02 07:30:00;6;71;59;24;4;142;4;2;140;7;6;8;0;0;0;0;0
2020-10-02 07:45:00;11;61;44;6;4;113;6;2;107;8;11;11;2;0;0;0;0
2020-10-02 08:00:00;11;58;38;6;3;77;5;0;72;6;10;11;0;0;0;0;0
2020-10-02 08:15:00;8;55;43;3;1;75;5;1;71;5;2;5;0;0;0;0;0
2020-10-02 08:30:00;7;53;37;4;2;84;5;1;86;3;5;9;0;0;0;0;0
2020-10-02 08:45:00;8;56;39;4;2;79;6;1;77;8;4;6;0;0;0;0;0
2020-10-02 09:00:00;7;51;40;5;5;69;4;1;74;6;8;11;0;0;0;0;0
2020-10-02 09:15:00;10;67;52;5;2;63;5;1;63;4;12;17;2;0;0;0;0
2020-10-02 09:30:00;12;73;50;2;2;70;2;2;66;5;11;13;0;0;0;0;0
2020-10-02 09:45:00;6;57;46;5;4;96;7;1;93;9;3;6;0;0;0;0;0
2020-10-02 10:00:00;14;57;49;2;2;58;0;1;60;2;3;9;1;0;0;0;0
