DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-10-06 00:00:00;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-10-06 00:15:00;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-06 00:30:00;2;3;0;3;2;2;0;2;1;0;0;0;0;0;0
2020-10-06 00:45:00;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-10-06 01:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-06 01:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-06 01:30:00;5;1;0;1;1;4;0;0;0;0;0;0;0;0;0
2020-10-06 01:45:00;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-06 02:00:00;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-10-06 02:15:00;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-10-06 02:30:00;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-10-06 02:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-06 03:00:00;3;0;0;0;0;1;0;2;2;0;0;0;0;0;0
2020-10-06 03:15:00;3;3;0;3;2;2;0;2;1;0;0;0;0;0;0
2020-10-06 03:30:00;1;2;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-10-06 03:45:00;1;1;0;1;1;2;0;1;1;0;0;0;0;0;0
2020-10-06 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-06 04:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-06 04:30:00;4;2;0;2;2;2;0;1;1;0;0;0;0;0;0
2020-10-06 04:45:00;5;1;0;1;1;6;0;5;5;0;0;0;0;0;0
2020-10-06 05:00:00;6;8;0;5;6;10;0;3;4;0;0;0;0;0;0
2020-10-06 05:15:00;31;15;0;12;12;16;0;9;10;0;0;0;0;0;0
2020-10-06 05:30:00;31;19;0;18;18;20;0;16;12;0;0;0;0;0;0
2020-10-06 05:45:00;33;18;0;15;17;19;0;8;5;0;0;0;0;0;0
2020-10-06 06:00:00;48;30;1;23;22;27;0;11;9;0;0;0;0;0;0
2020-10-06 06:15:00;36;23;1;22;21;34;0;11;10;0;0;0;0;0;0
2020-10-06 06:30:00;56;30;4;23;30;35;0;24;14;0;0;0;0;0;0
2020-10-06 06:45:00;52;35;1;27;30;26;0;11;13;0;0;0;0;0;0
2020-10-06 07:00:00;41;50;3;43;31;36;0;17;14;0;0;0;1;0;0
2020-10-06 07:15:00;47;63;1;53;26;57;0;31;21;2;1;1;0;0;0
2020-10-06 07:30:00;56;66;2;61;30;50;0;30;28;1;0;8;8;0;0
2020-10-06 07:45:00;74;76;4;75;38;43;0;23;20;0;0;0;0;0;0
2020-10-06 08:00:00;47;42;1;39;35;30;0;17;15;0;0;0;0;0;0
2020-10-06 08:15:00;50;52;4;47;36;23;0;14;12;1;0;0;0;0;0
2020-10-06 08:30:00;31;29;0;27;22;23;0;16;16;0;0;0;0;0;0
2020-10-06 08:45:00;54;33;0;31;26;24;0;12;13;0;0;0;0;0;0
2020-10-06 09:00:00;41;33;3;28;26;12;0;22;18;0;0;0;0;0;0
2020-10-06 09:15:00;43;37;0;33;29;17;0;22;19;0;0;0;0;0;0
2020-10-06 09:30:00;36;30;0;28;28;25;0;23;22;0;0;0;0;0;0
2020-10-06 09:45:00;52;43;1;42;36;27;0;17;15;0;0;0;0;0;0
2020-10-06 10:00:00;54;32;2;30;33;11;0;15;13;0;0;0;0;0;0
2020-10-06 10:15:00;49;33;5;31;29;17;0;15;14;0;0;0;0;0;0
2020-10-06 10:30:00;38;30;9;23;29;22;0;14;12;0;0;0;0;0;0
2020-10-06 10:45:00;56;45;1;42;36;24;0;18;15;0;0;0;0;0;0
2020-10-06 11:00:00;67;30;1;27;25;22;0;14;12;0;0;0;0;0;0
2020-10-06 11:15:00;64;41;0;38;28;21;0;19;14;1;0;0;0;0;0
2020-10-06 11:30:00;55;29;0;25;26;16;0;13;14;0;0;0;0;0;0
2020-10-06 11:45:00;53;35;1;35;36;19;0;12;12;1;0;1;0;0;0
2020-10-06 12:00:00;57;38;0;31;38;17;0;13;14;0;0;0;2;0;0
2020-10-06 12:15:00;52;28;3;27;27;29;0;14;13;0;0;0;0;0;0
2020-10-06 12:30:00;49;29;2;27;27;12;0;17;14;1;0;1;1;0;0
2020-10-06 12:45:00;66;34;3;34;30;19;0;18;15;0;1;0;0;0;0
2020-10-06 13:00:00;57;38;3;32;27;16;0;17;17;0;0;1;2;0;0
2020-10-06 13:15:00;63;44;3;43;30;34;0;21;13;0;1;2;0;0;0
2020-10-06 13:30:00;71;37;0;34;31;29;0;16;15;0;0;0;0;0;0
2020-10-06 13:45:00;54;34;3;26;23;24;0;15;13;0;0;0;0;0;0
2020-10-06 14:00:00;71;37;4;32;25;32;0;11;11;0;0;0;0;0;0
2020-10-06 14:15:00;64;40;1;38;34;33;0;12;10;0;0;0;0;0;0
2020-10-06 14:30:00;69;56;0;51;44;29;0;30;23;0;1;0;0;0;0
2020-10-06 14:45:00;72;54;0;48;36;26;0;23;19;1;0;2;0;0;0
2020-10-06 15:00:00;76;56;2;47;30;32;0;20;20;0;0;1;0;0;0
2020-10-06 15:15:00;70;37;2;36;27;24;0;17;15;0;0;0;1;1;0
2020-10-06 15:30:00;71;49;2;45;34;30;0;19;17;0;0;0;0;0;0
2020-10-06 15:45:00;75;59;2;48;28;33;0;14;13;0;0;0;0;0;0
2020-10-06 16:00:00;83;59;1;52;42;27;0;21;15;0;0;1;0;0;0
2020-10-06 16:15:00;90;53;1;49;39;31;0;21;19;0;0;0;0;0;0
2020-10-06 16:30:00;83;51;3;46;37;39;0;18;16;0;0;0;0;0;0
2020-10-06 16:45:00;81;73;1;63;45;42;0;29;20;0;2;0;0;0;0
2020-10-06 17:00:00;93;50;3;46;35;25;0;21;22;0;0;0;0;0;0
2020-10-06 17:15:00;76;46;1;40;32;29;0;17;18;0;0;0;0;0;0
2020-10-06 17:30:00;74;52;2;44;42;20;0;11;12;0;0;0;0;0;1
2020-10-06 17:45:00;71;43;1;39;29;24;0;17;15;0;0;0;0;0;0
2020-10-06 18:00:00;64;47;0;45;42;17;0;18;15;0;0;0;0;0;0
2020-10-06 18:15:00;63;32;0;30;29;22;0;15;13;0;0;0;0;0;0
2020-10-06 18:30:00;70;40;0;33;21;28;0;16;13;0;4;0;0;0;0
2020-10-06 18:45:00;63;30;0;29;26;10;0;13;11;0;0;0;0;0;0
2020-10-06 19:00:00;47;25;0;23;23;19;0;10;9;0;0;0;0;0;0
2020-10-06 19:15:00;45;29;0;21;28;13;0;10;9;1;0;1;0;0;0
2020-10-06 19:30:00;50;22;0;18;17;18;0;15;15;0;0;0;0;0;0
2020-10-06 19:45:00;28;19;0;16;18;14;0;4;5;0;0;1;0;0;0
2020-10-06 20:00:00;29;15;1;12;11;10;0;6;5;0;0;0;0;0;0
2020-10-06 20:15:00;28;18;0;16;15;13;0;5;5;0;0;0;0;0;1
2020-10-06 20:30:00;21;14;0;10;10;17;0;4;5;0;0;0;0;0;0
2020-10-06 20:45:00;24;13;1;13;13;5;0;5;5;0;0;0;0;0;0
2020-10-06 21:00:00;28;13;0;10;10;10;0;12;9;0;0;0;0;0;0
2020-10-06 21:15:00;27;25;1;22;16;13;0;5;4;0;0;0;0;0;0
2020-10-06 21:30:00;22;10;0;8;9;13;0;7;7;0;0;0;0;0;0
2020-10-06 21:45:00;23;11;0;9;11;8;0;5;4;0;0;0;0;0;0
2020-10-06 22:00:00;24;10;0;9;10;12;0;2;2;0;0;0;0;0;0
2020-10-06 22:15:00;16;8;0;5;5;7;0;3;3;0;0;0;0;0;0
2020-10-06 22:30:00;16;8;0;6;6;8;0;1;1;0;0;0;0;0;0
2020-10-06 22:45:00;16;4;0;4;4;6;0;2;3;0;0;0;0;0;0
2020-10-06 23:00:00;12;9;0;6;6;5;0;1;1;0;0;0;0;0;0
2020-10-06 23:15:00;9;4;0;3;3;4;0;1;1;0;0;0;0;0;0
2020-10-06 23:30:00;6;5;0;4;4;2;0;1;1;0;0;0;0;0;0
