DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-03-29 00:00:00;1;1;0;4;2;0;0;0;0;0;0;0;0
2020-03-29 00:15:00;0;2;3;5;4;0;0;0;0;0;0;0;0
2020-03-29 00:30:00;4;6;4;8;5;0;0;0;0;0;0;0;0
2020-03-29 00:45:00;1;1;1;4;1;0;0;0;0;0;0;0;0
2020-03-29 01:00:00;1;3;2;4;3;1;0;0;0;0;0;0;0
2020-03-29 01:15:00;0;4;2;1;0;1;0;0;0;0;0;0;0
2020-03-29 01:30:00;0;1;1;3;4;0;0;0;0;0;0;0;0
2020-03-29 01:45:00;0;2;2;6;4;0;0;0;0;0;0;0;0
2020-03-29 03:00:00;0;2;3;3;1;0;0;0;0;0;0;0;0
2020-03-29 03:15:00;0;1;1;2;5;0;0;0;0;0;0;0;0
2020-03-29 03:30:00;1;0;1;1;2;0;0;0;0;0;0;0;0
2020-03-29 03:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-03-29 04:00:00;0;1;2;0;1;0;0;0;0;0;0;0;0
2020-03-29 04:15:00;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-03-29 04:30:00;2;3;0;1;3;0;0;0;0;0;0;0;0
2020-03-29 04:45:00;1;1;1;5;3;0;0;0;0;0;0;0;0
2020-03-29 05:00:00;1;1;3;5;4;0;0;0;0;0;0;0;0
2020-03-29 05:15:00;2;2;1;6;4;0;0;0;0;0;0;0;0
2020-03-29 05:30:00;2;2;1;6;4;0;0;0;0;0;0;0;0
2020-03-29 05:45:00;1;4;3;10;4;0;0;0;0;0;0;0;0
2020-03-29 06:00:00;2;5;3;5;2;0;0;0;0;0;0;0;0
2020-03-29 06:15:00;0;1;3;1;3;0;0;0;0;0;0;0;0
2020-03-29 06:30:00;0;2;3;6;3;0;0;0;0;0;0;0;0
2020-03-29 06:45:00;0;6;1;5;2;1;0;0;0;0;0;0;0
2020-03-29 07:00:00;3;6;1;2;5;0;0;0;0;0;0;0;0
2020-03-29 07:15:00;3;2;4;8;6;0;0;0;0;0;0;0;0
2020-03-29 07:30:00;2;4;2;6;4;0;0;0;0;0;0;0;0
2020-03-29 07:45:00;3;3;1;9;6;0;0;0;0;0;0;0;0
2020-03-29 08:00:00;2;2;3;10;5;1;0;0;0;0;0;0;0
2020-03-29 08:15:00;6;8;3;7;7;2;0;1;0;0;0;0;0
2020-03-29 08:30:00;5;9;1;10;4;1;0;0;0;0;0;0;0
2020-03-29 08:45:00;3;8;5;13;10;0;0;0;0;0;0;0;0
2020-03-29 09:00:00;3;7;3;8;3;0;0;0;0;0;0;0;0
2020-03-29 09:15:00;0;7;2;8;5;2;0;0;0;0;0;0;0
2020-03-29 09:30:00;5;10;6;11;8;0;0;0;0;0;0;0;2
2020-03-29 09:45:00;3;7;5;14;5;2;0;0;8;0;0;0;0
2020-03-29 10:00:00;8;14;7;12;10;2;0;0;5;0;0;0;0
2020-03-29 10:15:00;12;18;10;22;16;4;0;0;1;1;0;0;1
2020-03-29 10:30:00;12;11;9;21;9;3;0;0;1;0;0;0;0
2020-03-29 10:45:00;7;12;14;18;13;4;0;0;8;0;0;0;0
2020-03-29 11:00:00;8;12;8;19;8;6;0;0;0;0;0;0;0
2020-03-29 11:15:00;10;13;15;19;14;3;0;0;4;0;0;1;0
2020-03-29 11:30:00;9;13;11;31;15;3;0;0;0;0;0;0;0
2020-03-29 11:45:00;9;19;13;26;9;4;0;0;2;0;0;0;0
2020-03-29 12:00:00;8;23;6;18;17;3;0;0;0;1;0;0;0
2020-03-29 12:15:00;13;13;8;27;20;1;0;0;0;0;0;0;0
2020-03-29 12:30:00;12;13;11;30;26;3;0;0;2;0;0;0;0
2020-03-29 12:45:00;14;26;13;22;19;4;0;1;0;0;0;0;0
2020-03-29 13:00:00;6;11;14;27;23;2;0;0;0;0;0;0;0
2020-03-29 13:15:00;15;18;12;20;14;3;0;0;2;0;0;0;0
2020-03-29 13:30:00;10;16;14;29;24;2;0;0;0;0;0;0;0
2020-03-29 13:45:00;14;19;18;34;24;3;0;0;3;0;0;0;0
2020-03-29 14:00:00;15;25;16;28;10;6;0;1;0;0;0;0;0
2020-03-29 14:15:00;6;21;16;25;16;4;0;0;6;0;0;0;0
