DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-03-10 00:00:00;1;3;0;0;0;1;0;0;0;0;0;0;0;0
2020-03-10 00:15:00;2;7;2;2;0;0;0;0;3;0;0;0;0;0
2020-03-10 00:30:00;2;3;1;1;0;1;0;2;8;0;0;0;0;0
2020-03-10 00:45:00;0;2;1;2;0;0;0;0;2;0;0;0;0;0
2020-03-10 01:00:00;4;7;0;1;0;0;1;3;4;0;0;0;0;0
2020-03-10 01:15:00;1;3;3;3;0;0;0;2;5;0;0;0;0;0
2020-03-10 01:30:00;1;3;0;1;0;0;0;3;9;0;0;0;0;0
2020-03-10 01:45:00;3;4;0;1;0;0;0;1;3;0;0;0;0;0
2020-03-10 02:00:00;3;4;0;0;0;0;0;1;1;0;0;0;0;0
2020-03-10 02:15:00;0;0;0;2;0;0;0;4;10;0;0;0;0;0
2020-03-10 02:30:00;2;3;0;1;0;0;0;4;3;0;0;0;0;0
2020-03-10 02:45:00;1;2;0;1;0;0;0;3;4;0;0;0;0;0
2020-03-10 03:00:00;1;3;0;0;0;0;0;2;3;0;0;0;0;0
2020-03-10 03:15:00;1;2;0;0;0;0;0;2;7;0;0;0;0;0
2020-03-10 03:30:00;3;8;0;0;0;0;0;1;4;0;0;0;0;0
2020-03-10 03:45:00;1;4;2;3;0;0;0;6;8;0;0;0;0;0
2020-03-10 04:00:00;9;18;1;1;0;0;0;2;5;0;0;0;0;0
2020-03-10 04:15:00;5;7;1;2;1;0;0;4;7;0;0;0;0;0
2020-03-10 04:30:00;5;5;1;2;1;0;0;4;12;0;0;0;0;0
2020-03-10 04:45:00;4;1;2;2;4;0;0;19;33;0;0;0;0;0
2020-03-10 05:00:00;7;13;50;13;7;0;0;45;68;7;0;0;2;0
2020-03-10 05:15:00;5;12;28;26;11;0;0;76;160;2;0;0;2;0
2020-03-10 05:30:00;21;38;9;18;21;0;4;91;138;0;0;0;3;4
2020-03-10 05:45:00;59;110;28;24;14;5;13;71;82;1;0;0;2;0
