DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-02-13 00:00:00;12;14;5;0;0;0;0;0
2020-02-13 00:15:00;10;13;7;0;0;0;0;0
2020-02-13 00:30:00;6;11;10;0;0;0;0;0
2020-02-13 00:45:00;10;5;4;0;0;0;0;0
2020-02-13 01:00:00;8;8;8;0;0;0;0;0
2020-02-13 01:15:00;4;6;3;0;0;0;0;0
2020-02-13 01:30:00;4;3;9;0;0;0;0;0
2020-02-13 01:45:00;9;8;9;0;0;0;0;0
2020-02-13 02:00:00;8;6;9;0;0;0;0;0
2020-02-13 02:15:00;3;7;3;0;0;0;0;0
2020-02-13 02:30:00;3;9;6;0;0;0;0;0
2020-02-13 02:45:00;5;10;7;0;0;0;0;0
2020-02-13 03:00:00;4;4;3;0;0;0;0;0
2020-02-13 03:15:00;6;8;9;0;0;0;0;0
2020-02-13 03:30:00;9;11;6;0;0;0;0;0
2020-02-13 03:45:00;8;11;10;0;0;0;0;0
2020-02-13 04:00:00;10;11;7;0;0;0;0;0
2020-02-13 04:15:00;7;7;11;0;0;0;0;0
2020-02-13 04:30:00;11;16;11;0;0;0;0;0
2020-02-13 04:45:00;10;29;25;0;0;0;0;0
2020-02-13 05:00:00;27;38;58;0;0;0;0;0
2020-02-13 05:15:00;34;64;113;0;0;0;0;0
2020-02-13 05:30:00;53;78;112;0;0;0;0;0
2020-02-13 05:45:00;89;121;86;0;9;0;0;14
2020-02-13 06:00:00;126;139;74;0;0;4;0;0
2020-02-13 06:15:00;103;161;72;0;4;0;0;5
2020-02-13 06:30:00;79;168;104;0;0;3;3;0
2020-02-13 06:45:00;56;172;95;0;1;3;1;5
2020-02-13 07:00:00;50;121;89;0;10;0;13;0
2020-02-13 07:15:00;82;145;80;0;5;5;11;0
2020-02-13 07:30:00;74;190;108;0;4;7;30;5
2020-02-13 07:45:00;105;177;119;0;2;4;8;3
2020-02-13 08:00:00;87;171;104;0;21;0;23;5
2020-02-13 08:15:00;89;170;105;0;3;6;9;1
2020-02-13 08:30:00;67;153;107;0;8;1;5;5
2020-02-13 08:45:00;86;133;74;0;17;5;1;5
2020-02-13 09:00:00;59;129;68;0;3;0;10;2
2020-02-13 09:15:00;72;133;83;0;3;7;8;5
2020-02-13 09:30:00;57;125;75;0;2;1;4;10
2020-02-13 09:45:00;56;120;72;0;3;13;4;8
2020-02-13 10:00:00;90;126;72;0;8;1;0;4
2020-02-13 10:15:00;82;134;77;0;6;4;10;7
2020-02-13 10:30:00;69;154;77;0;0;10;6;2
2020-02-13 10:45:00;73;168;71;0;1;1;1;0
2020-02-13 11:00:00;67;138;81;0;11;3;0;8
2020-02-13 11:15:00;76;141;67;0;4;15;6;3
2020-02-13 11:30:00;78;177;73;0;5;2;10;3
2020-02-13 11:45:00;77;157;80;0;6;2;0;4
2020-02-13 12:00:00;90;145;71;0;22;0;0;4
2020-02-13 12:15:00;83;168;79;0;18;6;3;1
2020-02-13 12:30:00;76;152;66;0;24;17;9;17
2020-02-13 12:45:00;75;147;79;0;7;11;14;2
2020-02-13 13:00:00;105;175;92;0;21;0;6;30
2020-02-13 13:15:00;90;160;133;0;19;21;15;16
2020-02-13 13:30:00;90;158;106;0;9;9;11;1
2020-02-13 13:45:00;116;183;115;0;12;1;7;2
2020-02-13 14:00:00;141;180;94;0;31;2;9;13
2020-02-13 14:15:00;184;237;106;0;27;2;22;5
2020-02-13 14:30:00;151;213;86;0;8;1;6;37
2020-02-13 14:45:00;140;190;83;0;2;35;18;1
2020-02-13 15:00:00;139;211;92;0;28;0;7;30
2020-02-13 15:15:00;158;235;87;0;7;3;22;11
2020-02-13 15:30:00;165;234;112;0;10;10;37;13
2020-02-13 15:45:00;136;251;101;0;24;6;9;16
2020-02-13 16:00:00;156;237;90;0;13;1;23;7
2020-02-13 16:15:00;146;243;98;0;28;0;6;8
2020-02-13 16:30:00;143;237;85;0;8;11;25;11
2020-02-13 16:45:00;136;269;77;0;13;15;14;6
2020-02-13 17:00:00;131;252;87;0;44;1;3;21
2020-02-13 17:15:00;133;225;107;0;13;9;11;2
2020-02-13 17:30:00;106;229;84;0;12;2;0;17
2020-02-13 17:45:00;128;254;86;0;19;3;23;4
2020-02-13 18:00:00;117;237;97;0;22;14;31;28
2020-02-13 18:15:00;93;225;86;0;9;0;3;0
2020-02-13 18:30:00;67;178;78;0;1;7;23;0
2020-02-13 18:45:00;70;168;57;0;21;2;7;8
2020-02-13 19:00:00;52;143;62;0;4;1;0;1
2020-02-13 19:15:00;52;141;44;0;11;1;8;0
2020-02-13 19:30:00;44;129;63;0;2;3;14;0
2020-02-13 19:45:00;59;128;44;0;0;0;2;0
2020-02-13 20:00:00;52;144;42;0;6;4;7;3
2020-02-13 20:15:00;47;139;55;0;5;1;4;1
2020-02-13 20:30:00;54;77;55;0;0;0;0;0
2020-02-13 20:45:00;46;84;57;0;0;0;0;0
2020-02-13 21:00:00;37;78;56;0;0;0;0;0
2020-02-13 21:15:00;36;79;82;0;0;0;0;0
2020-02-13 21:30:00;37;62;58;0;0;0;3;0
2020-02-13 21:45:00;76;107;33;0;0;0;0;0
2020-02-13 22:00:00;125;110;38;0;1;0;0;0
2020-02-13 22:15:00;79;111;35;0;0;0;0;0
2020-02-13 22:30:00;56;72;26;0;0;0;0;0
2020-02-13 22:45:00;18;33;20;0;0;0;0;0
2020-02-13 23:00:00;23;47;20;0;0;2;0;0
2020-02-13 23:15:00;16;21;14;0;0;0;0;0
2020-02-13 23:30:00;10;20;17;0;0;0;0;0
2020-02-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
