DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-10-24 00:00:00;9;4;0;0;6;1;2;2;2;0;7;4;1;6;1;0;0
2019-10-24 00:15:00;13;6;0;0;14;4;2;2;0;0;13;6;4;19;4;0;0
2019-10-24 00:30:00;12;9;0;0;15;5;1;1;0;1;11;7;6;20;5;0;0
2019-10-24 00:45:00;9;6;1;0;11;3;3;3;2;0;8;6;3;14;3;0;0
2019-10-24 01:00:00;7;4;0;0;10;6;2;2;0;0;6;5;5;15;5;0;0
2019-10-24 01:15:00;12;5;0;0;10;2;5;4;0;0;11;5;3;10;2;0;0
2019-10-24 01:30:00;7;3;0;0;5;1;0;0;0;0;7;3;1;6;1;0;0
2019-10-24 01:45:00;8;1;0;0;7;5;0;0;0;0;8;1;5;12;5;0;0
2019-10-24 02:00:00;9;1;0;0;3;3;2;2;0;0;8;1;3;5;3;0;0
2019-10-24 02:15:00;8;4;0;0;8;5;2;2;2;0;8;4;5;12;5;0;0
2019-10-24 02:30:00;10;3;0;0;10;2;1;1;0;1;8;3;2;12;5;0;0
2019-10-24 02:45:00;6;6;0;0;7;1;1;1;0;0;3;5;0;8;0;0;0
2019-10-24 03:00:00;6;3;0;0;8;2;0;0;0;0;6;3;2;10;2;0;0
2019-10-24 03:15:00;5;2;0;0;4;2;0;0;0;0;6;2;1;6;1;0;0
2019-10-24 03:30:00;9;0;0;0;5;1;0;0;0;0;8;1;1;5;1;0;0
2019-10-24 03:45:00;10;3;1;0;7;0;1;1;0;3;9;2;0;8;0;0;0
2019-10-24 04:00:00;8;3;2;1;10;2;0;0;0;0;8;3;1;10;1;0;0
2019-10-24 04:15:00;17;4;1;2;8;2;0;0;0;0;16;4;1;6;1;0;0
2019-10-24 04:30:00;24;8;1;0;16;6;0;0;0;0;23;8;6;21;7;0;0
2019-10-24 04:45:00;28;7;0;1;27;8;2;3;2;3;26;7;8;32;9;0;0
2019-10-24 05:00:00;25;16;1;1;31;18;2;2;1;0;20;15;16;40;17;0;0
2019-10-24 05:15:00;38;30;0;0;36;22;0;0;0;4;30;30;21;56;21;0;0
2019-10-24 05:30:00;56;24;3;0;49;32;5;5;5;4;49;27;30;73;31;0;0
2019-10-24 05:45:00;86;52;4;1;60;42;5;5;4;7;79;53;41;91;41;0;0
2019-10-24 06:00:00;69;49;2;0;70;34;3;3;2;1;64;46;36;97;36;0;0
2019-10-24 06:15:00;96;73;1;0;84;59;5;6;3;2;87;73;62;123;61;0;0
2019-10-24 06:30:00;131;117;1;1;95;61;5;6;4;2;107;115;61;136;62;0;1
2019-10-24 06:45:00;140;167;1;0;115;82;12;12;5;2;125;169;89;174;86;0;3
2019-10-24 07:00:00;113;139;2;1;124;82;13;13;7;1;92;133;81;174;79;0;2
2019-10-24 07:15:00;145;151;1;3;128;117;17;15;9;5;123;161;115;211;116;0;34
2019-10-24 07:30:00;141;204;1;0;124;99;11;11;6;4;123;198;98;194;97;0;0
2019-10-24 07:45:00;193;265;1;0;114;68;23;25;11;3;165;271;67;158;64;0;5
2019-10-24 08:00:00;154;233;3;3;81;71;18;18;10;5;138;238;68;136;71;1;0
2019-10-24 08:15:00;132;203;1;0;105;75;22;23;6;2;106;216;76;162;74;0;0
2019-10-24 08:30:00;132;190;1;2;96;74;10;10;7;0;117;196;74;163;74;0;2
2019-10-24 08:45:00;128;196;1;2;91;66;12;13;7;4;111;200;72;138;70;0;0
2019-10-24 09:00:00;116;133;3;1;94;67;22;20;15;6;106;140;64;144;64;0;0
2019-10-24 09:15:00;106;114;3;2;105;74;18;18;4;2;86;113;77;159;76;0;0
2019-10-24 09:30:00;125;126;2;2;105;62;19;19;10;4;119;127;67;156;62;0;0
2019-10-24 09:45:00;112;120;3;1;124;81;10;10;8;4;106;123;85;183;79;0;3
2019-10-24 10:00:00;116;113;3;0;109;68;12;12;9;0;103;118;73;157;70;0;0
2019-10-24 10:15:00;115;136;2;2;118;79;17;16;11;5;99;144;84;176;85;0;0
2019-10-24 10:30:00;123;127;3;1;123;74;22;22;15;1;117;130;76;176;74;2;0
2019-10-24 10:45:00;102;130;2;0;120;83;14;15;6;3;87;138;85;185;83;2;0
2019-10-24 11:00:00;95;96;4;0;113;96;19;19;7;3;79;100;102;189;101;0;0
2019-10-24 11:15:00;127;126;0;2;123;96;16;16;7;3;111;135;102;189;101;0;3
2019-10-24 11:30:00;110;135;2;1;159;94;32;29;17;5;102;140;97;223;95;0;1
2019-10-24 11:45:00;118;144;1;5;153;107;22;24;8;3;111;150;114;229;114;1;0
2019-10-24 12:00:00;105;128;6;3;120;91;20;21;18;3;99;145;89;180;93;1;15
2019-10-24 12:15:00;119;161;1;1;147;119;17;17;5;2;108;170;120;233;120;2;2
2019-10-24 12:30:00;109;132;4;1;128;103;10;12;8;7;96;136;105;194;101;47;4
2019-10-24 12:45:00;127;134;2;3;158;104;17;18;12;4;117;141;113;222;110;4;0
2019-10-24 13:00:00;126;121;4;1;141;110;22;21;9;2;119;121;108;214;107;14;0
2019-10-24 13:15:00;119;114;3;1;155;127;19;23;13;8;109;112;134;242;129;1;0
2019-10-24 13:30:00;130;110;2;2;156;84;21;20;9;3;109;115;97;213;95;0;0
2019-10-24 13:45:00;120;132;2;0;147;94;23;23;14;0;118;133;98;216;93;0;4
2019-10-24 14:00:00;127;106;2;1;128;76;27;27;15;2;120;109;77;182;78;0;0
2019-10-24 14:15:00;135;132;2;2;146;103;17;17;8;1;122;138;108;213;108;3;0
2019-10-24 14:30:00;120;136;3;2;152;114;14;13;10;3;107;139;113;240;112;11;0
2019-10-24 14:45:00;127;129;0;2;139;121;24;25;14;0;122;136;125;215;125;4;0
2019-10-24 15:00:00;129;116;4;0;129;93;25;24;14;4;119;121;93;200;97;5;1
2019-10-24 15:15:00;122;146;1;0;165;113;22;23;7;3;116;146;118;252;118;0;7
2019-10-24 15:30:00;138;153;2;1;186;131;25;26;12;1;131;155;133;270;135;1;1
2019-10-24 15:45:00;137;148;1;1;173;139;27;28;15;1;133;139;143;264;142;1;0
2019-10-24 16:00:00;146;147;2;0;188;135;35;35;17;1;135;149;141;287;143;2;0
2019-10-24 16:15:00;154;137;5;2;213;151;36;37;17;2;140;143;154;302;153;0;0
