DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-06-09 00:00:00;6;0;4;2;0;0
2020-06-09 00:15:00;5;0;3;0;0;0
2020-06-09 00:30:00;3;0;7;0;0;0
2020-06-09 00:45:00;6;0;3;0;0;0
2020-06-09 01:00:00;3;0;3;0;0;0
2020-06-09 01:15:00;6;1;6;0;0;0
2020-06-09 01:30:00;5;0;3;0;0;0
2020-06-09 01:45:00;5;1;3;0;0;0
2020-06-09 02:00:00;1;0;3;0;0;0
2020-06-09 02:15:00;0;0;5;1;0;0
2020-06-09 02:30:00;1;0;0;0;0;0
2020-06-09 02:45:00;4;0;4;0;0;0
2020-06-09 03:00:00;5;0;4;1;0;0
2020-06-09 03:15:00;3;0;4;0;0;0
2020-06-09 03:30:00;3;0;3;0;0;0
2020-06-09 03:45:00;3;0;11;0;0;0
2020-06-09 04:00:00;3;0;7;0;0;0
2020-06-09 04:15:00;4;1;5;0;0;0
2020-06-09 04:30:00;6;0;11;0;0;0
2020-06-09 04:45:00;13;3;20;0;1;0
2020-06-09 05:00:00;14;11;76;2;3;4
2020-06-09 05:15:00;48;34;165;2;6;10
2020-06-09 05:30:00;56;33;190;11;7;18
2020-06-09 05:45:00;107;22;95;61;7;10
2020-06-09 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 06:15:00;55;18;110;17;7;4
2020-06-09 06:30:00;67;18;145;14;10;4
2020-06-09 06:45:00;58;16;123;4;15;17
2020-06-09 07:00:00;58;6;111;0;4;2
2020-06-09 07:15:00;55;3;117;0;4;2
2020-06-09 07:30:00;68;7;96;0;1;4
2020-06-09 07:45:00;83;4;95;3;1;6
2020-06-09 08:00:00;54;5;76;1;0;2
2020-06-09 08:15:00;51;3;69;1;0;2
2020-06-09 08:30:00;44;2;59;1;0;1
2020-06-09 09:00:00;40;2;49;1;0;0
2020-06-09 09:15:00;29;2;57;0;0;0
2020-06-09 09:30:00;47;3;50;4;1;0
2020-06-09 09:45:00;56;1;59;1;0;0
2020-06-09 10:00:00;40;2;54;3;4;1
2020-06-09 10:15:00;44;3;60;1;0;2
2020-06-09 10:30:00;41;2;48;3;4;0
2020-06-09 10:45:00;51;0;50;2;1;0
2020-06-09 11:00:00;44;2;45;6;0;0
2020-06-09 11:15:00;45;2;34;1;1;0
2020-06-09 11:45:00;52;1;45;2;0;2
2020-06-09 12:00:00;59;1;46;6;4;0
2020-06-09 12:15:00;56;4;59;2;0;0
2020-06-09 12:30:00;51;1;43;4;0;0
2020-06-09 12:45:00;59;6;63;7;5;2
2020-06-09 13:00:00;53;3;90;7;10;2
2020-06-09 13:15:00;53;15;103;4;8;10
2020-06-09 13:30:00;72;30;144;9;6;9
2020-06-09 13:45:00;80;32;204;22;25;56
2020-06-09 14:00:00;112;44;144;30;6;18
2020-06-09 14:15:00;128;7;111;84;11;5
2020-06-09 14:30:00;116;2;78;111;11;16
2020-06-09 14:45:00;92;0;67;44;10;12
2020-06-09 15:00:00;88;1;61;35;8;3
2020-06-09 15:15:00;109;1;76;21;11;5
2020-06-09 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 15:45:00;92;0;50;16;4;5
2020-06-09 16:00:00;76;3;65;14;3;7
2020-06-09 16:15:00;100;2;55;12;2;1
2020-06-09 16:30:00;80;4;63;22;19;5
2020-06-09 16:45:00;86;2;47;11;6;0
2020-06-09 17:00:00;92;2;49;7;10;2
2020-06-09 17:15:00;69;1;52;12;2;1
2020-06-09 17:30:00;68;0;48;4;0;0
2020-06-09 17:45:00;46;0;44;3;0;1
2020-06-09 18:00:00;61;0;49;4;0;1
2020-06-09 18:15:00;57;0;45;3;6;0
2020-06-09 18:30:00;50;1;27;2;0;0
2020-06-09 18:45:00;42;0;49;3;0;0
2020-06-09 19:00:00;39;0;50;3;0;0
2020-06-09 19:15:00;48;0;35;0;0;4
2020-06-09 19:30:00;32;0;30;1;0;0
2020-06-09 19:45:00;27;1;33;1;0;0
2020-06-09 20:00:00;20;1;25;1;0;0
2020-06-09 20:15:00;30;0;9;0;0;0
2020-06-09 20:30:00;18;4;21;0;1;4
2020-06-09 20:45:00;22;3;48;3;0;0
2020-06-09 21:00:00;28;8;99;2;5;3
2020-06-09 21:15:00;32;31;171;5;23;3
2020-06-09 21:30:00;39;19;94;26;4;4
2020-06-09 21:45:00;76;2;57;102;11;10
2020-06-09 22:00:00;116;2;38;111;14;19
2020-06-09 22:15:00;28;2;11;29;4;2
2020-06-09 22:30:00;15;0;6;11;0;0
2020-06-09 22:45:00;12;1;10;3;0;0
2020-06-09 23:00:00;8;2;9;1;0;0
2020-06-09 23:15:00;9;0;9;0;0;0
2020-06-09 23:30:00;7;0;3;0;0;0
