DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-11-10 00:00:00;1;2;0;0;5;4;0;0;5;0;0
2020-11-10 00:15:00;3;5;0;0;5;1;0;0;1;0;0
2020-11-10 00:30:00;7;5;1;0;6;6;1;0;8;0;0
2020-11-10 00:45:00;3;3;0;0;8;2;0;0;6;0;0
2020-11-10 01:00:00;7;10;0;0;4;5;0;0;4;0;0
2020-11-10 01:15:00;3;3;1;0;6;1;0;0;3;0;0
2020-11-10 01:30:00;5;6;0;0;2;0;0;0;1;0;0
2020-11-10 01:45:00;1;2;0;0;2;1;0;0;4;0;0
2020-11-10 02:00:00;6;8;2;0;5;1;0;0;3;0;0
2020-11-10 02:15:00;10;8;0;0;1;1;1;0;1;0;0
2020-11-10 02:30:00;5;4;0;0;3;2;0;0;2;0;0
2020-11-10 02:45:00;7;7;0;0;3;3;0;0;3;0;0
2020-11-10 03:00:00;5;5;0;0;2;2;0;0;4;0;0
2020-11-10 03:15:00;1;2;1;0;2;2;1;0;2;0;0
2020-11-10 03:30:00;7;4;0;0;7;4;1;0;4;0;0
2020-11-10 03:45:00;6;9;0;0;6;3;0;0;7;0;0
2020-11-10 04:00:00;5;4;1;0;11;7;0;0;7;0;0
2020-11-10 04:15:00;3;7;1;0;5;4;1;0;7;0;0
2020-11-10 04:30:00;20;11;1;0;9;5;1;0;9;0;0
2020-11-10 04:45:00;20;13;0;0;15;7;0;0;7;0;0
2020-11-10 05:00:00;39;30;3;0;29;14;1;0;18;0;0
2020-11-10 05:15:00;33;42;7;0;30;13;1;0;14;0;0
2020-11-10 05:30:00;61;70;7;0;44;36;0;0;40;0;0
2020-11-10 05:45:00;63;61;11;0;57;29;0;0;37;0;3
2020-11-10 06:00:00;65;95;17;0;72;42;0;0;55;0;0
2020-11-10 06:15:00;78;83;27;0;104;64;3;0;68;0;2
2020-11-10 06:30:00;95;113;19;0;114;82;6;0;85;1;20
2020-11-10 06:45:00;87;121;14;0;119;130;12;0;130;0;12
2020-11-10 07:00:00;83;90;5;0;115;131;11;0;154;0;14
2020-11-10 07:15:00;84;113;14;0;149;178;10;0;179;3;1
2020-11-10 07:30:00;83;103;4;0;119;133;6;0;151;4;3
2020-11-10 07:45:00;95;141;12;0;122;127;10;0;133;2;3
2020-11-10 08:00:00;89;98;17;0;101;103;20;0;106;4;3
2020-11-10 08:15:00;72;105;10;0;105;93;12;0;105;4;9
2020-11-10 08:30:00;76;99;12;0;88;80;10;0;82;6;1
2020-11-10 08:45:00;92;92;10;0;87;82;13;0;88;3;0
2020-11-10 09:00:00;78;91;6;0;70;75;6;0;72;5;2
2020-11-10 09:15:00;75;83;7;0;90;95;15;0;94;6;1
2020-11-10 09:30:00;55;104;14;0;98;70;6;0;86;5;2
2020-11-10 09:45:00;10;160;31;0;80;89;13;0;93;5;1
2020-11-10 10:00:00;53;99;13;0;84;84;11;0;95;12;1
2020-11-10 10:15:00;78;108;7;0;82;71;6;0;82;15;1
2020-11-10 10:30:00;95;90;15;0;88;90;4;0;104;5;6
2020-11-10 10:45:00;84;108;18;0;91;89;10;0;93;10;2
2020-11-10 11:00:00;66;109;14;0;84;91;11;0;97;7;3
2020-11-10 11:15:00;82;99;10;0;79;85;9;0;90;11;6
2020-11-10 11:30:00;82;88;9;0;82;70;9;0;81;9;0
2020-11-10 11:45:00;79;87;10;0;80;90;12;0;91;8;3
2020-11-10 12:00:00;85;88;11;0;82;79;10;0;82;7;2
2020-11-10 12:15:00;78;111;8;0;87;76;7;0;83;6;2
2020-11-10 12:30:00;90;120;18;0;100;106;11;0;110;6;1
2020-11-10 12:45:00;73;107;10;0;87;99;6;0;96;7;0
2020-11-10 13:00:00;84;124;13;0;88;85;10;0;87;4;1
2020-11-10 13:15:00;91;134;14;0;103;100;8;0;104;6;1
2020-11-10 13:30:00;88;119;8;0;86;128;12;0;113;8;2
2020-11-10 13:45:00;87;120;7;0;98;114;6;0;97;5;0
2020-11-10 14:00:00;91;118;14;0;106;98;6;0;104;5;8
2020-11-10 14:15:00;86;111;15;0;91;108;11;0;115;9;1
2020-11-10 14:30:00;120;140;8;0;90;99;8;0;103;10;8
2020-11-10 14:45:00;88;127;15;0;98;103;8;0;113;12;2
2020-11-10 15:00:00;93;135;9;0;96;112;8;0;112;11;2
2020-11-10 15:15:00;97;125;10;0;122;110;4;0;111;9;7
2020-11-10 15:30:00;105;137;14;0;103;116;9;0;128;14;22
2020-11-10 15:45:00;115;140;14;0;120;122;8;0;128;11;29
2020-11-10 16:00:00;114;161;15;0;115;125;9;0;132;13;8
2020-11-10 16:15:00;131;168;19;0;117;140;10;0;139;11;17
2020-11-10 16:30:00;109;149;12;0;114;146;5;0;152;15;13
2020-11-10 16:45:00;100;144;11;0;121;127;7;0;129;10;7
2020-11-10 17:00:00;108;147;10;0;124;143;11;0;149;16;3
2020-11-10 17:15:00;104;159;12;0;115;135;4;0;144;6;2
2020-11-10 17:30:00;96;133;12;0;127;112;6;0;123;7;7
2020-11-10 17:45:00;61;118;8;0;105;118;9;0;115;5;3
2020-11-10 18:00:00;73;98;9;0;100;104;3;0;100;6;7
2020-11-10 18:15:00;67;75;3;0;72;80;2;0;81;1;3
2020-11-10 18:30:00;65;80;6;0;79;84;2;0;87;2;5
2020-11-10 18:45:00;59;81;7;0;70;69;1;0;70;1;2
2020-11-10 19:00:00;53;69;9;0;67;66;3;0;70;0;2
2020-11-10 19:15:00;39;51;3;0;60;57;0;0;55;0;0
2020-11-10 19:30:00;36;39;4;0;61;42;2;0;50;0;17
2020-11-10 19:45:00;32;40;5;0;38;41;0;0;37;0;0
2020-11-10 20:00:00;26;35;2;0;52;38;0;0;40;0;0
2020-11-10 20:15:00;9;44;11;0;42;42;2;0;46;1;1
2020-11-10 20:30:00;3;24;2;0;36;31;1;0;32;0;0
2020-11-10 20:45:00;12;28;2;0;38;24;0;0;24;0;0
2020-11-10 21:00:00;39;36;5;0;39;29;1;0;32;0;0
2020-11-10 21:15:00;24;21;1;0;36;19;1;0;23;0;0
2020-11-10 21:30:00;36;36;3;0;29;18;2;0;21;0;0
2020-11-10 21:45:00;22;19;1;0;21;12;1;0;12;0;0
2020-11-10 22:00:00;27;23;1;0;24;18;0;0;20;0;0
2020-11-10 22:15:00;24;20;0;0;14;9;0;0;10;0;0
2020-11-10 22:30:00;15;12;0;0;17;10;1;0;8;0;0
2020-11-10 22:45:00;10;10;0;0;14;13;1;0;15;0;0
2020-11-10 23:00:00;12;11;0;0;27;10;0;0;14;0;0
2020-11-10 23:15:00;12;10;1;0;11;8;0;0;8;0;0
2020-11-10 23:30:00;3;4;1;0;12;6;0;0;8;0;0
