DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-08-27 00:00:00;0;6;3;0;2;4;1;8;2;0;8;9;2
2020-08-27 00:15:00;0;8;7;2;3;7;3;11;5;3;6;6;2
2020-08-27 00:30:00;0;6;4;1;4;4;3;5;2;0;5;6;5
2020-08-27 00:45:00;0;6;5;0;4;4;2;7;3;1;4;4;6
2020-08-27 01:00:00;0;6;4;0;0;7;0;5;0;1;4;5;3
2020-08-27 01:15:00;0;2;1;0;0;2;1;3;0;1;4;2;1
2020-08-27 01:30:00;0;1;1;0;0;3;0;4;2;1;4;3;2
2020-08-27 01:45:00;0;4;2;1;1;2;1;3;2;1;2;2;0
2020-08-27 02:00:00;0;1;1;0;0;6;1;1;0;0;3;6;5
2020-08-27 02:15:00;0;3;0;0;1;3;1;4;0;0;0;1;1
2020-08-27 02:30:00;0;2;2;0;2;3;2;4;1;0;2;3;5
2020-08-27 02:45:00;0;6;2;0;4;8;1;1;1;0;0;0;0
2020-08-27 03:00:00;0;2;0;0;1;2;3;1;2;0;3;2;3
2020-08-27 03:15:00;0;0;1;0;3;3;0;1;0;0;2;4;2
2020-08-27 03:30:00;0;0;0;0;1;5;1;4;1;1;3;1;0
2020-08-27 03:45:00;0;4;1;0;0;0;0;2;0;0;2;5;0
2020-08-27 04:00:00;0;3;3;0;3;4;1;4;1;0;3;2;1
2020-08-27 04:15:00;0;3;1;0;2;7;3;8;5;2;4;4;3
2020-08-27 04:30:00;0;4;2;0;2;8;2;10;1;0;9;5;1
2020-08-27 04:45:00;0;10;3;1;1;9;5;7;3;2;17;11;5
2020-08-27 05:00:00;0;12;10;1;8;13;6;31;14;3;41;43;11
2020-08-27 05:15:00;0;15;8;2;5;22;10;27;15;6;61;70;9
2020-08-27 05:30:00;0;15;15;0;12;31;10;54;36;5;57;61;17
2020-08-27 05:45:00;0;16;17;1;28;56;13;47;46;3;43;43;16
2020-08-27 06:00:00;0;26;20;1;23;60;17;41;30;3;57;45;18
2020-08-27 06:15:00;0;19;10;1;23;45;23;60;53;2;44;53;10
2020-08-27 06:30:00;0;24;19;1;16;33;16;68;72;5;57;70;19
2020-08-27 06:45:00;0;29;21;4;22;45;12;69;75;3;60;59;23
2020-08-27 07:00:00;0;28;23;3;27;32;12;70;68;4;48;63;21
2020-08-27 07:15:00;0;23;23;3;26;44;15;65;62;2;51;56;32
2020-08-27 07:30:00;0;54;30;2;24;63;17;76;61;9;59;71;32
2020-08-27 07:45:00;0;38;30;2;24;40;18;73;59;7;47;65;33
2020-08-27 08:00:00;0;48;29;4;32;46;10;74;55;11;41;68;43
2020-08-27 08:15:00;0;42;31;5;25;42;21;52;46;4;30;52;33
2020-08-27 08:30:00;0;49;76;8;33;49;22;70;49;8;55;59;39
2020-08-27 08:45:00;0;40;30;6;53;59;23;64;47;9;61;59;41
