DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-11-26 00:00:00;7;4;5;2;3;8;2;0;3
2019-11-26 00:15:00;4;8;8;3;2;4;6;1;1
2019-11-26 00:30:00;4;7;4;1;0;8;4;0;0
2019-11-26 00:45:00;9;7;8;4;0;4;8;0;0
2019-11-26 01:00:00;6;7;9;3;2;4;2;0;0
2019-11-26 01:15:00;10;9;12;3;0;11;12;2;2
2019-11-26 01:30:00;11;2;3;2;0;6;5;0;0
2019-11-26 01:45:00;7;1;4;1;0;5;5;0;0
2019-11-26 02:00:00;8;4;3;2;0;3;1;0;0
2019-11-26 02:15:00;4;0;2;1;0;10;7;0;0
2019-11-26 02:30:00;7;9;4;2;0;9;6;2;2
2019-11-26 02:45:00;14;12;13;9;2;13;14;8;9
2019-11-26 03:00:00;9;10;7;6;0;11;13;5;5
2019-11-26 03:15:00;5;6;3;0;0;5;0;0;0
2019-11-26 03:30:00;8;9;9;6;0;16;14;5;5
2019-11-26 03:45:00;8;5;8;5;0;4;5;3;3
2019-11-26 04:00:00;4;4;6;2;2;9;5;1;1
2019-11-26 04:15:00;8;4;4;3;1;12;4;0;0
2019-11-26 04:30:00;28;23;25;22;1;39;27;20;19
2019-11-26 04:45:00;16;7;5;3;1;29;14;0;0
2019-11-26 05:00:00;29;8;6;3;0;31;14;3;3
2019-11-26 05:15:00;41;13;15;1;1;41;27;2;3
2019-11-26 05:30:00;45;18;34;4;2;60;49;10;13
2019-11-26 05:45:00;60;42;61;22;12;72;61;7;13
2019-11-26 06:00:00;64;63;58;13;5;67;54;7;15
2019-11-26 06:15:00;71;74;85;21;4;98;89;17;24
2019-11-26 06:30:00;90;89;79;22;12;97;100;13;14
2019-11-26 06:45:00;103;130;86;22;11;98;125;21;32
2019-11-26 07:00:00;124;158;85;28;10;102;100;11;19
2019-11-26 07:15:00;141;193;98;38;12;99;109;16;28
2019-11-26 07:30:00;150;158;107;34;8;115;92;35;42
2019-11-26 07:45:00;114;148;90;39;10;98;128;37;44
2019-11-26 08:00:00;88;109;83;20;10;93;119;20;30
2019-11-26 08:15:00;100;112;96;19;8;90;116;19;26
2019-11-26 08:30:00;94;124;118;29;14;123;127;17;36
2019-11-26 08:45:00;82;118;96;26;11;87;96;14;23
2019-11-26 11:45:00;34;35;37;9;7;38;29;8;8
2019-11-26 12:00:00;74;87;93;16;12;103;97;17;28
2019-11-26 12:15:00;98;122;78;22;11;87;94;17;24
2019-11-26 12:30:00;85;70;59;19;11;91;66;16;18
2019-11-26 12:45:00;108;85;74;18;9;96;92;11;16
2019-11-26 13:00:00;102;97;84;17;12;99;93;11;19
2019-11-26 13:15:00;80;88;97;20;11;122;122;18;24
2019-11-26 13:30:00;105;108;75;23;6;99;106;16;23
2019-11-26 13:45:00;101;91;84;27;13;106;76;11;17
2019-11-26 14:00:00;91;106;79;17;10;89;84;13;13
2019-11-26 14:15:00;104;101;76;23;12;113;110;6;16
2019-11-26 14:30:00;93;115;96;32;13;98;110;15;18
2019-11-26 14:45:00;97;108;94;22;12;103;84;19;24
2019-11-26 15:00:00;100;107;91;23;13;115;107;14;21
2019-11-26 15:15:00;119;141;73;30;9;117;88;14;25
2019-11-26 15:30:00;117;130;97;22;11;111;113;26;30
2019-11-26 15:45:00;93;119;89;27;11;118;113;19;23
2019-11-26 16:00:00;119;138;114;27;15;123;125;20;30
2019-11-26 16:15:00;90;135;69;35;11;111;116;21;28
2019-11-26 16:30:00;124;181;75;46;11;126;135;22;29
2019-11-26 16:45:00;122;171;73;39;9;111;133;23;25
2019-11-26 17:00:00;136;168;78;47;12;118;119;19;27
2019-11-26 17:15:00;137;189;138;54;13;119;110;11;28
2019-11-26 17:30:00;131;184;79;48;14;126;129;19;24
2019-11-26 17:45:00;99;131;76;39;19;101;87;15;25
2019-11-26 18:00:00;122;141;82;32;15;87;88;13;20
2019-11-26 18:15:00;133;156;106;39;12;99;90;20;28
2019-11-26 18:30:00;122;152;72;29;11;89;90;20;25
2019-11-26 18:45:00;101;116;80;22;15;91;85;14;15
2019-11-26 19:00:00;75;85;64;24;12;64;61;11;19
2019-11-26 19:15:00;62;89;70;23;8;56;57;14;16
2019-11-26 19:30:00;60;73;48;23;11;61;43;18;17
2019-11-26 19:45:00;53;60;46;15;12;51;47;4;13
2019-11-26 20:00:00;60;44;42;9;9;45;54;8;9
2019-11-26 20:15:00;62;55;46;12;11;47;42;1;11
2019-11-26 20:30:00;44;43;28;6;7;40;38;4;9
2019-11-26 20:45:00;47;41;34;12;7;50;27;5;9
2019-11-26 21:00:00;35;36;33;12;6;52;33;6;7
2019-11-26 21:15:00;48;34;29;8;4;51;32;4;5
2019-11-26 21:30:00;30;28;28;5;3;40;24;7;10
2019-11-26 21:45:00;26;18;21;7;5;62;36;4;9
2019-11-26 22:00:00;19;17;23;3;3;78;33;2;3
2019-11-26 22:15:00;26;22;33;17;3;61;38;3;5
2019-11-26 22:30:00;25;35;24;7;1;48;31;6;6
2019-11-26 22:45:00;17;28;21;11;4;27;17;2;5
2019-11-26 23:00:00;27;26;22;10;6;41;21;2;5
2019-11-26 23:15:00;16;25;14;7;3;19;12;2;5
2019-11-26 23:30:00;23;17;12;4;4;18;13;0;2
