DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-06-23 00:00:00;6;3;0;0;8;4;0;0;0;0;6;3;3;12;3;0;0
2020-06-23 00:15:00;6;1;0;0;8;2;1;1;1;0;5;1;1;10;1;0;0
2020-06-23 00:30:00;5;2;0;0;8;3;5;5;2;0;2;3;2;11;2;0;0
2020-06-23 00:45:00;6;3;0;0;6;2;1;1;1;0;6;3;2;7;2;0;0
2020-06-23 01:00:00;7;1;0;0;5;1;2;2;1;0;6;2;0;5;2;0;0
2020-06-23 01:15:00;3;1;0;0;4;3;1;1;0;0;3;1;3;7;3;0;0
2020-06-23 01:30:00;6;1;0;0;5;2;0;0;0;0;6;1;2;7;2;0;0
2020-06-23 01:45:00;5;2;0;0;1;2;2;2;0;0;5;1;2;3;2;0;0
2020-06-23 02:00:00;7;2;0;0;5;1;3;3;0;0;6;2;1;6;1;0;0
2020-06-23 02:15:00;10;0;0;0;1;0;1;1;0;0;10;0;0;1;0;0;0
2020-06-23 02:30:00;8;0;0;0;1;2;1;1;1;0;8;0;2;3;2;0;0
2020-06-23 02:45:00;10;1;0;0;9;2;0;0;0;0;10;0;3;10;4;0;0
2020-06-23 03:00:00;4;1;0;0;8;1;2;2;2;0;4;1;1;9;1;0;0
2020-06-23 03:15:00;5;5;0;1;15;3;0;0;0;1;6;5;3;17;3;0;0
2020-06-23 03:30:00;9;2;0;0;7;1;0;0;0;0;8;2;1;8;1;0;0
2020-06-23 03:45:00;11;1;2;0;9;4;0;0;0;0;10;1;5;14;5;0;0
2020-06-23 04:00:00;11;4;0;0;10;3;1;1;1;1;11;4;2;13;2;0;0
2020-06-23 04:15:00;15;1;1;0;16;3;0;0;0;0;15;1;4;16;4;0;0
2020-06-23 04:30:00;26;5;1;0;9;6;2;2;3;0;22;5;6;15;6;0;0
2020-06-23 04:45:00;32;3;1;1;16;5;5;5;5;0;28;3;5;21;5;0;0
2020-06-23 05:00:00;24;14;0;1;32;10;2;2;1;0;20;13;11;41;11;0;0
2020-06-23 05:15:00;37;16;1;0;44;15;1;1;1;1;34;16;16;54;16;0;0
2020-06-23 05:30:00;64;25;1;0;58;22;2;2;1;2;62;27;23;72;23;0;0
2020-06-23 05:45:00;74;49;3;1;63;37;5;5;4;9;68;55;29;88;30;0;0
2020-06-23 06:00:00;69;49;6;0;62;36;4;4;1;4;59;49;36;95;35;0;0
2020-06-23 06:15:00;75;67;1;0;81;53;3;4;4;1;65;67;52;123;51;0;0
2020-06-23 06:30:00;128;105;0;0;85;49;1;1;1;1;109;114;48;117;48;0;1
2020-06-23 06:45:00;133;170;1;1;99;62;9;11;5;1;106;166;64;138;62;1;6
2020-06-23 07:00:00;112;108;1;0;87;73;16;16;14;2;105;113;69;135;68;0;0
2020-06-23 07:15:00;127;129;0;1;129;87;11;11;6;3;114;133;88;195;88;3;0
2020-06-23 07:30:00;127;132;2;2;115;84;7;7;4;1;109;137;83;175;81;0;0
2020-06-23 07:45:00;153;180;2;0;121;91;13;14;4;5;134;181;89;178;89;0;2
2020-06-23 08:00:00;118;126;1;2;112;66;13;11;8;2;104;129;61;162;62;0;0
2020-06-23 08:15:00;125;154;1;1;100;89;7;9;5;5;114;156;78;169;80;0;2
2020-06-23 08:30:00;111;120;2;1;95;63;12;13;8;1;96;122;64;141;64;0;3
