DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-04-05 00:00:00;2;6;6;0;3;6;0;0;0;0;0;0;0;0;0;0
2020-04-05 00:15:00;7;3;3;0;3;3;3;5;0;0;0;0;0;0;0;0
2020-04-05 00:30:00;4;2;2;0;1;3;0;0;1;1;1;1;0;0;0;0
2020-04-05 00:45:00;3;2;2;0;1;2;0;0;1;1;1;1;0;0;0;0
2020-04-05 01:00:00;0;7;7;1;0;6;2;0;0;0;1;1;0;0;0;0
2020-04-05 01:15:00;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-04-05 01:30:00;6;4;4;0;1;4;0;0;0;0;0;0;0;0;0;0
2020-04-05 01:45:00;2;3;2;0;2;2;0;2;0;0;0;0;0;0;0;0
2020-04-05 02:00:00;4;2;1;0;1;2;0;0;1;1;1;1;0;0;0;0
2020-04-05 02:15:00;4;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0
2020-04-05 02:30:00;1;0;1;0;1;3;1;0;2;2;1;1;0;0;0;0
2020-04-05 02:45:00;0;2;2;0;1;3;0;0;1;1;1;1;0;0;0;0
2020-04-05 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-05 03:15:00;1;2;2;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-04-05 03:30:00;6;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-04-05 03:45:00;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-04-05 04:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-05 04:15:00;1;2;2;1;0;2;1;1;1;0;1;0;0;0;0;0
2020-04-05 04:30:00;3;2;2;0;0;3;0;1;0;0;0;0;0;0;0;0
2020-04-05 04:45:00;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-05 05:00:00;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-04-05 05:15:00;7;2;2;0;1;4;0;4;3;3;1;1;0;0;0;0
2020-04-05 05:30:00;10;6;4;1;2;8;0;0;1;1;1;1;0;0;0;0
2020-04-05 05:45:00;8;29;22;5;3;26;0;1;0;0;0;0;0;0;0;0
2020-04-05 06:00:00;5;9;10;0;2;9;2;2;0;0;0;0;0;0;0;1
2020-04-05 06:15:00;11;7;6;0;1;7;1;4;0;0;1;1;0;0;0;0
2020-04-05 06:30:00;11;10;11;2;0;11;1;1;0;0;0;0;0;0;0;0
2020-04-05 06:45:00;18;9;11;1;5;11;1;3;3;3;2;3;0;0;0;0
2020-04-05 07:00:00;8;9;8;2;1;12;0;2;0;0;0;0;0;0;0;0
2020-04-05 07:15:00;5;13;13;5;0;11;1;10;2;2;3;2;0;0;0;0
2020-04-05 07:30:00;6;9;8;1;0;7;1;4;1;1;1;1;0;0;0;0
2020-04-05 07:45:00;10;13;12;7;1;14;1;9;1;1;1;1;0;0;0;0
2020-04-05 08:00:00;8;18;16;2;0;16;2;8;3;3;3;3;0;0;0;0
2020-04-05 08:15:00;13;16;15;7;3;10;1;10;2;2;2;2;0;0;0;0
2020-04-05 08:30:00;14;15;16;5;1;14;1;6;0;0;0;0;1;0;0;0
2020-04-05 08:45:00;20;14;16;10;4;13;2;9;4;4;4;4;0;0;0;0
2020-04-05 09:00:00;23;8;8;6;3;9;3;6;3;4;3;3;0;0;0;0
2020-04-05 09:15:00;19;17;15;6;2;14;2;13;1;1;0;1;0;0;0;0
2020-04-05 09:30:00;10;14;13;16;3;15;1;12;4;4;2;3;0;0;0;0
2020-04-05 09:45:00;27;22;19;8;7;16;3;21;7;6;5;5;0;0;0;0
2020-04-05 10:00:00;22;17;15;6;8;19;1;9;3;3;3;3;0;0;0;0
2020-04-05 10:15:00;17;24;22;8;8;14;5;21;9;9;8;8;0;0;0;0
2020-04-05 10:30:00;39;31;28;12;8;30;3;13;11;10;10;10;0;0;0;0
2020-04-05 10:45:00;27;34;31;13;11;27;2;26;8;10;7;8;0;0;0;0
2020-04-05 11:00:00;34;35;30;9;5;30;2;25;7;7;7;7;0;0;0;1
2020-04-05 11:15:00;41;38;34;9;10;34;1;22;8;12;10;10;0;0;0;0
2020-04-05 11:30:00;35;28;20;10;10;24;3;22;11;11;10;11;0;0;0;1
2020-04-05 11:45:00;26;32;24;17;9;26;5;28;10;8;8;8;0;0;0;0
2020-04-05 12:00:00;30;27;26;12;9;26;3;19;13;13;13;12;0;0;0;0
2020-04-05 12:15:00;26;40;29;13;12;37;3;15;14;15;13;14;0;0;0;0
2020-04-05 12:30:00;22;38;28;19;14;30;6;19;8;7;8;7;0;0;0;0
2020-04-05 12:45:00;26;29;27;10;12;30;3;23;10;10;10;11;0;0;0;0
2020-04-05 13:00:00;30;38;35;11;8;46;0;15;9;10;9;8;0;0;0;0
2020-04-05 13:15:00;37;23;31;17;13;38;5;9;8;11;9;8;0;0;0;0
2020-04-05 13:30:00;33;30;35;12;7;42;4;23;14;13;11;11;0;0;0;0
2020-04-05 13:45:00;46;32;38;11;10;40;2;21;6;6;7;7;0;0;0;0
2020-04-05 14:00:00;45;31;36;20;9;46;1;26;8;8;9;9;7;0;0;0
2020-04-05 14:15:00;57;27;24;14;13;32;0;21;12;10;9;10;0;0;0;0
2020-04-05 14:30:00;51;28;22;14;11;27;3;17;8;8;9;8;0;0;1;1
2020-04-05 14:45:00;56;35;27;14;9;41;2;24;15;13;14;12;1;0;0;12
2020-04-05 15:00:00;41;38;33;13;9;37;4;16;10;10;11;11;0;0;1;0
2020-04-05 15:15:00;41;34;27;18;8;30;3;25;14;12;13;13;1;0;0;0
2020-04-05 15:30:00;34;36;35;12;9;40;7;29;11;12;9;10;3;0;0;0
2020-04-05 15:45:00;43;20;21;15;10;28;2;29;8;10;6;6;0;0;0;0
2020-04-05 16:00:00;41;19;27;11;10;30;3;25;6;7;5;5;0;0;0;0
2020-04-05 16:15:00;42;22;21;12;11;29;4;19;11;9;9;10;0;0;0;0
2020-04-05 16:30:00;51;44;36;17;18;32;2;39;11;11;11;10;0;0;0;0
2020-04-05 16:45:00;38;32;32;10;16;27;6;28;15;14;15;14;1;0;0;1
2020-04-05 17:00:00;52;35;33;11;12;35;1;25;9;8;9;10;0;0;0;0
2020-04-05 17:15:00;43;43;33;10;14;32;3;39;12;12;10;12;0;0;7;0
2020-04-05 17:30:00;45;54;47;9;5;46;1;24;10;11;8;8;0;0;0;0
2020-04-05 17:45:00;50;43;43;16;9;40;7;37;14;16;13;13;5;0;0;0
2020-04-05 18:00:00;51;55;45;12;8;50;7;38;9;8;7;7;0;0;1;1
2020-04-05 18:15:00;49;45;45;14;18;35;2;34;14;12;12;13;0;0;0;0
2020-04-05 18:30:00;31;33;30;6;15;30;4;22;14;14;12;13;0;0;0;0
2020-04-05 18:45:00;40;280;278;9;16;32;4;12;8;8;5;6;0;0;4;0
2020-04-05 19:00:00;43;0;0;9;10;42;3;28;7;9;8;8;0;0;4;0
2020-04-05 19:15:00;35;0;0;6;10;21;3;15;5;4;4;4;0;0;0;0
2020-04-05 19:30:00;32;14;10;5;10;34;2;16;16;14;11;13;0;0;0;0
2020-04-05 19:45:00;45;34;27;4;11;37;1;17;13;14;12;14;0;0;0;0
2020-04-05 20:00:00;33;38;34;4;3;34;3;14;8;8;8;8;0;0;0;0
2020-04-05 20:15:00;28;30;29;3;11;30;0;17;8;8;7;7;0;0;0;0
2020-04-05 20:30:00;35;26;22;1;7;21;0;7;8;8;9;8;0;0;0;0
2020-04-05 20:45:00;24;16;17;3;10;22;2;17;6;6;4;5;0;0;0;0
2020-04-05 21:00:00;17;33;23;0;3;27;0;9;3;4;3;3;0;0;0;0
2020-04-05 21:15:00;20;19;13;2;7;20;0;2;5;6;7;6;0;0;0;0
2020-04-05 21:30:00;18;19;17;4;6;15;2;6;7;8;6;6;0;0;0;0
2020-04-05 21:45:00;15;18;16;4;5;16;2;3;1;1;0;0;1;0;0;0
2020-04-05 22:00:00;14;17;16;1;4;15;0;1;5;5;4;4;0;0;0;0
2020-04-05 22:15:00;13;12;13;0;3;11;0;1;1;1;1;1;0;0;0;0
2020-04-05 22:30:00;9;14;8;0;2;15;0;3;5;5;6;5;0;0;0;0
2020-04-05 22:45:00;7;7;7;1;0;9;1;3;3;3;4;4;0;0;0;0
2020-04-05 23:00:00;8;5;5;1;1;5;1;2;1;1;0;0;0;0;0;0
2020-04-05 23:15:00;3;3;5;0;0;3;0;4;1;1;1;1;0;0;0;0
2020-04-05 23:30:00;6;6;5;0;0;6;0;0;1;1;1;1;0;0;0;0
2020-04-05 23:45:00;4;4;3;0;0;3;0;1;1;1;1;1;0;0;0;0
