DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-11-22 00:00:00;10;3;0;10;3;0;0;0;0;0
2019-11-22 00:15:00;6;3;0;8;6;0;0;0;0;0
2019-11-22 00:30:00;8;5;0;7;6;2;0;0;0;0
2019-11-22 00:45:00;12;5;0;5;1;0;0;0;0;0
2019-11-22 01:00:00;3;5;1;6;6;0;0;0;0;0
2019-11-22 01:15:00;8;10;3;5;4;0;0;0;0;0
2019-11-22 01:30:00;4;2;1;6;3;0;0;0;0;0
2019-11-22 01:45:00;11;8;1;6;5;0;0;0;0;0
2019-11-22 02:00:00;5;2;1;9;5;0;0;0;0;0
2019-11-22 02:15:00;7;6;0;1;0;0;0;0;0;0
2019-11-22 02:30:00;4;5;2;7;1;0;0;0;0;0
2019-11-22 02:45:00;2;2;1;4;2;0;0;0;0;0
2019-11-22 03:00:00;7;5;1;9;5;0;0;0;0;0
2019-11-22 03:15:00;5;5;0;7;3;0;0;0;0;0
2019-11-22 03:30:00;4;4;0;5;8;1;0;0;0;0
2019-11-22 03:45:00;10;1;0;3;1;1;0;0;0;0
2019-11-22 04:00:00;6;1;0;4;0;0;0;0;0;0
2019-11-22 04:15:00;10;9;0;8;5;1;0;0;0;0
2019-11-22 04:30:00;14;8;0;10;4;1;0;0;0;0
2019-11-22 04:45:00;18;9;0;25;10;0;0;0;0;0
2019-11-22 05:00:00;19;12;2;26;13;2;0;0;0;0
2019-11-22 05:15:00;24;13;1;36;15;1;0;0;0;0
2019-11-22 05:30:00;55;29;0;59;22;4;0;0;0;0
2019-11-22 05:45:00;65;28;0;76;43;3;0;0;0;0
2019-11-22 06:00:00;63;34;6;45;20;0;0;0;0;0
2019-11-22 06:15:00;57;35;2;83;39;3;0;0;0;0
2019-11-22 06:30:00;92;52;2;93;55;5;0;0;0;0
2019-11-22 06:45:00;121;66;0;95;51;4;1;0;0;0
2019-11-22 07:00:00;103;63;0;126;68;3;2;0;0;0
2019-11-22 07:15:00;100;63;2;120;79;5;0;0;0;0
2019-11-22 07:30:00;113;66;5;114;76;6;2;0;0;0
2019-11-22 07:45:00;115;89;3;85;52;5;0;0;0;0
2019-11-22 08:00:00;112;69;3;113;48;5;1;0;0;0
2019-11-22 08:15:00;109;86;1;101;58;8;1;0;0;0
2019-11-22 08:30:00;88;64;2;76;44;5;0;0;0;0
2019-11-22 08:45:00;96;75;3;83;65;7;0;0;0;0
2019-11-22 09:00:00;85;76;2;99;59;7;3;0;0;0
2019-11-22 09:15:00;86;62;5;74;51;9;0;0;0;0
2019-11-22 09:30:00;81;55;4;117;62;7;0;0;0;0
2019-11-22 09:45:00;107;54;2;114;67;9;2;0;0;0
2019-11-22 10:00:00;105;70;3;88;48;4;0;0;0;0
2019-11-22 10:15:00;91;52;8;110;55;9;0;0;0;0
2019-11-22 10:30:00;87;69;4;96;54;8;0;0;0;0
2019-11-22 10:45:00;130;60;6;103;58;9;0;0;0;0
2019-11-22 11:00:00;108;83;16;119;57;7;0;0;0;0
2019-11-22 11:15:00;78;65;8;85;46;12;1;0;0;0
2019-11-22 11:30:00;99;71;4;117;57;261;5;0;0;0
2019-11-22 11:45:00;122;74;6;114;63;6;4;0;0;0
2019-11-22 12:00:00;130;83;11;131;77;17;4;0;0;0
2019-11-22 12:15:00;79;56;6;90;65;10;2;0;0;0
2019-11-22 12:30:00;107;74;6;119;68;8;0;0;0;0
2019-11-22 12:45:00;117;83;2;130;67;6;1;0;0;0
2019-11-22 13:00:00;131;75;6;123;70;9;3;0;0;0
2019-11-22 13:15:00;112;86;14;133;55;9;9;0;0;0
2019-11-22 13:30:00;151;98;4;138;81;8;2;0;0;0
2019-11-22 13:45:00;114;75;2;112;65;6;0;0;0;0
2019-11-22 14:00:00;115;70;9;103;58;7;3;0;0;0
2019-11-22 14:15:00;131;92;11;130;64;6;0;0;0;0
2019-11-22 14:30:00;94;73;7;134;86;264;3;0;0;0
2019-11-22 14:45:00;121;81;2;135;69;8;4;0;0;0
2019-11-22 15:00:00;121;78;2;122;75;8;0;0;0;0
2019-11-22 15:15:00;111;68;3;134;93;11;0;0;0;0
2019-11-22 15:30:00;125;69;8;146;123;7;6;0;0;0
2019-11-22 15:45:00;115;63;3;143;113;9;0;0;0;0
2019-11-22 16:00:00;101;60;6;132;94;10;2;0;0;0
2019-11-22 16:15:00;110;53;1;144;70;10;0;0;0;0
2019-11-22 16:30:00;117;59;2;122;72;10;1;0;0;0
2019-11-22 16:45:00;100;45;2;105;78;7;2;0;0;0
2019-11-22 17:00:00;100;56;6;108;69;7;2;0;0;0
2019-11-22 17:15:00;84;71;2;110;53;8;12;0;0;0
2019-11-22 17:30:00;101;68;4;111;54;3;8;0;0;0
2019-11-22 17:45:00;78;86;3;94;41;3;0;0;0;0
2019-11-22 18:00:00;94;61;2;104;57;4;0;0;0;0
2019-11-22 18:15:00;77;56;0;69;43;2;3;0;0;0
2019-11-22 18:30:00;63;39;8;66;36;5;6;0;0;0
2019-11-22 18:45:00;66;30;1;49;42;9;3;0;0;0
2019-11-22 19:00:00;67;40;0;60;33;9;0;0;0;0
2019-11-22 19:15:00;64;32;0;56;37;3;0;0;0;0
2019-11-22 19:30:00;49;26;0;45;16;5;0;0;0;0
2019-11-22 19:45:00;58;19;0;42;16;2;0;0;0;0
2019-11-22 20:00:00;66;26;0;39;21;6;2;0;0;0
2019-11-22 20:15:00;45;22;0;27;12;4;0;0;0;0
2019-11-22 20:30:00;44;12;3;35;23;1;1;0;0;0
2019-11-22 20:45:00;36;18;1;45;13;0;0;0;0;0
2019-11-22 21:00:00;31;17;4;36;16;0;0;0;0;0
2019-11-22 21:15:00;44;16;1;46;21;0;0;0;0;0
2019-11-22 21:30:00;33;17;0;33;14;0;0;0;0;0
2019-11-22 21:45:00;42;16;2;51;17;2;0;0;0;0
2019-11-22 22:00:00;35;12;7;34;16;0;0;0;0;0
2019-11-22 22:15:00;48;13;3;30;12;0;0;0;0;0
2019-11-22 22:30:00;38;24;2;39;6;0;0;0;0;0
2019-11-22 22:45:00;22;14;1;29;12;0;0;0;0;0
2019-11-22 23:00:00;36;20;2;34;9;1;0;0;0;0
2019-11-22 23:15:00;24;12;0;23;17;0;0;0;0;0
2019-11-22 23:30:00;32;25;1;27;7;2;0;0;0;0
2019-11-22 23:45:00;19;17;2;23;15;0;0;0;0;0
