DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-12-26 00:00:00;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 00:15:00;2;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 00:30:00;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 00:45:00;5;4;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:00:00;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:15:00;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:30:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:00:00;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:30:00;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:45:00;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:00:00;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:15:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:45:00;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:00:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:15:00;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:30:00;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:45:00;4;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 05:00:00;3;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 05:15:00;6;5;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 05:30:00;8;4;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 05:45:00;8;3;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 06:00:00;2;4;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 06:15:00;5;3;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 06:30:00;10;7;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 06:45:00;4;2;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 07:00:00;4;3;0;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 07:15:00;3;3;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 07:30:00;13;6;0;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 07:45:00;18;9;0;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
