DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-06-11 00:00:00;16;11;1;1;3;8;8;6;8;3;0;0
2020-06-11 00:15:00;18;15;0;1;2;13;7;5;8;4;0;0
2020-06-11 00:30:00;6;1;2;2;4;9;9;7;8;8;0;0
2020-06-11 00:45:00;7;1;0;1;1;7;10;6;5;1;0;0
2020-06-11 01:00:00;13;8;0;0;0;6;11;9;2;4;0;0
2020-06-11 01:15:00;7;4;0;2;2;2;9;6;1;3;0;0
2020-06-11 01:30:00;6;2;1;2;4;5;4;4;2;3;0;0
2020-06-11 01:45:00;3;3;0;0;1;5;11;6;5;1;0;0
2020-06-11 02:00:00;3;6;2;0;2;5;5;2;3;5;0;0
2020-06-11 02:15:00;7;2;2;0;1;6;9;4;5;3;0;0
2020-06-11 02:30:00;5;3;1;0;1;5;2;1;2;3;0;0
2020-06-11 02:45:00;3;2;2;1;2;4;6;2;4;3;0;0
2020-06-11 03:00:00;4;2;2;1;0;3;1;2;1;2;0;0
2020-06-11 03:15:00;1;2;1;1;2;4;4;2;1;1;0;0
2020-06-11 03:30:00;0;2;1;0;1;0;1;1;1;1;0;0
2020-06-11 03:45:00;1;1;0;1;1;3;2;0;1;0;3;0
2020-06-11 04:00:00;3;2;0;0;0;3;2;0;2;0;0;0
2020-06-11 04:15:00;1;1;0;1;1;3;1;0;1;0;0;0
2020-06-11 04:30:00;3;0;0;0;0;3;3;2;0;2;0;0
2020-06-11 04:45:00;5;3;1;1;2;1;2;1;2;2;0;0
2020-06-11 05:00:00;7;3;0;0;1;1;2;0;1;1;0;0
2020-06-11 05:15:00;11;5;0;2;3;4;7;6;7;3;0;0
2020-06-11 05:30:00;7;4;1;1;2;11;9;4;7;3;0;0
2020-06-11 05:45:00;17;8;2;4;5;12;10;7;3;3;0;0
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;21;7;2;1;2;16;13;9;3;4;0;0
2020-06-11 06:30:00;10;4;3;2;4;11;8;6;7;5;0;0
2020-06-11 06:45:00;12;5;1;2;1;14;8;3;7;5;0;0
2020-06-11 07:00:00;21;8;1;1;2;10;10;8;7;3;0;0
2020-06-11 07:15:00;16;11;1;2;3;11;7;4;7;3;0;0
2020-06-11 07:30:00;13;8;1;0;0;7;5;4;8;6;0;0
2020-06-11 07:45:00;19;7;2;4;4;7;10;8;11;9;0;0
2020-06-11 08:00:00;14;3;0;2;1;10;13;9;9;3;0;0
2020-06-11 08:15:00;30;9;0;2;3;13;10;9;15;5;0;0
2020-06-11 08:30:00;27;16;1;2;2;9;12;8;19;5;0;0
2020-06-11 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 09:00:00;36;11;1;5;6;18;10;11;25;8;3;10
2020-06-11 09:15:00;23;12;0;3;5;13;17;16;18;5;3;7
2020-06-11 09:30:00;37;10;0;7;7;22;30;24;24;11;3;5
2020-06-11 09:45:00;28;10;2;6;9;21;20;19;30;9;1;4
2020-06-11 10:00:00;45;10;1;8;10;14;27;24;36;8;3;2
2020-06-11 10:15:00;47;17;1;7;8;25;25;16;36;9;9;0
2020-06-11 10:30:00;46;11;2;3;8;25;15;18;29;11;2;2
2020-06-11 10:45:00;30;18;3;10;9;21;28;26;31;13;4;9
2020-06-11 11:00:00;36;10;3;5;7;29;18;14;35;9;1;0
2020-06-11 11:15:00;41;23;3;8;6;28;26;16;21;14;4;0
2020-06-11 11:30:00;36;14;2;6;5;31;34;25;34;16;5;7
2020-06-11 11:45:00;46;28;1;4;8;22;29;23;33;11;6;4
2020-06-11 12:00:00;44;22;4;6;7;39;35;27;50;11;4;11
2020-06-11 12:15:00;47;26;3;7;12;39;33;23;39;7;5;0
2020-06-11 12:30:00;40;22;3;6;9;32;39;32;37;11;4;2
2020-06-11 12:45:00;41;18;3;7;10;35;35;26;43;14;3;0
2020-06-11 13:00:00;47;21;1;13;11;39;33;19;45;16;0;16
2020-06-11 13:15:00;37;18;3;7;9;30;28;20;36;10;5;2
2020-06-11 13:30:00;54;16;1;6;8;36;29;23;36;12;0;5
2020-06-11 13:45:00;53;24;4;7;7;41;37;29;47;21;4;2
2020-06-11 14:00:00;56;30;4;7;7;42;44;29;45;13;3;7
2020-06-11 14:15:00;48;22;7;10;12;36;53;46;55;9;4;13
2020-06-11 14:30:00;59;22;5;11;11;42;42;25;48;14;6;3
2020-06-11 14:45:00;54;28;2;10;9;47;47;35;32;14;4;43
2020-06-11 15:00:00;38;16;5;11;13;41;38;26;34;13;3;18
2020-06-11 15:15:00;41;19;6;14;19;38;45;38;33;9;2;1
2020-06-11 15:30:00;43;16;4;13;13;53;49;31;47;12;5;0
2020-06-11 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 16:00:00;50;26;5;13;20;52;49;35;38;13;3;11
2020-06-11 16:15:00;49;30;2;13;11;69;55;37;53;10;10;63
2020-06-11 16:30:00;54;20;6;13;12;54;44;22;47;14;1;12
2020-06-11 16:45:00;38;21;8;11;17;53;47;36;42;12;6;1
2020-06-11 17:00:00;45;26;4;8;7;74;55;41;43;14;14;4
2020-06-11 17:15:00;46;27;5;13;17;82;56;39;33;14;5;13
