DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-10-30 00:00:00;8;1;1;2;1;5;5;3;3;4;0;0;0;0;0;0;0
2019-10-30 00:15:00;5;2;5;6;7;5;2;1;4;3;0;0;0;0;0;0;0
2019-10-30 00:30:00;6;2;1;1;0;2;1;1;2;5;0;0;0;0;0;0;0
2019-10-30 00:45:00;6;2;3;5;3;0;1;1;3;4;0;0;0;0;0;0;0
2019-10-30 01:00:00;8;3;1;0;0;1;2;2;5;2;0;0;0;0;0;0;0
2019-10-30 01:15:00;1;0;0;1;1;1;0;1;1;4;0;0;0;0;0;0;0
2019-10-30 01:30:00;5;0;2;0;0;2;1;0;3;3;0;0;0;0;0;0;0
2019-10-30 01:45:00;1;0;3;1;1;1;2;4;2;3;0;0;0;0;0;0;0
2019-10-30 02:00:00;3;3;0;1;0;1;0;1;6;3;0;0;0;0;0;0;0
2019-10-30 02:15:00;4;2;0;0;0;1;2;1;1;1;0;0;0;0;0;0;0
2019-10-30 02:30:00;6;1;0;1;0;0;2;1;1;1;0;0;0;0;0;0;0
2019-10-30 02:45:00;5;4;0;1;0;1;1;1;2;2;0;0;0;0;0;0;0
2019-10-30 03:00:00;4;2;1;1;0;1;1;1;2;3;0;0;0;0;0;0;0
2019-10-30 03:15:00;2;1;1;1;0;0;0;4;4;6;0;0;0;0;0;0;0
2019-10-30 03:30:00;1;4;0;0;0;0;1;2;5;4;0;0;0;0;0;0;0
2019-10-30 03:45:00;5;1;1;0;2;1;0;4;6;0;0;0;0;0;0;0;0
2019-10-30 04:00:00;5;2;3;1;0;2;1;2;12;7;0;0;0;0;0;0;0
2019-10-30 04:15:00;7;2;3;2;1;0;0;4;9;5;0;0;0;0;0;0;0
2019-10-30 04:30:00;12;2;3;2;0;0;2;3;9;4;0;0;0;0;0;0;0
2019-10-30 04:45:00;27;3;3;5;0;0;5;8;7;9;0;0;0;0;0;0;0
2019-10-30 05:00:00;74;2;15;30;2;3;1;12;17;19;0;0;0;0;0;1;0
2019-10-30 05:15:00;123;3;31;60;2;0;10;14;19;17;0;0;0;0;0;0;0
2019-10-30 05:30:00;98;10;29;45;3;3;21;26;29;36;0;0;0;0;2;0;0
2019-10-30 05:45:00;63;7;26;32;1;6;17;56;58;79;0;0;0;0;0;0;0
2019-10-30 06:00:00;57;5;22;31;5;1;22;48;63;82;0;0;0;0;1;0;0
2019-10-30 06:15:00;78;7;35;45;8;6;24;23;31;44;0;0;0;0;0;0;0
2019-10-30 06:30:00;75;10;66;55;12;8;38;30;39;42;0;0;0;0;0;1;0
2019-10-30 06:45:00;74;11;56;70;9;8;32;20;30;33;0;0;1;0;0;0;0
2019-10-30 07:00:00;80;17;59;68;16;6;31;16;21;31;0;0;0;0;0;0;0
2019-10-30 07:15:00;65;22;55;64;17;5;39;19;17;24;0;0;0;0;0;0;0
2019-10-30 07:30:00;81;29;62;66;17;13;42;21;28;40;0;0;0;0;0;0;0
2019-10-30 07:45:00;92;36;56;53;12;23;36;30;39;39;0;0;0;0;1;15;0
2019-10-30 08:00:00;57;30;55;47;10;15;42;20;28;29;0;0;1;1;0;0;0
2019-10-30 08:15:00;50;20;49;57;12;16;23;23;32;35;0;0;2;0;1;0;0
2019-10-30 08:30:00;64;24;35;36;12;14;32;29;28;30;1;1;1;4;0;2;0
2019-10-30 08:45:00;45;19;32;32;6;16;22;23;46;50;0;0;1;1;0;0;0
2019-10-30 09:00:00;46;33;34;23;10;25;24;29;32;36;0;0;3;1;2;0;0
2019-10-30 09:15:00;54;22;34;27;16;12;18;27;32;38;0;0;0;0;0;1;0
2019-10-30 09:30:00;65;27;31;29;14;25;32;24;26;29;0;0;1;0;0;18;0
2019-10-30 09:45:00;46;25;25;27;15;17;23;31;280;53;0;0;0;0;2;3;1
2019-10-30 10:00:00;62;35;28;33;26;26;21;29;15;44;0;0;4;0;3;0;0
2019-10-30 10:15:00;49;46;36;30;15;17;22;31;32;67;0;0;0;2;0;0;0
2019-10-30 10:30:00;49;44;25;27;25;23;26;23;22;50;4;0;1;0;6;1;0
2019-10-30 10:45:00;47;48;38;29;27;24;33;39;29;44;1;0;1;0;3;2;0
2019-10-30 11:00:00;46;39;34;26;23;34;27;37;34;51;1;0;1;0;3;0;0
2019-10-30 11:15:00;43;25;32;28;12;21;30;28;31;52;0;0;1;0;5;0;0
2019-10-30 11:30:00;63;26;28;24;16;19;42;37;35;49;0;0;0;0;4;1;0
2019-10-30 11:45:00;52;52;39;30;21;17;33;32;32;64;0;0;3;0;0;1;0
2019-10-30 12:00:00;46;46;26;26;23;14;32;30;36;61;5;0;0;0;2;0;0
2019-10-30 12:15:00;42;31;27;30;25;25;32;30;41;51;0;0;1;0;0;0;0
2019-10-30 12:30:00;55;26;37;29;10;28;33;39;35;55;0;0;0;0;0;0;1
2019-10-30 12:45:00;44;37;22;20;21;16;43;34;37;58;0;2;0;0;0;2;0
2019-10-30 13:00:00;76;35;29;25;16;23;26;41;43;63;0;1;1;0;0;0;0
2019-10-30 13:15:00;93;30;27;43;11;19;37;29;34;55;2;0;1;2;1;18;0
2019-10-30 13:30:00;97;28;36;37;15;14;23;34;36;65;0;3;0;0;0;2;2
2019-10-30 13:45:00;84;27;46;70;27;19;38;44;44;81;3;0;0;1;8;0;0
2019-10-30 14:00:00;74;35;44;38;7;20;34;62;67;96;0;2;0;0;2;22;0
2019-10-30 14:15:00;57;34;23;22;13;20;49;71;82;106;0;0;2;0;0;0;0
2019-10-30 14:30:00;52;50;26;18;22;48;48;76;90;111;1;0;0;0;6;1;3
2019-10-30 14:45:00;53;38;35;18;15;51;42;76;70;87;0;0;0;0;15;0;0
2019-10-30 15:00:00;43;36;30;39;14;40;53;64;59;90;0;0;2;0;0;1;0
2019-10-30 15:15:00;44;40;19;19;22;59;62;83;66;112;0;4;0;4;5;0;0
2019-10-30 15:30:00;62;54;25;21;22;51;66;76;72;104;1;2;4;0;2;2;1
2019-10-30 15:45:00;37;42;19;19;19;58;51;49;60;94;0;0;0;0;12;1;0
2019-10-30 16:00:00;53;43;26;20;22;55;52;64;66;90;3;0;0;0;21;1;0
2019-10-30 16:15:00;47;49;21;11;18;57;51;65;78;98;0;0;2;0;0;13;0
2019-10-30 16:30:00;54;51;29;21;17;62;58;69;53;83;2;0;4;0;6;3;0
2019-10-30 16:45:00;59;53;24;19;23;53;57;58;61;89;1;2;8;0;0;0;0
2019-10-30 17:00:00;67;57;37;19;18;44;52;47;66;86;1;0;3;0;0;0;0
2019-10-30 17:15:00;48;48;28;24;35;45;52;50;58;73;2;4;2;1;11;1;0
2019-10-30 17:30:00;55;55;29;28;26;55;62;64;73;91;0;0;9;1;5;2;0
2019-10-30 17:45:00;47;32;23;26;22;27;32;47;57;57;0;0;2;0;0;1;0
2019-10-30 18:00:00;47;45;49;23;23;19;29;37;37;57;1;0;2;0;2;0;0
2019-10-30 18:15:00;44;43;30;28;22;36;30;34;43;65;0;0;1;2;0;36;4
2019-10-30 18:30:00;40;58;22;24;15;17;30;29;31;54;0;0;1;3;7;35;5
2019-10-30 18:45:00;45;37;15;25;14;23;40;31;53;44;11;0;0;0;15;3;0
2019-10-30 19:00:00;40;33;16;40;14;15;31;24;34;52;1;0;0;0;2;1;0
2019-10-30 19:15:00;38;20;18;21;12;26;24;17;24;49;1;0;3;0;1;0;0
2019-10-30 19:30:00;33;26;17;17;13;10;13;25;28;28;0;0;0;1;0;2;0
2019-10-30 19:45:00;42;21;13;20;9;15;26;25;26;32;0;0;1;4;0;0;0
2019-10-30 20:00:00;24;24;12;14;14;19;19;13;19;42;0;0;0;0;1;0;0
2019-10-30 20:15:00;38;28;12;20;20;20;22;17;19;36;0;1;1;0;0;0;0
2019-10-30 20:30:00;35;27;12;11;8;11;18;14;15;25;0;0;0;0;0;0;0
2019-10-30 20:45:00;40;18;11;18;8;14;19;19;19;32;0;1;1;3;0;0;0
2019-10-30 21:00:00;64;8;21;30;9;10;14;7;11;18;4;1;1;0;1;0;0
2019-10-30 21:15:00;64;6;18;28;6;6;22;5;12;17;0;0;0;0;0;0;0
2019-10-30 21:30:00;36;5;12;18;6;6;9;17;32;38;0;0;0;0;0;1;0
2019-10-30 21:45:00;22;5;14;23;3;8;9;41;53;71;0;0;0;0;0;0;0
2019-10-30 22:00:00;43;17;13;22;11;8;14;73;87;119;0;0;6;0;0;0;0
2019-10-30 22:15:00;29;14;10;11;5;3;10;64;29;38;0;0;5;0;0;0;0
2019-10-30 22:30:00;21;10;6;8;3;7;10;16;21;26;0;0;0;0;9;0;0
2019-10-30 22:45:00;20;6;3;9;3;5;4;10;9;15;0;0;0;0;0;0;0
2019-10-30 23:00:00;13;7;7;9;4;6;7;5;5;11;0;0;0;0;0;9;0
2019-10-30 23:15:00;12;5;2;4;1;7;4;9;11;6;0;0;0;0;0;0;0
2019-10-30 23:30:00;4;2;4;4;3;4;3;5;6;9;0;0;2;0;0;0;0
2019-10-30 23:45:00;14;7;2;3;5;5;5;8;7;8;0;0;0;0;0;0;0
