DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-10-01 00:00:00;7;10;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 00:15:00;10;5;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 00:30:00;11;8;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 00:45:00;13;9;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:00:00;11;9;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:15:00;10;3;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:30:00;3;2;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:45:00;6;2;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:00:00;6;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;6;1;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:30:00;5;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:45:00;6;4;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;4;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;6;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:30:00;4;2;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:45:00;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:00:00;4;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:15:00;13;1;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:30:00;10;5;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:45:00;21;4;14;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:00:00;27;10;13;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:15:00;52;24;19;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:30:00;55;45;28;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:45:00;51;56;39;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:00:00;61;53;43;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:15:00;71;60;43;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:30:00;91;90;68;141;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:45:00;102;88;56;153;4;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:00:00;80;76;50;116;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:15:00;86;89;58;134;6;1;0;0;1;14;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:30:00;31;33;31;60;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:45:00;130;131;83;195;19;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:00:00;118;111;89;173;3;2;0;0;9;2;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:15:00;106;102;65;140;5;3;0;0;14;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:30:00;122;145;64;141;6;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:45:00;90;91;61;106;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:00:00;78;84;47;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:15:00;91;75;63;112;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:30:00;103;117;62;132;1;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:45:00;84;104;63;152;4;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 10:00:00;103;81;52;117;5;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0
2020-10-01 10:15:00;87;96;66;129;3;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 10:30:00;90;112;67;104;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 10:45:00;92;115;88;146;0;4;0;0;3;2;0;0;0;0;0;0;0;0;0;0
2020-10-01 11:00:00;94;86;72;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 11:15:00;102;100;80;174;7;6;0;0;4;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 11:30:00;103;105;85;151;1;3;0;0;18;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 11:45:00;95;113;83;150;2;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 12:00:00;104;106;75;157;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 12:15:00;107;103;84;154;0;23;0;0;84;1;1;0;0;0;0;0;0;0;0;0
2020-10-01 12:30:00;68;74;57;148;7;2;0;0;3;12;1;0;0;0;0;0;0;0;0;0
2020-10-01 12:45:00;91;76;66;129;1;0;0;0;12;4;0;0;0;0;0;0;0;0;0;0
2020-10-01 13:00:00;95;113;69;150;8;22;0;0;55;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 13:15:00;118;144;77;149;3;2;0;0;29;10;0;0;0;0;0;0;0;0;0;0
2020-10-01 13:30:00;90;74;72;157;5;15;0;0;19;3;2;0;0;0;0;0;0;0;0;0
2020-10-01 13:45:00;115;113;80;181;4;3;0;0;4;3;1;0;0;0;0;0;0;0;0;0
2020-10-01 14:00:00;118;120;77;167;3;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 14:15:00;108;110;76;170;14;1;0;0;11;3;0;1;0;0;0;0;0;0;0;0
2020-10-01 14:30:00;101;110;83;188;4;1;0;0;2;2;0;1;0;0;0;0;0;0;0;0
2020-10-01 14:45:00;121;133;91;187;6;1;0;0;7;2;0;0;0;0;0;0;0;0;0;0
2020-10-01 15:00:00;142;140;94;188;3;1;0;0;10;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 15:15:00;130;133;104;199;7;1;0;2;1;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 15:30:00;125;150;93;192;4;21;0;1;6;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 15:45:00;146;141;119;250;2;75;0;0;47;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 16:00:00;123;135;102;227;3;0;0;0;28;0;4;0;0;0;0;0;0;0;0;0
2020-10-01 16:15:00;132;130;109;226;6;3;1;1;17;2;3;0;0;0;0;0;0;0;0;0
2020-10-01 16:30:00;154;145;125;241;3;6;0;0;12;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 16:45:00;133;153;104;208;6;6;0;1;1;1;1;0;0;0;0;0;0;0;0;0
2020-10-01 17:00:00;126;137;113;216;3;8;0;0;10;11;0;0;0;0;0;0;0;0;0;0
2020-10-01 17:15:00;147;151;118;237;2;3;0;0;5;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 17:30:00;138;134;99;232;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 17:45:00;124;141;313;222;5;8;0;2;6;16;1;0;0;0;0;0;0;0;0;0
2020-10-01 18:00:00;134;129;107;193;0;10;0;1;3;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 18:15:00;127;133;93;201;0;51;0;2;54;6;5;0;0;0;0;0;0;0;0;0
2020-10-01 18:30:00;86;107;84;172;3;9;7;7;2;0;2;0;0;0;0;0;0;0;0;0
2020-10-01 18:45:00;105;81;82;167;2;4;0;0;14;3;0;0;0;0;0;0;0;0;0;0
2020-10-01 19:00:00;97;114;75;145;6;5;2;0;11;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 19:15:00;72;81;56;131;23;4;0;0;7;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 19:30:00;74;60;60;129;2;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 19:45:00;71;71;74;153;2;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 20:00:00;59;66;54;112;3;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 20:15:00;66;56;40;105;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 20:30:00;44;50;33;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 20:45:00;41;30;27;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 21:00:00;46;41;54;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 21:15:00;84;55;39;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 21:30:00;57;32;33;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 21:45:00;63;34;25;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 22:00:00;33;22;27;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 22:15:00;39;37;46;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 22:30:00;25;23;11;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 22:45:00;20;17;19;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 23:00:00;23;18;9;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 23:15:00;13;12;16;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 23:30:00;19;13;13;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 23:45:00;15;12;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
