DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-02-02 00:00:00;1;3;0;0;5;6;0;0
2020-02-02 00:15:00;2;9;0;0;9;8;0;0
2020-02-02 00:30:00;2;6;0;0;2;7;0;0
2020-02-02 00:45:00;2;4;0;0;5;0;0;0
2020-02-02 01:00:00;3;4;1;0;4;1;0;0
2020-02-02 01:15:00;3;3;0;0;4;3;0;0
2020-02-02 01:30:00;2;7;0;0;3;4;0;0
2020-02-02 01:45:00;1;1;0;0;3;3;0;0
2020-02-02 02:00:00;1;5;0;0;0;2;0;0
2020-02-02 02:15:00;2;2;0;0;1;0;0;0
2020-02-02 02:30:00;0;3;0;0;2;6;0;0
2020-02-02 02:45:00;2;2;0;0;2;4;0;0
2020-02-02 03:00:00;1;4;0;0;4;2;0;0
2020-02-02 03:15:00;1;3;0;0;2;2;0;0
2020-02-02 03:30:00;1;7;0;0;3;3;0;0
2020-02-02 03:45:00;2;3;0;0;2;3;0;0
2020-02-02 04:00:00;1;3;0;0;3;2;0;0
2020-02-02 04:15:00;0;0;0;0;3;1;0;0
2020-02-02 04:30:00;1;0;0;0;2;2;0;0
2020-02-02 04:45:00;4;3;0;0;0;1;0;0
2020-02-02 05:00:00;1;4;0;0;2;2;0;0
2020-02-02 05:15:00;1;4;0;0;4;3;0;0
2020-02-02 05:30:00;2;6;0;0;4;5;0;0
2020-02-02 05:45:00;3;6;1;0;4;4;0;0
2020-02-02 06:00:00;3;4;0;0;6;5;0;0
2020-02-02 06:15:00;0;2;0;0;3;2;0;0
2020-02-02 06:30:00;2;0;0;0;4;4;0;0
2020-02-02 06:45:00;3;5;0;0;2;0;0;0
2020-02-02 07:00:00;3;4;0;0;4;1;0;0
2020-02-02 07:15:00;1;3;0;0;4;3;0;0
2020-02-02 07:30:00;1;4;0;0;3;0;0;0
2020-02-02 07:45:00;1;3;0;0;8;2;0;0
2020-02-02 08:00:00;1;2;0;0;4;3;0;0
2020-02-02 08:15:00;8;3;0;0;3;2;0;0
2020-02-02 08:30:00;5;4;0;0;4;6;0;0
2020-02-02 08:45:00;5;9;0;0;7;6;0;0
2020-02-02 09:00:00;10;14;0;0;4;5;0;0
2020-02-02 09:15:00;5;18;0;0;5;5;0;0
2020-02-02 09:30:00;12;23;0;0;6;11;0;0
2020-02-02 09:45:00;9;20;0;0;12;13;0;0
2020-02-02 10:00:00;12;10;0;0;6;5;0;0
