DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-05-03 00:00:00;7;6;5;0;7;3;6;1;1;1;0;0;0;0
2020-05-03 00:15:00;2;5;16;0;5;3;5;0;5;5;0;0;0;0
2020-05-03 00:30:00;12;4;4;1;2;3;3;1;4;3;0;0;0;0
2020-05-03 00:45:00;4;6;4;1;4;2;3;2;3;7;0;0;0;0
2020-05-03 01:00:00;6;6;6;0;5;1;3;1;5;4;0;0;0;0
2020-05-03 01:15:00;4;7;6;1;4;2;2;0;1;4;0;0;0;0
2020-05-03 01:30:00;3;4;5;0;6;3;0;0;4;2;0;0;0;0
2020-05-03 01:45:00;1;0;4;0;4;5;0;1;2;3;0;0;0;0
2020-05-03 02:00:00;2;2;2;0;2;2;2;0;2;1;0;0;0;0
2020-05-03 02:15:00;1;1;3;0;2;2;2;0;0;3;0;0;0;0
2020-05-03 02:30:00;2;2;5;0;0;2;0;0;1;4;0;0;0;0
2020-05-03 02:45:00;1;1;1;0;0;1;1;0;0;1;0;0;0;0
2020-05-03 03:00:00;0;2;2;0;0;0;0;0;0;2;0;0;0;0
2020-05-03 03:15:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-05-03 03:30:00;3;1;4;0;3;0;1;2;0;2;0;0;0;0
2020-05-03 03:45:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 04:00:00;1;1;2;0;2;0;0;0;3;0;0;0;0;0
2020-05-03 04:15:00;0;0;3;0;0;0;1;1;1;0;0;0;0;0
2020-05-03 04:30:00;1;0;1;0;1;0;1;1;1;4;0;0;0;0
2020-05-03 04:45:00;1;1;2;0;3;1;0;0;4;0;0;0;0;0
2020-05-03 05:00:00;1;2;1;0;4;2;1;1;1;1;0;0;0;0
2020-05-03 05:15:00;1;2;3;1;2;1;4;2;1;0;0;0;0;0
2020-05-03 05:30:00;7;6;4;1;3;2;6;1;2;3;0;0;0;0
2020-05-03 05:45:00;4;7;9;2;2;2;3;1;5;3;0;0;0;0
