DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-12-10 00:00:00;3;4;2;0;4;4;2;1;6;4;718;0;0
2019-12-10 00:15:00;1;0;1;0;6;7;5;3;0;1;1631;0;0
2019-12-10 00:30:00;1;2;0;0;3;2;2;1;4;2;914;0;0
2019-12-10 00:45:00;4;3;0;0;2;4;7;4;4;0;689;0;0
2019-12-10 01:00:00;1;1;1;0;4;3;3;1;1;1;1067;0;0
2019-12-10 01:15:00;0;0;0;0;4;3;1;0;1;0;1424;0;0
2019-12-10 01:30:00;2;1;0;0;0;0;3;1;0;0;916;0;0
2019-12-10 01:45:00;0;1;0;0;3;4;6;2;1;1;1094;0;0
2019-12-10 02:00:00;2;0;0;0;1;0;2;2;0;0;602;0;0
2019-12-10 02:15:00;0;0;0;0;0;2;5;4;2;1;1208;0;0
2019-12-10 02:30:00;1;1;0;0;3;1;1;1;0;0;968;0;0
2019-12-10 02:45:00;0;2;1;0;0;1;3;2;0;1;976;0;1
2019-12-10 03:00:00;1;0;0;0;3;3;2;0;0;0;554;0;1
2019-12-10 03:15:00;1;0;0;0;2;2;2;0;2;0;741;0;0
2019-12-10 03:30:00;0;0;0;0;0;2;2;0;2;2;1375;0;0
2019-12-10 03:45:00;0;0;0;0;1;1;2;3;1;0;1226;0;0
2019-12-10 04:00:00;1;0;0;0;4;3;3;1;1;1;906;0;0
2019-12-10 04:15:00;2;3;0;0;4;1;1;0;1;1;179;0;0
2019-12-10 04:30:00;1;0;0;0;4;3;7;3;2;1;1220;0;0
2019-12-10 04:45:00;2;3;0;0;10;8;8;4;4;0;2082;0;0
2019-12-10 05:00:00;4;1;2;0;9;12;23;18;1;1;992;0;0
2019-12-10 05:15:00;5;2;0;1;17;17;47;36;9;5;359;0;0
2019-12-10 05:30:00;7;7;1;0;17;23;46;41;18;7;1067;0;0
2019-12-10 05:45:00;7;4;0;0;44;34;66;53;29;15;200;2;0
2019-12-10 06:00:00;14;7;1;0;42;42;44;44;20;4;488;0;1
2019-12-10 06:15:00;17;19;1;1;63;56;71;68;47;15;14;0;3
2019-12-10 06:30:00;12;20;5;1;45;47;90;95;45;21;603;2;1
2019-12-10 06:45:00;9;12;5;3;48;44;90;93;56;25;1536;8;1
2019-12-10 07:00:00;15;17;0;3;52;56;102;101;74;33;1027;2;2
2019-12-10 07:15:00;27;23;2;3;59;72;104;97;110;62;936;2;3
2019-12-10 07:30:00;31;26;0;1;68;67;109;67;111;75;155;2;1
2019-12-10 07:45:00;43;29;2;9;86;78;100;91;97;69;52;0;2
2019-12-10 08:00:00;35;27;0;2;89;65;98;84;98;53;12;3;1
2019-12-10 08:15:00;31;24;1;6;94;84;77;79;67;28;8;3;0
