DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-07-13 00:00:00;6;2;0;1;0;0;0;0
2020-07-13 00:15:00;6;3;2;2;0;0;0;0
2020-07-13 00:30:00;3;1;1;0;0;0;0;0
2020-07-13 00:45:00;4;4;0;0;0;0;0;0
2020-07-13 01:00:00;0;2;1;0;0;0;0;0
2020-07-13 01:15:00;3;5;0;0;0;0;0;0
2020-07-13 01:30:00;5;4;0;0;0;0;0;0
2020-07-13 01:45:00;2;0;1;0;0;0;0;0
2020-07-13 02:00:00;0;6;1;0;0;0;0;0
2020-07-13 02:15:00;2;1;0;0;0;0;0;0
2020-07-13 02:30:00;0;2;1;0;0;0;0;0
2020-07-13 02:45:00;3;1;2;1;0;0;0;0
2020-07-13 03:00:00;2;2;1;0;0;0;0;0
2020-07-13 03:15:00;1;1;0;0;0;0;0;0
2020-07-13 03:30:00;4;2;0;1;0;0;0;0
2020-07-13 03:45:00;0;0;1;1;0;0;0;0
2020-07-13 04:00:00;1;3;2;0;0;0;0;0
2020-07-13 04:15:00;6;5;0;0;0;0;0;0
2020-07-13 04:30:00;4;1;0;0;0;0;0;0
2020-07-13 04:45:00;8;4;0;1;0;0;0;0
2020-07-13 05:00:00;13;10;1;1;0;0;0;0
2020-07-13 05:15:00;24;8;2;2;0;0;0;0
2020-07-13 05:30:00;23;20;0;0;0;0;0;0
2020-07-13 05:45:00;18;30;0;0;0;0;0;0
2020-07-13 06:00:00;32;19;2;1;0;0;0;0
2020-07-13 06:15:00;36;31;0;3;0;0;0;0
2020-07-13 06:30:00;66;24;4;2;0;0;0;0
2020-07-13 06:45:00;33;51;4;3;0;0;0;0
2020-07-13 07:00:00;58;43;3;3;0;0;0;0
2020-07-13 07:15:00;54;64;2;2;0;0;0;0
2020-07-13 07:30:00;73;66;2;2;0;0;1;0
2020-07-13 07:45:00;67;48;5;3;0;0;0;0
2020-07-13 08:00:00;64;70;4;3;0;0;0;0
2020-07-13 08:15:00;52;57;2;1;0;0;0;0
2020-07-13 08:30:00;52;47;1;0;0;0;0;0
2020-07-13 08:45:00;48;53;3;1;0;0;0;0
2020-07-13 09:00:00;44;27;3;3;0;0;0;0
2020-07-13 09:15:00;47;37;0;2;0;0;0;0
2020-07-13 09:30:00;38;42;0;0;0;0;0;0
2020-07-13 09:45:00;36;48;0;0;0;0;2;0
2020-07-13 10:00:00;49;37;3;1;0;0;3;0
2020-07-13 10:15:00;51;41;1;0;0;0;0;0
2020-07-13 10:30:00;51;48;2;1;0;0;0;0
2020-07-13 10:45:00;31;43;0;0;0;0;2;0
2020-07-13 11:00:00;47;38;0;1;0;0;1;0
2020-07-13 11:15:00;45;50;2;1;0;0;0;0
2020-07-13 11:30:00;46;46;2;0;0;0;1;3
2020-07-13 11:45:00;54;37;5;3;0;0;3;0
2020-07-13 12:00:00;72;42;5;2;0;0;0;0
2020-07-13 12:15:00;48;38;4;3;0;0;0;0
2020-07-13 12:30:00;68;52;11;10;0;0;0;0
2020-07-13 12:45:00;41;46;8;4;0;0;0;0
2020-07-13 13:00:00;71;37;7;4;0;0;4;0
2020-07-13 13:15:00;55;54;0;0;0;0;3;0
2020-07-13 13:30:00;52;45;3;0;0;0;1;0
2020-07-13 13:45:00;53;47;3;2;0;0;1;1
2020-07-13 14:00:00;52;38;3;0;0;0;0;0
2020-07-13 14:15:00;53;52;1;1;0;0;0;0
2020-07-13 14:30:00;61;54;4;1;0;0;5;36
2020-07-13 14:45:00;47;59;3;2;0;0;0;0
2020-07-13 15:00:00;56;57;3;2;0;0;2;0
2020-07-13 15:15:00;59;58;1;1;0;0;9;36
2020-07-13 15:30:00;65;55;3;5;0;0;0;0
2020-07-13 15:45:00;49;46;3;4;0;0;0;0
2020-07-13 16:00:00;77;44;2;5;0;0;0;0
2020-07-13 16:15:00;67;83;4;3;0;0;3;0
2020-07-13 16:30:00;51;40;3;3;0;0;0;0
2020-07-13 16:45:00;41;54;2;4;0;0;0;0
2020-07-13 17:00:00;66;49;1;1;0;0;0;0
2020-07-13 17:15:00;54;41;1;1;0;0;0;0
2020-07-13 17:30:00;67;46;2;5;0;0;0;0
2020-07-13 17:45:00;50;66;1;1;0;0;0;0
2020-07-13 18:00:00;66;53;1;2;0;0;0;0
2020-07-13 18:15:00;45;48;4;0;0;0;3;0
2020-07-13 18:30:00;43;33;4;1;0;0;0;0
2020-07-13 18:45:00;47;43;1;1;0;0;0;0
2020-07-13 19:00:00;43;33;1;1;0;0;0;0
2020-07-13 19:15:00;30;26;3;2;0;0;0;0
2020-07-13 19:30:00;36;27;1;1;0;0;0;0
2020-07-13 19:45:00;33;38;2;1;0;0;0;0
2020-07-13 20:00:00;22;26;1;1;0;0;1;0
2020-07-13 20:15:00;23;37;1;1;0;0;0;0
2020-07-13 20:30:00;30;27;4;2;0;0;0;0
2020-07-13 20:45:00;18;20;3;1;0;0;0;0
2020-07-13 21:00:00;27;16;2;1;0;0;1;0
2020-07-13 21:15:00;18;14;2;2;0;0;0;0
2020-07-13 21:30:00;25;16;1;0;0;0;0;0
2020-07-13 21:45:00;16;20;1;0;0;0;0;0
2020-07-13 22:00:00;10;15;0;0;0;0;0;0
2020-07-13 22:15:00;14;19;0;0;0;0;0;0
2020-07-13 22:30:00;8;9;1;0;0;0;0;0
2020-07-13 22:45:00;9;6;0;0;0;0;0;0
2020-07-13 23:00:00;10;7;1;0;0;0;0;0
2020-07-13 23:15:00;5;6;0;0;0;0;1;0
2020-07-13 23:30:00;5;6;2;1;0;0;0;0
2020-07-13 23:45:00;3;6;0;1;0;0;0;0
