DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-01-30 00:00:00;7;6;0;9;15;1;3;2;1;0;0;0;0;0
2020-01-30 00:15:00;9;12;0;5;7;1;1;3;5;0;0;0;0;0
2020-01-30 00:30:00;9;11;0;4;11;2;2;2;0;0;0;0;0;0
2020-01-30 00:45:00;7;9;0;4;3;5;1;4;0;0;0;0;0;0
2020-01-30 01:00:00;5;8;0;4;9;4;3;3;0;0;0;0;0;0
2020-01-30 01:15:00;4;5;0;5;10;3;0;1;0;0;0;0;0;0
2020-01-30 01:30:00;5;4;0;2;6;2;0;2;0;0;0;0;0;0
2020-01-30 01:45:00;4;4;0;4;5;0;0;0;0;0;0;0;0;0
2020-01-30 02:00:00;3;4;0;4;2;0;0;0;1;0;0;0;0;0
2020-01-30 02:15:00;1;2;0;5;6;0;0;0;0;0;0;0;0;0
2020-01-30 02:30:00;2;6;0;6;5;1;0;0;0;0;0;0;0;0
2020-01-30 02:45:00;2;6;0;7;6;0;1;1;1;0;0;0;0;0
2020-01-30 03:00:00;5;4;0;3;7;1;1;0;0;0;0;0;0;0
2020-01-30 03:15:00;3;5;0;6;4;1;0;2;0;0;0;0;0;0
2020-01-30 03:30:00;8;3;0;5;6;2;0;0;0;0;0;0;0;0
2020-01-30 03:45:00;6;9;0;4;6;0;0;0;0;0;0;0;0;0
2020-01-30 04:00:00;8;8;0;6;6;0;0;0;1;0;0;0;0;0
2020-01-30 04:15:00;14;14;0;9;18;1;0;0;0;0;0;0;0;0
2020-01-30 04:30:00;9;14;0;11;15;2;0;0;1;0;0;0;0;0
2020-01-30 04:45:00;26;23;0;10;18;4;1;1;0;0;0;0;0;0
2020-01-30 05:00:00;39;48;0;15;31;3;1;3;0;0;0;0;0;0
2020-01-30 05:15:00;119;140;0;22;45;7;2;3;0;0;0;0;0;0
2020-01-30 05:30:00;94;120;0;31;52;10;1;3;0;0;0;0;0;0
2020-01-30 05:45:00;105;145;0;54;73;11;0;5;1;3;0;0;0;0
2020-01-30 06:00:00;91;112;0;89;123;19;2;5;0;2;0;0;0;0
2020-01-30 06:15:00;136;150;1;71;112;42;4;6;4;2;0;0;0;0
2020-01-30 06:30:00;165;195;3;80;113;34;6;13;0;2;0;0;0;0
2020-01-30 06:45:00;164;191;2;78;104;42;6;20;8;2;0;0;0;0
2020-01-30 07:00:00;161;167;0;80;89;68;11;22;3;8;0;0;4;0
2020-01-30 07:15:00;176;189;0;116;101;102;16;48;11;13;0;5;13;0
2020-01-30 07:30:00;172;172;0;137;98;126;51;64;15;31;1;2;15;0
2020-01-30 07:45:00;147;156;0;120;103;117;74;62;20;23;0;6;6;0
2020-01-30 08:00:00;166;180;0;95;87;94;19;41;10;14;0;0;6;7
2020-01-30 08:15:00;171;176;3;91;87;89;18;32;10;7;0;39;14;0
2020-01-30 08:30:00;148;176;0;83;120;80;11;22;12;4;4;0;0;1
2020-01-30 08:45:00;127;150;1;87;111;68;17;24;7;11;8;0;2;0
2020-01-30 09:00:00;128;166;1;66;77;59;7;18;10;12;1;0;0;0
2020-01-30 09:15:00;100;156;1;83;83;64;17;23;11;13;0;2;4;0
2020-01-30 09:30:00;98;149;1;81;95;57;19;23;11;3;0;0;5;0
2020-01-30 09:45:00;84;118;1;84;96;76;19;25;12;11;0;4;2;0
2020-01-30 10:00:00;95;163;2;77;97;47;15;30;11;10;0;3;2;0
2020-01-30 10:15:00;91;152;1;84;105;42;23;37;13;8;3;0;10;1
2020-01-30 10:30:00;90;141;0;86;104;64;20;31;18;6;2;0;4;0
2020-01-30 10:45:00;93;129;1;89;109;50;8;27;11;6;1;0;13;8
2020-01-30 11:00:00;108;142;7;98;111;52;16;23;8;6;1;0;3;0
2020-01-30 11:15:00;82;149;2;100;109;52;15;32;16;2;5;3;2;1
2020-01-30 11:30:00;96;142;3;95;112;52;23;31;10;3;3;2;1;3
2020-01-30 11:45:00;92;137;2;104;111;70;21;29;10;3;2;0;0;4
2020-01-30 12:00:00;94;132;2;88;127;65;15;38;17;8;1;1;7;6
2020-01-30 12:15:00;84;150;1;101;112;53;28;37;18;7;1;4;6;0
2020-01-30 12:30:00;127;164;3;96;134;48;24;36;13;6;1;2;0;4
2020-01-30 12:45:00;107;148;0;112;113;71;15;32;11;7;0;2;0;0
2020-01-30 13:00:00;133;167;1;114;121;52;28;59;22;6;12;0;12;60
2020-01-30 13:15:00;154;167;2;106;129;62;20;34;22;9;3;2;11;3
2020-01-30 13:30:00;143;183;1;87;127;56;13;31;13;15;0;0;1;0
2020-01-30 13:45:00;150;182;3;104;119;55;17;38;14;7;10;1;24;5
2020-01-30 14:00:00;102;150;1;115;115;59;14;38;12;8;3;1;0;0
2020-01-30 14:15:00;112;157;1;119;134;85;10;33;15;8;2;6;6;8
2020-01-30 14:30:00;116;148;5;115;115;126;16;35;18;9;10;1;66;1
2020-01-30 14:45:00;120;146;0;120;109;118;22;29;15;13;8;5;31;2
2020-01-30 15:00:00;98;135;2;129;121;110;9;35;7;7;3;15;2;2
2020-01-30 15:15:00;116;154;0;139;121;91;28;42;12;8;1;4;24;6
2020-01-30 15:30:00;124;156;1;127;104;117;29;43;4;7;9;3;13;51
2020-01-30 15:45:00;121;183;0;123;110;132;30;48;10;6;4;0;45;2
2020-01-30 16:00:00;120;161;0;126;103;129;24;53;15;5;4;0;1;0
2020-01-30 16:15:00;153;155;1;104;93;116;39;45;16;6;14;10;4;1
2020-01-30 16:30:00;135;147;1;120;100;125;32;45;13;6;1;0;4;0
2020-01-30 16:45:00;140;149;3;109;97;117;34;51;8;13;1;15;11;6
2020-01-30 17:00:00;139;141;0;115;102;131;37;64;15;6;2;2;19;3
2020-01-30 17:15:00;138;158;1;119;99;111;38;55;11;11;4;3;5;0
2020-01-30 17:30:00;111;151;0;128;103;113;28;63;13;10;5;16;12;0
2020-01-30 17:45:00;134;159;1;118;104;118;40;47;11;9;4;0;3;30
2020-01-30 18:00:00;107;157;1;113;114;94;32;57;9;10;1;6;9;1
2020-01-30 18:15:00;120;165;1;122;125;100;23;39;9;8;2;0;2;2
2020-01-30 18:30:00;91;133;0;113;121;87;25;38;14;5;0;2;0;3
2020-01-30 18:45:00;91;131;1;112;133;90;13;24;14;5;2;1;4;0
2020-01-30 19:00:00;100;150;0;97;106;76;13;24;16;6;0;12;3;2
2020-01-30 19:15:00;92;144;0;94;101;62;14;30;8;3;0;0;2;0
2020-01-30 19:30:00;50;98;0;79;91;43;20;30;9;7;0;2;1;0
2020-01-30 19:45:00;60;96;1;75;92;52;17;28;7;2;5;0;1;13
2020-01-30 20:00:00;59;88;0;85;88;46;13;24;11;20;1;0;0;1
2020-01-30 20:15:00;53;97;1;84;88;34;8;19;15;9;0;0;0;0
2020-01-30 20:30:00;54;84;0;56;69;29;17;16;8;0;1;0;0;1
2020-01-30 20:45:00;62;86;0;36;63;22;19;17;8;3;1;0;1;3
2020-01-30 21:00:00;72;116;0;44;58;15;9;11;4;2;0;0;3;0
2020-01-30 21:15:00;78;113;1;33;59;13;9;19;8;1;0;0;0;0
2020-01-30 21:30:00;59;88;0;54;67;20;16;17;8;1;0;0;0;3
2020-01-30 21:45:00;33;61;0;70;92;15;7;13;6;3;1;0;0;3
2020-01-30 22:00:00;38;64;0;108;126;14;14;27;7;5;0;0;1;0
2020-01-30 22:15:00;33;59;0;68;87;19;12;24;6;0;0;0;0;0
