DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-01-03 00:00:00;9;17;13;1;4;21;1;0;9;7;6;7;0;0;0;0
2020-01-03 00:15:00;24;22;20;3;0;20;0;3;6;5;5;5;0;0;0;0
2020-01-03 00:30:00;19;23;18;1;3;24;1;5;5;5;5;5;0;0;0;0
2020-01-03 00:45:00;13;13;12;2;2;12;1;4;9;10;8;7;0;0;0;0
2020-01-03 01:00:00;15;18;16;1;3;15;0;2;3;3;3;3;0;0;0;0
2020-01-03 01:15:00;21;18;15;0;0;18;0;1;6;4;4;4;0;0;0;0
2020-01-03 01:30:00;24;13;11;0;1;15;1;0;2;2;2;2;0;0;0;0
2020-01-03 01:45:00;10;12;12;0;1;11;0;0;5;4;4;4;0;0;0;0
2020-01-03 02:00:00;9;10;10;4;3;10;0;4;3;3;3;3;0;0;0;0
2020-01-03 02:15:00;14;10;10;1;6;8;0;4;3;3;3;3;0;0;0;0
2020-01-03 02:30:00;7;11;12;1;5;14;0;1;2;2;2;2;0;0;0;0
2020-01-03 02:45:00;7;7;5;1;6;6;1;0;1;1;1;1;0;0;0;0
2020-01-03 03:00:00;7;5;6;0;2;2;0;1;1;1;0;1;0;0;0;0
2020-01-03 03:15:00;7;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-01-03 03:30:00;3;9;10;3;1;7;0;0;4;3;2;2;0;0;0;0
2020-01-03 03:45:00;6;4;3;0;3;2;1;2;3;2;2;2;0;0;0;0
2020-01-03 04:00:00;7;5;5;1;3;7;0;0;1;1;1;1;0;0;0;0
2020-01-03 04:15:00;8;10;7;0;2;7;0;0;0;0;0;0;0;0;0;0
2020-01-03 04:30:00;7;10;10;0;4;10;0;0;6;6;7;6;0;0;0;0
2020-01-03 04:45:00;5;12;11;1;6;9;0;3;4;4;4;5;0;0;0;0
2020-01-03 05:00:00;17;16;14;0;4;15;1;6;1;1;1;1;0;0;0;0
2020-01-03 05:15:00;23;13;12;1;12;13;2;3;4;4;3;3;0;0;0;0
2020-01-03 05:30:00;38;50;34;1;9;50;0;10;10;13;11;10;0;0;0;0
2020-01-03 05:45:00;25;64;42;2;7;63;1;7;8;8;8;7;0;0;0;0
2020-01-03 06:00:00;34;37;30;2;12;35;0;2;9;10;9;9;0;0;0;0
2020-01-03 06:15:00;38;56;36;5;18;53;0;10;13;14;14;14;0;0;0;0
2020-01-03 06:30:00;44;77;45;1;8;73;2;11;14;14;10;11;0;0;0;0
2020-01-03 06:45:00;49;57;35;6;11;59;1;13;10;10;10;10;0;0;0;0
2020-01-03 07:00:00;57;72;36;5;22;67;4;17;9;8;7;8;0;0;0;0
2020-01-03 07:15:00;70;76;35;9;18;70;4;13;19;20;21;20;0;0;0;0
2020-01-03 07:30:00;58;85;46;12;19;79;6;20;23;25;26;27;0;0;0;0
2020-01-03 07:45:00;66;70;36;10;28;72;1;24;25;23;20;21;1;0;1;0
2020-01-03 08:00:00;77;78;42;7;24;81;3;17;14;15;8;10;1;0;0;0
2020-01-03 08:15:00;82;85;59;20;22;75;4;18;19;18;18;18;0;0;0;0
2020-01-03 08:30:00;71;101;59;12;24;91;3;33;26;26;18;20;0;0;0;0
2020-01-03 08:45:00;82;118;83;15;32;104;6;29;25;24;23;22;0;0;0;0
2020-01-03 09:00:00;104;126;77;19;35;112;6;43;28;26;25;26;0;0;0;0
2020-01-03 09:15:00;94;124;77;23;21;104;7;37;35;37;31;33;0;0;0;0
2020-01-03 09:30:00;120;159;83;29;35;139;11;44;45;44;42;44;1;0;0;0
2020-01-03 09:45:00;140;167;91;35;41;149;15;46;47;45;41;42;0;0;0;1
2020-01-03 10:00:00;141;174;83;42;40;158;9;40;42;45;37;39;0;0;0;0
2020-01-03 10:15:00;138;167;96;45;42;141;8;56;48;47;43;41;0;0;0;0
2020-01-03 10:30:00;127;152;94;39;34;143;5;51;42;40;36;40;0;0;5;0
2020-01-03 10:45:00;150;203;100;42;44;195;11;43;56;60;56;57;0;0;0;2
2020-01-03 11:00:00;180;189;137;41;46;158;7;70;51;49;46;46;0;0;0;0
2020-01-03 11:15:00;161;186;88;36;34;181;10;51;48;50;49;48;0;0;1;4
2020-01-03 11:30:00;171;162;99;61;51;153;7;56;52;54;48;49;0;0;0;0
2020-01-03 11:45:00;182;177;114;39;60;167;10;51;93;90;81;86;0;0;1;0
2020-01-03 12:00:00;163;180;120;60;53;165;10;52;53;51;49;51;1;0;3;1
2020-01-03 12:15:00;211;195;95;42;52;183;11;54;58;58;51;53;0;0;3;0
2020-01-03 12:30:00;181;193;102;52;55;178;11;41;60;66;56;61;0;2;2;17
2020-01-03 12:45:00;174;183;93;48;44;179;12;63;47;46;44;45;0;2;8;0
2020-01-03 13:00:00;189;184;106;36;58;174;14;52;52;48;42;44;0;0;1;0
2020-01-03 13:15:00;191;200;104;46;43;180;17;62;57;59;57;64;4;0;3;10
2020-01-03 13:30:00;194;215;73;38;48;201;9;48;48;48;44;45;0;0;1;0
2020-01-03 13:45:00;209;217;98;58;51;187;8;68;69;65;66;65;1;0;1;3
2020-01-03 14:00:00;211;204;104;50;69;191;14;64;56;60;56;57;2;0;0;0
2020-01-03 14:15:00;199;204;100;44;48;185;12;64;77;80;70;72;1;0;0;0
2020-01-03 14:30:00;203;230;97;60;33;223;11;52;63;67;55;59;0;0;0;1
2020-01-03 14:45:00;204;240;96;41;60;217;11;47;51;55;45;49;15;0;0;0
2020-01-03 15:00:00;194;204;87;45;56;183;13;61;76;68;71;68;4;2;0;0
2020-01-03 15:15:00;186;217;91;46;40;195;15;68;56;55;52;52;9;5;0;1
2020-01-03 15:30:00;186;215;88;50;48;198;11;72;67;65;65;64;0;0;0;0
2020-01-03 15:45:00;194;214;94;54;44;189;9;47;63;62;54;57;5;0;4;2
2020-01-03 16:00:00;194;229;77;40;38;199;6;51;47;49;44;50;0;0;3;0
2020-01-03 16:15:00;191;213;91;56;44;181;5;46;53;53;51;50;0;0;0;0
2020-01-03 16:30:00;181;201;88;37;44;184;13;58;33;38;36;38;1;1;0;3
2020-01-03 16:45:00;184;170;89;33;52;153;19;50;53;51;49;49;0;0;0;2
2020-01-03 17:00:00;158;188;93;37;59;169;9;32;62;63;60;61;0;0;0;5
2020-01-03 17:15:00;189;190;95;37;63;166;7;49;59;56;51;49;1;0;0;2
2020-01-03 17:30:00;181;180;80;37;39;153;10;42;53;49;46;45;0;0;1;1
2020-01-03 17:45:00;193;169;84;44;32;149;5;49;62;63;59;59;0;0;0;0
2020-01-03 18:00:00;206;189;94;33;41;177;7;35;45;45;41;44;0;1;0;7
2020-01-03 18:15:00;204;155;81;33;46;141;10;39;31;30;32;33;12;0;0;0
2020-01-03 18:30:00;207;135;77;36;46;113;5;43;47;45;40;44;3;1;7;4
2020-01-03 18:45:00;154;155;68;21;36;134;8;36;37;39;40;42;2;0;0;0
2020-01-03 19:00:00;121;149;76;19;40;136;7;35;37;38;30;37;1;1;0;0
2020-01-03 19:15:00;119;123;56;23;38;110;2;27;31;33;26;28;1;1;0;0
2020-01-03 19:30:00;122;96;57;21;34;88;9;20;21;24;21;20;0;0;1;1
2020-01-03 19:45:00;156;110;57;9;29;106;1;21;32;30;25;26;0;0;0;0
2020-01-03 20:00:00;150;73;45;15;34;70;3;15;28;30;28;27;0;0;0;0
2020-01-03 20:15:00;108;97;55;10;25;95;4;16;27;25;26;27;0;0;0;0
2020-01-03 20:30:00;79;85;47;9;17;78;1;9;16;17;15;16;0;0;0;0
2020-01-03 20:45:00;84;71;48;5;16;67;2;9;22;20;19;21;0;0;0;0
2020-01-03 21:00:00;69;61;42;11;18;57;1;10;14;13;11;11;0;0;0;0
2020-01-03 21:15:00;86;57;40;8;11;50;2;9;9;9;10;9;0;0;0;0
2020-01-03 21:30:00;53;57;44;4;11;60;2;7;11;12;11;11;0;0;0;0
2020-01-03 21:45:00;68;57;41;5;11;51;2;15;14;15;13;16;0;0;0;0
2020-01-03 22:00:00;86;89;58;3;14;92;5;15;29;28;25;30;0;0;0;0
2020-01-03 22:15:00;78;107;55;4;14;103;2;5;28;27;25;26;0;0;0;0
2020-01-03 22:30:00;72;47;38;10;14;47;2;7;18;17;19;17;0;0;2;0
2020-01-03 22:45:00;54;61;42;1;5;62;1;5;14;12;12;12;0;0;0;0
2020-01-03 23:00:00;44;41;30;1;10;47;0;3;9;9;8;8;0;0;0;0
2020-01-03 23:15:00;36;47;35;2;5;48;0;6;12;11;11;11;0;0;0;0
2020-01-03 23:30:00;30;37;32;1;7;35;1;2;10;13;10;10;0;0;0;0
2020-01-03 23:45:00;36;33;26;4;5;34;0;5;7;6;7;7;0;0;0;0
