DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-08-21 00:00:00;0;0;7;2;3;15;0;0;0;0;0;0;0;0
2020-08-21 00:15:00;0;0;10;1;2;12;0;0;0;0;0;0;0;0
2020-08-21 00:30:00;1;0;8;1;1;11;0;0;0;0;0;0;0;0
2020-08-21 00:45:00;0;0;6;1;1;9;0;0;0;0;0;0;0;0
2020-08-21 01:00:00;0;0;5;0;1;5;0;0;0;0;0;0;0;0
2020-08-21 01:15:00;0;0;6;0;0;11;0;0;0;0;0;0;0;0
2020-08-21 01:30:00;1;0;1;1;2;5;0;0;0;0;0;0;0;0
2020-08-21 01:45:00;0;0;0;1;2;12;0;0;0;0;0;0;0;0
2020-08-21 02:00:00;0;0;5;1;1;4;0;0;0;0;0;0;0;0
2020-08-21 02:15:00;0;0;4;0;1;5;0;0;0;0;0;0;0;0
2020-08-21 02:30:00;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-08-21 02:45:00;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-08-21 03:00:00;1;0;4;1;1;1;0;0;0;0;0;0;0;0
2020-08-21 03:15:00;0;0;2;1;1;3;0;0;0;0;0;0;0;0
2020-08-21 03:30:00;0;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-08-21 03:45:00;0;0;3;0;0;7;0;0;0;0;0;0;0;0
2020-08-21 04:00:00;0;0;5;0;0;2;0;0;0;0;0;0;0;0
2020-08-21 04:15:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-08-21 04:30:00;0;0;7;1;1;3;0;0;0;0;0;0;0;0
2020-08-21 04:45:00;0;0;15;0;1;5;0;0;0;0;0;0;0;0
2020-08-21 05:00:00;0;0;28;0;2;10;0;0;0;0;0;0;0;0
2020-08-21 05:15:00;0;0;60;3;3;12;0;0;0;0;0;0;0;0
2020-08-21 05:30:00;0;0;92;3;3;11;0;0;0;0;0;0;0;0
2020-08-21 05:45:00;2;0;104;4;5;29;0;0;0;0;0;0;0;0
2020-08-21 06:00:00;0;0;78;0;0;19;0;0;0;0;0;0;0;0
2020-08-21 06:15:00;0;0;116;4;4;34;0;0;0;0;0;0;0;0
2020-08-21 06:30:00;0;0;135;8;10;35;0;2;0;0;1;0;0;0
2020-08-21 06:45:00;1;0;137;7;9;46;0;0;0;0;1;0;0;0
2020-08-21 07:00:00;2;0;131;5;8;35;0;0;0;0;0;0;1;0
2020-08-21 07:15:00;1;0;130;10;10;49;0;0;0;0;1;0;0;0
2020-08-21 07:30:00;2;0;178;10;10;59;0;0;0;0;1;0;1;0
2020-08-21 07:45:00;2;0;147;6;12;77;0;1;0;0;0;0;0;0
2020-08-21 08:00:00;1;0;117;14;16;69;0;2;0;0;1;0;0;0
2020-08-21 08:15:00;1;0;122;6;8;68;0;0;0;0;0;0;0;0
2020-08-21 08:30:00;1;0;131;6;10;87;0;0;0;0;0;0;0;0
2020-08-21 08:45:00;0;0;148;11;12;94;0;1;0;0;0;0;0;0
2020-08-21 09:00:00;4;0;112;6;11;94;0;0;0;0;2;0;0;0
2020-08-21 09:15:00;4;0;126;9;12;92;0;1;0;0;0;0;0;0
2020-08-21 09:30:00;1;0;143;15;17;103;0;2;0;0;0;0;0;0
2020-08-21 09:45:00;5;0;150;11;14;101;0;0;0;0;0;0;0;0
2020-08-21 10:00:00;4;0;139;13;16;119;0;1;0;0;0;0;0;0
2020-08-21 10:15:00;6;0;131;9;11;111;0;6;0;0;1;0;2;0
2020-08-21 10:30:00;4;0;122;7;9;111;0;1;0;0;0;0;1;0
2020-08-21 10:45:00;2;0;133;11;18;150;0;1;0;0;0;0;3;0
2020-08-21 11:00:00;2;0;116;5;14;142;0;4;0;0;0;0;1;0
2020-08-21 11:15:00;4;0;112;9;14;149;0;1;0;0;0;0;2;0
2020-08-21 11:30:00;6;0;154;10;12;152;0;2;0;0;0;0;1;0
2020-08-21 11:45:00;1;0;107;8;12;136;0;0;0;0;2;0;0;0
2020-08-21 12:00:00;2;0;107;13;16;192;0;3;0;0;0;0;2;0
2020-08-21 12:15:00;3;0;108;8;13;202;0;3;0;0;1;0;0;0
2020-08-21 12:30:00;4;0;123;6;14;184;0;1;0;0;3;0;1;0
2020-08-21 12:45:00;0;0;121;4;9;208;0;5;0;0;1;0;0;0
2020-08-21 13:00:00;6;0;113;15;18;193;0;1;0;0;0;0;2;0
2020-08-21 13:15:00;3;0;106;8;15;194;0;2;0;0;0;0;1;0
2020-08-21 13:30:00;7;0;128;18;12;173;0;2;0;0;0;0;3;0
2020-08-21 13:45:00;3;0;122;10;13;186;0;2;0;0;2;0;1;0
2020-08-21 14:00:00;4;0;110;11;15;217;0;8;0;0;1;0;0;0
2020-08-21 14:15:00;2;0;115;15;16;213;0;4;0;0;2;0;6;0
2020-08-21 14:30:00;2;0;112;9;11;188;0;2;0;0;0;0;1;0
2020-08-21 14:45:00;2;0;120;7;8;174;0;1;0;0;0;0;0;0
2020-08-21 15:00:00;1;0;114;5;12;202;0;3;0;0;0;0;1;0
2020-08-21 15:15:00;7;0;95;4;7;150;0;3;0;0;0;0;1;0
2020-08-21 15:30:00;3;0;133;3;10;160;0;2;0;0;0;0;1;0
2020-08-21 15:45:00;4;0;96;8;13;184;0;5;0;0;0;0;1;0
2020-08-21 16:00:00;5;0;104;52;19;171;0;2;0;0;1;0;0;0
2020-08-21 16:15:00;3;0;91;13;18;160;0;5;0;0;1;0;0;0
2020-08-21 16:30:00;1;0;117;7;12;175;0;1;0;0;0;0;1;0
2020-08-21 16:45:00;5;0;119;8;11;156;0;4;0;0;1;0;0;0
2020-08-21 17:00:00;3;0;112;5;10;144;0;6;0;0;0;0;1;0
2020-08-21 17:15:00;1;0;122;5;12;157;0;2;0;0;0;0;7;0
2020-08-21 17:30:00;0;0;132;4;13;123;0;3;0;0;3;0;0;0
2020-08-21 17:45:00;2;0;132;7;10;161;0;2;0;0;3;0;3;0
2020-08-21 18:00:00;2;0;112;4;5;120;0;0;0;0;0;0;1;0
2020-08-21 18:15:00;0;0;114;10;15;145;0;0;0;0;5;0;0;0
2020-08-21 18:30:00;3;0;91;5;10;142;0;0;0;0;1;0;1;0
2020-08-21 18:45:00;2;0;130;9;9;118;0;3;0;0;1;0;4;0
2020-08-21 19:00:00;1;0;103;4;9;115;0;0;0;0;3;0;1;0
2020-08-21 19:15:00;2;0;81;10;11;93;0;1;0;0;0;0;3;0
2020-08-21 19:30:00;2;0;98;3;6;98;0;3;0;0;1;0;1;0
2020-08-21 19:45:00;3;0;108;7;6;103;0;0;0;0;0;0;2;0
2020-08-21 20:00:00;3;0;84;7;9;102;0;3;0;0;0;0;0;0
2020-08-21 20:15:00;1;0;78;4;7;86;0;1;0;0;0;0;4;0
2020-08-21 20:30:00;2;0;71;6;14;89;0;1;0;0;0;0;1;0
2020-08-21 20:45:00;2;0;98;4;10;86;0;2;0;0;2;0;0;0
2020-08-21 21:00:00;4;0;56;5;4;91;0;0;0;0;1;0;0;0
2020-08-21 21:15:00;0;0;57;9;13;69;0;1;0;0;0;0;0;0
2020-08-21 21:30:00;0;0;40;7;8;60;0;0;0;0;0;0;2;0
2020-08-21 21:45:00;0;0;40;2;3;45;0;0;0;0;0;0;0;0
2020-08-21 22:00:00;0;0;32;2;4;53;0;0;0;0;0;0;3;0
2020-08-21 22:15:00;3;0;37;1;4;56;0;0;0;0;0;0;0;0
2020-08-21 22:30:00;1;0;24;0;4;55;0;0;0;0;0;0;0;0
2020-08-21 22:45:00;0;0;31;1;3;46;0;0;0;0;0;0;0;0
2020-08-21 23:00:00;0;0;31;3;5;36;0;0;0;0;0;0;0;0
2020-08-21 23:15:00;3;0;21;2;4;46;0;0;0;0;0;0;0;0
2020-08-21 23:30:00;2;0;20;0;1;32;0;2;0;0;0;0;0;0
2020-08-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
