DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-02-21 00:00:00;14;0;2;0;0;0
2020-02-21 00:15:00;5;0;4;0;0;0
2020-02-21 00:30:00;9;0;5;0;0;0
2020-02-21 00:45:00;6;0;5;0;0;0
2020-02-21 01:00:00;13;0;6;1;0;0
2020-02-21 01:15:00;11;0;5;0;0;0
2020-02-21 01:30:00;12;0;9;0;0;0
2020-02-21 01:45:00;8;0;5;1;0;0
2020-02-21 02:00:00;9;0;7;1;0;0
2020-02-21 02:15:00;11;1;8;0;0;0
2020-02-21 02:30:00;10;1;3;0;0;0
2020-02-21 02:45:00;15;0;7;0;0;0
2020-02-21 03:00:00;9;0;10;0;0;0
2020-02-21 03:15:00;9;0;10;1;1;0
2020-02-21 03:30:00;3;0;3;1;0;0
2020-02-21 03:45:00;6;1;8;0;0;0
2020-02-21 04:00:00;8;1;8;0;0;0
2020-02-21 04:15:00;9;0;8;1;0;0
2020-02-21 04:30:00;10;2;17;0;0;0
2020-02-21 04:45:00;13;5;25;0;0;0
2020-02-21 05:00:00;32;10;82;0;5;10
2020-02-21 05:15:00;46;37;177;3;13;4
2020-02-21 05:30:00;77;42;175;34;9;14
2020-02-21 05:45:00;123;23;129;68;9;13
2020-02-21 06:00:00;93;7;98;23;8;6
2020-02-21 06:15:00;69;17;121;7;7;6
2020-02-21 06:30:00;86;23;153;10;7;6
2020-02-21 06:45:00;77;20;139;2;5;8
2020-02-21 07:00:00;82;17;140;2;11;16
2020-02-21 07:15:00;99;12;143;2;4;5
2020-02-21 07:30:00;119;9;117;1;17;7
2020-02-21 07:45:00;120;6;110;1;6;1
2020-02-21 08:00:00;96;5;107;2;2;1
2020-02-21 08:15:00;83;6;112;2;1;6
2020-02-21 08:30:00;72;2;90;2;0;0
2020-02-21 08:45:00;64;5;69;5;4;3
2020-02-21 09:00:00;59;3;64;2;1;1
2020-02-21 09:15:00;51;0;52;1;3;1
2020-02-21 09:30:00;50;1;76;5;0;5
2020-02-21 09:45:00;55;1;69;0;0;1
2020-02-21 10:00:00;51;2;60;5;2;5
2020-02-21 10:15:00;65;1;70;2;0;4
2020-02-21 10:30:00;53;4;68;5;0;1
2020-02-21 10:45:00;60;1;51;3;0;1
2020-02-21 11:00:00;56;3;51;4;0;0
2020-02-21 11:15:00;80;0;63;4;7;4
2020-02-21 11:30:00;57;1;63;5;0;0
2020-02-21 11:45:00;96;1;61;10;2;1
2020-02-21 12:00:00;86;1;90;17;5;10
2020-02-21 12:15:00;110;2;57;17;14;1
2020-02-21 12:30:00;111;7;69;16;6;2
2020-02-21 12:45:00;75;1;75;12;9;28
2020-02-21 13:00:00;99;6;85;11;2;13
2020-02-21 13:15:00;106;6;110;15;11;7
2020-02-21 13:30:00;126;15;125;9;11;17
2020-02-21 13:45:00;123;24;124;37;9;16
2020-02-21 14:00:00;143;16;110;54;17;17
2020-02-21 14:15:00;137;3;90;81;8;14
2020-02-21 14:30:00;153;2;70;96;9;6
2020-02-21 14:45:00;122;3;82;34;8;10
2020-02-21 15:00:00;102;1;73;38;15;6
2020-02-21 15:15:00;150;4;88;38;13;6
2020-02-21 15:30:00;115;4;74;24;13;7
2020-02-21 15:45:00;84;0;83;18;2;6
2020-02-21 16:00:00;81;3;64;11;0;2
2020-02-21 16:15:00;100;1;56;9;2;1
2020-02-21 16:30:00;76;1;69;11;1;0
2020-02-21 16:45:00;68;0;62;3;3;0
2020-02-21 17:00:00;88;1;48;5;0;12
2020-02-21 17:15:00;72;4;53;12;0;1
2020-02-21 17:30:00;57;0;46;5;0;3
2020-02-21 17:45:00;36;0;68;6;0;1
2020-02-21 18:00:00;57;1;57;4;1;2
2020-02-21 18:15:00;51;1;40;4;0;0
2020-02-21 18:30:00;63;1;54;6;0;0
2020-02-21 18:45:00;38;0;51;1;0;1
2020-02-21 19:00:00;33;0;32;2;0;0
2020-02-21 19:15:00;22;0;29;2;0;0
2020-02-21 19:30:00;32;0;30;2;0;0
2020-02-21 19:45:00;30;1;26;1;0;0
2020-02-21 20:00:00;29;0;16;5;0;0
2020-02-21 20:15:00;31;0;20;6;0;0
2020-02-21 20:30:00;35;2;23;0;1;0
2020-02-21 20:45:00;33;2;42;2;2;0
2020-02-21 21:00:00;29;4;86;6;9;5
2020-02-21 21:15:00;38;14;103;7;11;6
2020-02-21 21:30:00;38;17;86;35;8;16
2020-02-21 21:45:00;59;3;49;48;7;22
2020-02-21 22:00:00;80;0;23;24;2;0
2020-02-21 22:15:00;26;1;17;9;0;0
2020-02-21 22:30:00;22;1;17;3;0;0
2020-02-21 22:45:00;26;0;8;1;0;0
2020-02-21 23:00:00;21;1;6;0;0;0
2020-02-21 23:15:00;13;0;8;0;0;0
2020-02-21 23:30:00;12;2;9;1;0;0
2020-02-21 23:45:00;12;0;6;2;0;0
