DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-05-05 00:00:00;0;1;0;1;2;1;0;0;3;5;4;0;1;2;0;0;0;0;0;0;0
2020-05-05 00:15:00;4;7;6;0;2;1;2;0;4;1;0;0;2;3;0;0;0;0;0;0;0
2020-05-05 00:30:00;3;6;3;1;3;0;1;0;4;4;2;0;4;3;1;0;0;0;0;0;0
2020-05-05 00:45:00;0;3;1;0;1;1;0;0;1;4;2;0;0;0;0;0;0;0;0;0;0
2020-05-05 01:00:00;3;1;1;2;2;4;2;0;2;1;0;0;1;1;2;0;0;0;0;0;0
2020-05-05 01:15:00;1;2;0;0;1;1;0;1;2;1;1;0;2;0;0;0;0;0;0;0;0
2020-05-05 01:30:00;2;5;3;2;1;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0
2020-05-05 01:45:00;0;1;0;1;0;0;0;0;2;3;0;1;1;2;1;0;0;0;0;0;0
2020-05-05 02:00:00;2;2;1;0;0;1;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0
2020-05-05 02:15:00;2;2;0;0;0;0;0;0;0;1;0;1;3;4;1;0;0;0;0;0;0
2020-05-05 02:30:00;2;4;0;0;1;0;0;0;2;0;1;0;2;2;0;0;0;0;0;0;0
2020-05-05 02:45:00;1;0;0;0;0;0;0;0;3;5;4;0;2;4;1;0;0;0;0;0;0
2020-05-05 03:00:00;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0
2020-05-05 03:15:00;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-05-05 03:30:00;1;3;0;1;0;0;0;0;0;1;1;0;1;6;0;0;0;0;0;0;0
2020-05-05 03:45:00;1;0;0;0;0;0;0;0;2;0;1;0;1;2;1;0;0;0;0;0;0
2020-05-05 04:00:00;4;3;2;0;0;1;0;0;1;2;1;0;2;3;1;0;0;0;0;0;0
2020-05-05 04:15:00;0;2;0;0;2;3;1;0;1;2;1;0;4;3;1;0;0;0;0;0;0
2020-05-05 04:30:00;3;5;0;1;1;2;0;0;4;1;0;0;3;6;1;0;0;0;0;0;0
2020-05-05 04:45:00;7;6;1;2;4;1;1;0;7;6;2;2;4;7;2;0;0;0;0;0;0
2020-05-05 05:00:00;4;12;3;2;4;7;1;0;8;7;2;0;7;4;2;0;0;0;0;0;0
2020-05-05 05:15:00;6;13;9;5;5;6;0;0;8;11;5;1;8;8;6;0;0;0;0;0;0
2020-05-05 05:30:00;31;26;9;6;6;23;2;0;19;29;6;1;20;7;6;0;0;0;0;0;0
2020-05-05 05:45:00;36;29;10;6;6;24;4;0;17;25;6;1;15;12;9;0;0;0;0;0;0
2020-05-05 06:00:00;25;24;12;4;4;26;5;2;22;33;8;4;12;15;10;0;0;0;0;0;0
2020-05-05 06:15:00;29;38;20;4;6;27;2;1;33;43;6;6;20;15;12;0;0;0;0;0;0
2020-05-05 06:30:00;68;46;24;7;18;39;6;1;49;54;18;9;33;23;22;0;0;0;0;0;0
2020-05-05 06:45:00;56;52;34;3;18;34;6;1;27;41;13;5;34;18;19;0;0;0;0;0;0
2020-05-05 07:00:00;37;35;23;7;9;32;2;1;32;43;8;5;38;17;21;0;0;0;0;0;0
2020-05-05 07:15:00;58;61;36;8;18;41;8;1;33;49;16;2;52;33;32;0;0;0;0;0;0
2020-05-05 07:30:00;60;63;35;11;29;50;13;3;52;46;18;12;56;28;23;0;0;0;0;0;0
2020-05-05 07:45:00;50;56;56;18;27;49;7;4;47;50;25;16;64;24;32;0;0;0;0;0;0
2020-05-05 08:00:00;38;57;43;6;26;47;8;2;34;32;13;13;51;22;18;0;0;0;0;0;0
2020-05-05 08:15:00;35;55;26;11;23;38;4;4;23;27;16;10;49;20;7;0;0;0;0;0;0
2020-05-05 08:30:00;30;54;26;21;29;29;6;2;41;36;16;5;49;25;24;0;0;2;0;0;0
2020-05-05 08:45:00;42;50;33;18;25;25;9;2;39;36;5;9;47;15;15;2;1;0;0;0;0
2020-05-05 09:00:00;34;68;29;16;36;39;9;7;28;31;11;12;49;27;21;0;0;0;0;0;0
2020-05-05 09:15:00;26;60;44;26;31;31;8;4;31;35;14;14;44;20;15;0;0;0;0;0;0
2020-05-05 09:30:00;23;71;33;23;38;33;4;6;44;38;15;10;62;24;23;0;0;0;0;0;0
2020-05-05 09:45:00;40;56;42;24;37;39;9;8;45;41;31;21;62;26;28;0;0;0;0;0;0
2020-05-05 10:00:00;31;67;28;30;32;38;13;2;36;30;21;24;57;17;9;0;0;0;0;0;0
2020-05-05 10:15:00;23;48;23;13;39;44;11;6;46;42;17;23;66;30;24;0;0;0;0;0;0
2020-05-05 10:30:00;20;72;41;23;46;39;7;5;34;35;25;16;73;21;16;7;0;4;0;0;0
2020-05-05 10:45:00;37;64;37;20;34;37;8;9;45;35;23;24;50;27;17;0;5;0;0;0;0
2020-05-05 11:00:00;29;62;37;22;38;37;11;8;46;37;16;22;76;29;29;0;0;0;0;0;0
2020-05-05 11:15:00;23;51;27;14;43;69;13;4;36;43;23;14;66;23;20;1;0;1;0;1;0
2020-05-05 11:30:00;30;58;42;19;48;50;11;8;58;46;13;16;63;25;20;0;0;0;0;0;0
2020-05-05 11:45:00;32;54;37;24;49;45;13;0;49;54;18;25;50;32;26;0;0;0;0;2;3
