DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-09-05 00:00:00;3;1;0;0;0;0
2020-09-05 00:15:00;2;2;0;0;0;0
2020-09-05 00:30:00;0;1;0;0;0;0
2020-09-05 00:45:00;0;2;0;0;0;0
2020-09-05 01:00:00;3;1;0;0;0;0
2020-09-05 01:15:00;2;2;0;0;0;0
2020-09-05 01:30:00;2;1;0;0;0;0
2020-09-05 01:45:00;2;2;0;0;0;0
2020-09-05 02:00:00;3;0;0;0;0;0
2020-09-05 02:15:00;0;1;0;0;0;0
2020-09-05 02:30:00;1;1;0;0;0;0
2020-09-05 02:45:00;3;0;0;0;0;0
2020-09-05 03:00:00;0;1;0;0;0;0
2020-09-05 03:15:00;3;3;0;0;0;0
2020-09-05 03:30:00;1;2;0;0;0;0
2020-09-05 03:45:00;0;1;0;0;0;0
2020-09-05 04:00:00;3;1;0;0;0;0
2020-09-05 04:15:00;1;0;0;0;0;0
2020-09-05 04:30:00;1;3;0;0;0;0
2020-09-05 04:45:00;0;0;0;0;0;0
2020-09-05 05:00:00;2;1;0;0;0;0
2020-09-05 05:15:00;2;2;0;0;0;0
2020-09-05 05:30:00;1;1;0;0;0;0
2020-09-05 05:45:00;2;7;0;0;0;0
2020-09-05 06:00:00;3;0;0;0;0;0
2020-09-05 06:15:00;1;7;0;0;0;0
2020-09-05 06:30:00;1;5;0;0;0;0
2020-09-05 06:45:00;1;2;0;0;0;0
2020-09-05 07:00:00;2;1;0;1;0;0
2020-09-05 07:15:00;2;4;0;0;0;0
2020-09-05 07:30:00;2;2;0;0;0;0
2020-09-05 07:45:00;3;7;0;0;0;0
2020-09-05 08:00:00;4;4;2;0;0;0
2020-09-05 08:15:00;2;7;0;0;0;0
2020-09-05 08:30:00;2;8;0;0;0;0
2020-09-05 08:45:00;7;5;0;1;0;0
2020-09-05 09:00:00;4;10;0;0;0;0
2020-09-05 09:15:00;9;7;2;0;0;0
2020-09-05 09:30:00;262;6;1;0;0;0
2020-09-05 09:45:00;8;12;0;0;0;0
2020-09-05 10:00:00;10;10;1;0;0;0
2020-09-05 10:15:00;8;15;4;1;0;0
2020-09-05 10:30:00;12;10;2;0;0;0
2020-09-05 10:45:00;15;13;2;5;0;0
2020-09-05 11:00:00;18;9;3;0;0;0
2020-09-05 11:15:00;14;11;1;1;0;0
2020-09-05 11:30:00;17;10;0;3;0;0
2020-09-05 11:45:00;14;12;4;2;0;0
2020-09-05 12:00:00;13;11;1;0;0;0
2020-09-05 12:15:00;4;6;5;0;0;0
2020-09-05 12:30:00;13;18;2;0;0;0
2020-09-05 12:45:00;10;10;0;1;0;0
2020-09-05 13:00:00;17;15;5;2;0;0
2020-09-05 13:15:00;10;13;0;5;0;0
2020-09-05 13:30:00;21;13;0;3;0;0
2020-09-05 13:45:00;6;8;2;0;0;0
2020-09-05 14:00:00;14;17;0;2;0;0
2020-09-05 14:15:00;16;7;0;3;0;0
2020-09-05 14:30:00;15;9;0;5;0;0
2020-09-05 14:45:00;13;14;2;3;0;0
2020-09-05 15:00:00;16;11;0;4;0;0
2020-09-05 15:15:00;15;12;7;6;0;0
2020-09-05 15:30:00;10;13;10;0;0;0
2020-09-05 15:45:00;12;9;2;1;0;0
2020-09-05 16:00:00;13;14;0;2;0;0
2020-09-05 16:15:00;19;9;4;3;0;0
2020-09-05 16:30:00;14;15;2;0;0;0
2020-09-05 16:45:00;14;12;4;3;0;0
2020-09-05 17:00:00;17;11;1;0;0;0
2020-09-05 17:15:00;15;10;7;7;0;0
2020-09-05 17:30:00;9;10;0;0;0;0
2020-09-05 17:45:00;14;14;2;3;0;0
2020-09-05 18:00:00;15;8;2;2;0;0
2020-09-05 18:15:00;10;13;8;1;0;0
2020-09-05 18:30:00;11;12;5;2;0;0
2020-09-05 18:45:00;11;12;5;3;0;0
2020-09-05 19:00:00;11;19;6;0;0;0
2020-09-05 19:15:00;11;9;3;2;0;0
2020-09-05 19:30:00;7;6;1;0;0;0
2020-09-05 19:45:00;13;7;1;1;0;0
2020-09-05 20:00:00;18;19;5;0;0;0
2020-09-05 20:15:00;5;13;0;0;0;0
2020-09-05 20:30:00;2;2;1;0;0;0
2020-09-05 20:45:00;2;2;0;0;0;0
2020-09-05 21:00:00;5;6;0;0;0;0
2020-09-05 21:15:00;9;1;0;0;0;0
2020-09-05 21:30:00;5;2;0;0;0;0
2020-09-05 21:45:00;4;4;0;0;0;0
2020-09-05 22:00:00;3;2;0;0;0;0
2020-09-05 22:15:00;8;2;0;0;0;0
2020-09-05 22:30:00;4;5;0;0;0;0
2020-09-05 22:45:00;0;4;0;0;0;0
2020-09-05 23:00:00;8;2;0;0;0;0
2020-09-05 23:15:00;3;9;0;0;0;0
2020-09-05 23:30:00;0;2;0;0;0;0
2020-09-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
