DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-10-25 00:00:00;2;0;6;4;0;0;0;0;0;0;0;0
2019-10-25 00:15:00;3;0;4;2;0;0;0;0;0;0;0;0
2019-10-25 00:30:00;6;0;6;2;0;0;0;0;0;0;0;0
2019-10-25 00:45:00;6;0;8;2;0;0;0;0;0;0;0;0
2019-10-25 01:00:00;6;0;5;1;0;0;0;0;0;0;0;0
2019-10-25 01:15:00;5;0;1;2;0;0;1;0;0;0;0;0
2019-10-25 01:30:00;2;0;1;0;0;0;0;0;0;0;0;0
2019-10-25 01:45:00;3;0;1;1;0;0;0;0;0;0;0;0
2019-10-25 02:00:00;0;0;4;1;0;0;0;0;0;0;0;0
2019-10-25 02:15:00;1;0;1;1;0;0;0;0;0;0;0;0
2019-10-25 02:30:00;0;0;3;0;0;0;0;0;0;0;0;0
2019-10-25 02:45:00;3;0;2;0;0;0;0;0;0;0;0;0
2019-10-25 03:00:00;0;0;1;0;0;0;0;0;0;0;0;0
2019-10-25 03:15:00;3;0;2;2;0;0;0;0;0;0;0;0
2019-10-25 03:30:00;1;0;3;2;0;0;0;0;0;0;0;0
2019-10-25 03:45:00;3;0;3;3;0;0;0;0;0;0;0;0
2019-10-25 04:00:00;4;0;1;0;0;0;0;0;0;0;0;0
2019-10-25 04:15:00;4;0;5;7;0;0;0;0;0;0;0;0
2019-10-25 04:30:00;9;0;9;2;0;0;0;0;0;0;0;0
2019-10-25 04:45:00;14;0;10;4;0;0;0;0;0;0;0;0
2019-10-25 05:00:00;14;0;33;6;0;0;0;0;0;0;0;0
2019-10-25 05:15:00;16;0;35;7;0;0;0;0;0;0;0;0
2019-10-25 05:30:00;37;0;60;9;2;0;7;0;0;0;0;0
2019-10-25 05:45:00;44;0;43;8;0;0;2;0;0;0;0;0
2019-10-25 06:00:00;64;0;54;9;1;0;0;0;0;0;0;0
2019-10-25 06:15:00;51;0;56;11;0;0;7;0;0;0;0;0
2019-10-25 06:30:00;61;0;96;14;4;0;6;0;0;0;0;0
2019-10-25 06:45:00;72;0;88;21;0;0;0;0;0;0;0;0
2019-10-25 07:00:00;61;0;124;25;1;1;0;2;0;0;0;0
2019-10-25 07:15:00;71;0;155;25;11;0;4;0;0;0;0;0
2019-10-25 07:30:00;74;0;179;27;9;0;25;6;0;0;0;0
2019-10-25 07:45:00;93;0;132;34;9;0;0;4;0;0;1;0
2019-10-25 08:00:00;52;0;120;22;2;0;3;2;0;0;0;0
2019-10-25 08:15:00;44;0;101;19;0;0;0;2;0;0;0;0
2019-10-25 08:30:00;59;0;90;27;3;0;0;0;0;0;0;0
2019-10-25 08:45:00;52;0;66;16;9;1;1;0;0;0;0;0
2019-10-25 09:00:00;53;0;69;18;0;0;5;0;0;0;0;0
2019-10-25 09:15:00;51;0;60;17;0;0;4;0;0;0;0;0
2019-10-25 09:30:00;67;0;76;23;0;0;11;0;0;0;0;0
2019-10-25 09:45:00;58;0;79;24;1;1;5;0;0;0;0;0
2019-10-25 10:00:00;54;0;79;16;2;0;8;2;0;0;0;0
2019-10-25 10:15:00;59;0;66;28;1;0;3;0;0;0;0;0
2019-10-25 10:30:00;75;0;86;32;4;0;3;3;0;0;0;0
2019-10-25 10:45:00;69;0;83;33;3;5;4;0;0;0;0;0
2019-10-25 11:00:00;76;0;71;19;5;0;8;0;0;0;0;0
2019-10-25 11:15:00;76;0;85;25;5;0;23;1;2;0;0;0
2019-10-25 11:30:00;73;0;77;28;1;15;4;0;0;0;0;0
2019-10-25 11:45:00;79;0;87;35;0;2;15;1;1;0;0;0
2019-10-25 12:00:00;109;0;87;21;1;0;4;0;0;0;0;0
2019-10-25 12:15:00;113;0;69;34;9;2;50;0;0;0;0;0
2019-10-25 12:30:00;88;0;90;25;4;0;2;0;0;0;0;0
2019-10-25 12:45:00;103;0;95;38;2;0;5;0;5;0;0;0
2019-10-25 13:00:00;78;0;115;36;9;0;1;12;0;0;0;0
2019-10-25 13:15:00;128;0;100;36;2;0;3;0;0;0;0;0
2019-10-25 13:30:00;96;0;145;32;14;0;6;2;0;0;0;0
2019-10-25 13:45:00;128;0;130;41;7;9;6;5;0;0;0;0
2019-10-25 14:00:00;110;0;140;47;16;0;6;0;0;0;0;0
2019-10-25 14:15:00;121;0;130;36;10;7;10;2;0;8;0;0
2019-10-25 14:30:00;132;0;141;45;6;0;24;3;0;0;0;0
2019-10-25 14:45:00;134;0;125;24;3;0;12;0;0;0;0;0
2019-10-25 15:00:00;109;0;116;33;0;0;6;3;0;0;2;0
2019-10-25 15:15:00;101;0;106;23;12;0;7;0;0;0;0;0
2019-10-25 15:30:00;134;0;115;44;3;0;5;2;0;0;0;0
2019-10-25 15:45:00;116;0;114;32;9;5;1;3;0;0;0;0
2019-10-25 16:00:00;128;0;129;31;1;0;10;14;1;5;0;0
2019-10-25 16:15:00;123;0;91;37;37;0;9;5;0;0;0;0
2019-10-25 16:30:00;105;0;100;28;0;0;5;1;1;0;0;0
2019-10-25 16:45:00;106;0;113;26;17;0;21;0;0;0;0;0
2019-10-25 17:00:00;110;0;110;40;5;1;2;1;0;0;0;0
2019-10-25 17:15:00;112;0;87;38;28;5;0;1;0;0;0;0
2019-10-25 17:30:00;87;0;101;24;5;0;2;0;0;0;0;0
2019-10-25 17:45:00;116;0;93;32;5;0;5;0;0;0;0;0
2019-10-25 18:00:00;100;0;113;34;6;0;11;1;0;0;0;0
2019-10-25 18:15:00;91;0;85;22;1;1;126;0;11;0;0;0
2019-10-25 18:30:00;75;0;96;28;14;0;7;0;0;0;0;0
2019-10-25 18:45:00;87;0;89;31;0;0;8;1;0;0;0;0
2019-10-25 19:00:00;77;0;69;35;0;0;0;0;0;0;0;0
2019-10-25 19:15:00;67;0;54;27;2;0;1;0;0;0;0;0
2019-10-25 19:30:00;44;0;53;17;0;0;0;0;0;0;0;0
2019-10-25 19:45:00;39;0;45;19;0;0;0;0;0;0;0;0
2019-10-25 20:00:00;59;0;56;21;7;0;0;0;0;0;0;0
2019-10-25 20:15:00;36;0;41;18;5;0;0;0;0;0;0;0
2019-10-25 20:30:00;39;0;38;18;2;0;0;0;0;0;0;0
2019-10-25 20:45:00;40;0;34;19;0;0;1;0;0;0;0;0
2019-10-25 21:00:00;30;0;49;16;0;0;0;0;0;0;0;0
2019-10-25 21:15:00;29;0;44;8;0;0;0;0;0;0;0;0
2019-10-25 21:30:00;28;0;29;12;0;0;0;0;0;0;0;0
2019-10-25 21:45:00;50;0;30;16;2;0;26;0;0;0;0;0
2019-10-25 22:00:00;67;0;27;9;1;0;0;0;0;0;0;0
2019-10-25 22:15:00;46;0;26;11;5;0;2;0;0;0;0;0
2019-10-25 22:30:00;29;0;36;10;0;0;2;0;0;0;0;0
2019-10-25 22:45:00;26;0;14;9;0;0;0;0;0;0;0;0
2019-10-25 23:00:00;26;0;17;3;0;0;0;0;0;0;0;0
2019-10-25 23:15:00;23;0;9;11;0;0;0;0;0;0;0;0
2019-10-25 23:30:00;25;0;7;11;0;0;0;0;0;0;0;0
2019-10-25 23:45:00;17;0;12;9;0;0;0;0;0;0;0;0
