DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-02-25 00:00:00;0;2;2;0;0;0;5;0;0
2020-02-25 00:15:00;2;5;7;0;0;0;15;0;0
2020-02-25 00:30:00;0;4;4;1;0;0;3;0;0
2020-02-25 00:45:00;1;1;4;1;0;0;3;0;0
2020-02-25 01:00:00;1;4;5;0;0;0;4;0;0
2020-02-25 01:15:00;0;1;1;1;1;1;3;0;0
2020-02-25 01:30:00;1;0;1;0;0;0;1;0;0
2020-02-25 01:45:00;0;2;2;0;0;0;1;0;0
2020-02-25 02:00:00;0;0;0;0;0;0;0;0;0
2020-02-25 02:15:00;0;0;0;1;0;0;2;0;0
2020-02-25 02:30:00;3;2;4;0;0;0;0;0;0
2020-02-25 02:45:00;0;0;1;0;0;0;5;0;0
2020-02-25 03:00:00;1;2;2;0;0;0;2;0;0
2020-02-25 03:15:00;2;5;5;2;0;0;2;0;0
2020-02-25 03:30:00;1;5;5;1;0;0;1;0;0
2020-02-25 03:45:00;2;1;3;0;0;0;3;0;0
2020-02-25 04:00:00;1;3;4;0;0;1;2;0;0
2020-02-25 04:15:00;2;5;7;1;0;0;2;0;0
2020-02-25 04:30:00;5;2;7;0;0;0;3;0;0
2020-02-25 04:45:00;0;1;3;2;0;0;5;0;0
2020-02-25 05:00:00;7;12;21;1;0;6;21;0;0
2020-02-25 05:15:00;11;12;20;9;6;7;38;1;0
2020-02-25 05:30:00;24;31;41;5;4;5;61;0;0
2020-02-25 05:45:00;19;31;42;24;7;18;60;0;0
2020-02-25 06:00:00;23;36;47;22;8;15;37;0;0
2020-02-25 06:15:00;29;27;32;31;20;37;68;0;0
2020-02-25 06:30:00;34;47;67;42;31;45;94;1;0
2020-02-25 06:45:00;26;42;66;26;23;27;82;1;3
2020-02-25 07:00:00;38;40;59;16;11;22;103;4;0
2020-02-25 07:15:00;37;38;70;25;13;26;95;2;4
2020-02-25 07:30:00;44;41;78;16;9;17;106;2;1
2020-02-25 07:45:00;46;44;77;16;13;25;98;1;6
2020-02-25 08:00:00;34;38;57;16;11;12;72;0;2
2020-02-25 08:15:00;41;40;72;22;12;15;83;1;1
2020-02-25 08:30:00;40;37;63;20;12;14;82;1;3
2020-02-25 08:45:00;34;42;75;19;9;8;67;0;3
2020-02-25 09:00:00;33;39;57;21;11;6;56;1;14
2020-02-25 09:15:00;32;37;59;13;7;5;55;1;1
2020-02-25 09:30:00;27;45;48;23;12;9;62;0;7
2020-02-25 09:45:00;32;49;66;7;4;4;58;0;25
2020-02-25 10:00:00;31;28;43;10;5;4;66;5;61
2020-02-25 10:15:00;32;45;68;17;11;7;92;5;5
2020-02-25 10:30:00;39;55;77;12;5;3;69;3;2
2020-02-25 10:45:00;34;44;68;18;7;2;80;1;3
2020-02-25 11:00:00;28;46;66;12;5;4;72;4;5
2020-02-25 11:15:00;31;54;75;10;6;6;77;4;15
2020-02-25 11:30:00;27;35;47;20;9;8;67;2;1
2020-02-25 11:45:00;39;54;76;16;10;7;62;4;5
2020-02-25 12:00:00;40;61;87;30;11;7;96;13;7
2020-02-25 12:15:00;49;70;91;22;9;7;84;16;0
2020-02-25 12:30:00;27;59;89;13;7;3;73;0;1
2020-02-25 12:45:00;24;46;68;14;7;4;78;3;3
2020-02-25 13:00:00;35;55;80;23;7;3;79;9;3
2020-02-25 13:15:00;50;47;79;14;7;8;100;3;43
2020-02-25 13:30:00;39;49;78;15;7;5;84;1;7
2020-02-25 13:45:00;46;57;90;24;11;8;76;2;12
2020-02-25 14:00:00;51;48;95;18;9;3;74;23;6
2020-02-25 14:15:00;47;60;103;25;8;5;58;6;5
2020-02-25 14:30:00;56;48;99;26;7;0;90;10;5
2020-02-25 14:45:00;52;52;98;15;10;5;80;4;1
2020-02-25 15:00:00;42;49;80;20;8;3;54;2;1
2020-02-25 15:15:00;47;59;100;43;9;4;68;32;9
2020-02-25 15:30:00;53;58;81;33;7;0;65;1;2
2020-02-25 15:45:00;66;71;103;34;13;6;87;26;7
2020-02-25 16:00:00;71;87;126;31;12;3;82;19;2
2020-02-25 16:15:00;51;61;84;23;8;5;87;6;10
2020-02-25 16:30:00;86;87;149;32;9;2;80;5;4
2020-02-25 16:45:00;62;67;110;35;8;5;76;10;3
2020-02-25 17:00:00;60;58;93;28;9;3;81;0;3
2020-02-25 17:15:00;54;61;97;27;8;3;79;0;1
2020-02-25 17:30:00;43;41;61;30;8;3;79;3;3
2020-02-25 17:45:00;46;36;61;23;11;3;77;0;1
2020-02-25 18:00:00;42;43;67;19;10;7;80;0;2
2020-02-25 18:15:00;37;35;66;27;8;8;59;3;1
2020-02-25 18:30:00;38;39;62;11;8;3;68;0;14
