DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-12-18 00:00:00;1;0;0;2;0;1;0;0;1
2020-12-18 00:15:00;0;4;4;3;0;1;0;0;2
2020-12-18 00:30:00;1;1;1;1;0;1;1;0;3
2020-12-18 00:45:00;1;0;0;0;0;2;2;0;1
2020-12-18 01:00:00;4;1;0;3;1;2;0;0;1
2020-12-18 01:15:00;1;3;0;3;1;0;1;0;4
2020-12-18 01:30:00;1;0;0;3;0;1;1;0;3
2020-12-18 01:45:00;0;1;1;3;2;0;2;0;0
2020-12-18 02:00:00;1;1;1;3;1;3;4;0;3
2020-12-18 02:15:00;2;0;0;1;0;0;1;0;3
2020-12-18 02:30:00;3;1;0;2;1;1;2;0;3
2020-12-18 02:45:00;0;0;1;4;2;3;3;0;1
2020-12-18 03:00:00;2;0;1;3;2;4;3;0;2
2020-12-18 03:15:00;0;2;1;1;3;1;2;0;1
2020-12-18 03:30:00;3;1;1;3;0;0;3;0;4
2020-12-18 03:45:00;1;1;1;2;0;1;2;0;3
2020-12-18 04:00:00;5;4;1;5;1;2;1;0;5
2020-12-18 04:15:00;2;0;1;3;1;7;3;0;4
2020-12-18 04:30:00;4;3;0;7;1;5;3;0;1
2020-12-18 04:45:00;8;2;0;16;4;8;5;0;1
2020-12-18 05:00:00;23;3;3;18;5;22;21;0;4
2020-12-18 05:15:00;32;9;2;23;11;30;28;0;7
2020-12-18 05:30:00;36;25;5;18;17;36;33;0;7
2020-12-18 05:45:00;46;20;5;55;42;32;36;0;8
2020-12-18 06:00:00;34;14;4;58;50;41;44;0;7
2020-12-18 06:15:00;41;32;5;44;38;45;59;0;11
2020-12-18 06:30:00;48;27;15;32;25;68;77;0;15
2020-12-18 06:45:00;42;36;12;28;20;70;80;0;14
2020-12-18 07:00:00;41;23;8;23;13;63;71;0;12
2020-12-18 07:15:00;40;23;13;35;18;74;80;0;20
2020-12-18 07:30:00;54;32;13;26;22;68;77;0;23
2020-12-18 07:45:00;44;35;19;34;27;98;92;0;18
2020-12-18 08:00:00;44;22;11;31;22;54;65;0;22
2020-12-18 08:15:00;55;22;14;25;15;43;59;0;11
2020-12-18 08:30:00;50;26;19;33;17;53;65;0;11
2020-12-18 08:45:00;43;32;19;33;26;40;50;0;14
2020-12-18 09:00:00;36;28;14;34;23;43;48;0;11
2020-12-18 09:15:00;56;29;16;33;20;49;59;0;11
2020-12-18 09:30:00;42;24;21;35;20;48;58;0;9
2020-12-18 09:45:00;61;39;14;44;24;50;48;0;10
2020-12-18 10:00:00;70;40;16;38;31;52;49;0;10
2020-12-18 10:15:00;60;32;14;39;36;50;44;0;15
2020-12-18 10:30:00;54;32;19;36;30;49;74;0;11
2020-12-18 10:45:00;70;30;22;45;35;61;73;0;21
2020-12-18 11:00:00;76;40;30;44;35;49;55;0;13
2020-12-18 11:15:00;67;44;22;51;41;59;64;0;14
2020-12-18 11:30:00;61;43;32;43;37;46;57;0;10
2020-12-18 11:45:00;75;44;21;47;35;48;59;0;17
2020-12-18 12:00:00;83;48;27;55;48;55;65;0;9
2020-12-18 12:15:00;85;66;13;67;64;54;60;0;15
2020-12-18 12:30:00;91;66;14;60;60;57;55;0;10
2020-12-18 12:45:00;92;71;22;53;50;45;62;0;10
2020-12-18 13:00:00;68;64;24;64;56;55;63;0;11
2020-12-18 13:15:00;95;74;34;63;62;75;78;0;20
2020-12-18 13:30:00;109;67;29;61;57;67;64;0;13
2020-12-18 13:45:00;81;50;17;62;57;63;75;0;11
2020-12-18 14:00:00;88;58;14;59;68;61;81;0;15
2020-12-18 14:15:00;77;63;18;87;91;56;59;0;16
2020-12-18 14:30:00;96;56;28;91;92;60;64;0;14
2020-12-18 14:45:00;79;63;13;95;83;54;57;0;15
2020-12-18 15:00:00;82;65;22;68;67;55;59;0;10
2020-12-18 15:15:00;85;58;18;64;60;53;52;0;17
2020-12-18 15:30:00;81;51;21;61;51;58;72;0;9
2020-12-18 15:45:00;92;51;22;58;56;57;49;0;14
2020-12-18 16:00:00;80;62;19;61;46;50;58;0;17
2020-12-18 16:15:00;74;48;19;70;50;62;70;0;13
2020-12-18 16:30:00;58;53;20;56;31;56;60;0;18
2020-12-18 16:45:00;69;55;19;47;34;50;61;0;8
2020-12-18 17:00:00;73;55;23;56;45;47;53;0;14
2020-12-18 17:15:00;61;39;18;43;40;44;52;0;14
2020-12-18 17:30:00;57;37;13;40;30;32;49;0;9
2020-12-18 17:45:00;65;33;13;32;24;44;41;0;11
2020-12-18 18:00:00;44;25;8;34;24;38;47;0;9
2020-12-18 18:15:00;54;27;13;35;26;40;41;0;9
2020-12-18 18:30:00;45;23;10;26;17;35;34;0;7
2020-12-18 18:45:00;42;22;17;31;33;29;28;0;13
2020-12-18 19:00:00;39;17;15;19;19;24;34;0;10
2020-12-18 19:15:00;31;13;18;25;14;26;29;0;4
2020-12-18 19:30:00;34;17;11;36;20;20;27;0;9
2020-12-18 19:45:00;26;8;12;25;19;18;23;0;7
2020-12-18 20:00:00;26;15;7;29;9;17;22;0;2
2020-12-18 20:15:00;30;17;11;20;14;16;27;0;5
2020-12-18 20:30:00;36;22;10;27;18;32;30;0;3
2020-12-18 20:45:00;33;11;6;22;10;18;28;0;3
2020-12-18 21:00:00;16;6;4;18;10;14;14;0;5
2020-12-18 21:15:00;20;10;5;13;7;12;10;0;1
2020-12-18 21:30:00;17;7;2;22;11;14;16;0;2
2020-12-18 21:45:00;9;4;2;42;33;8;7;0;2
2020-12-18 22:00:00;8;7;1;36;25;12;19;0;1
2020-12-18 22:15:00;7;4;0;33;17;13;17;0;2
2020-12-18 22:30:00;1;1;0;7;5;8;8;0;2
2020-12-18 22:45:00;11;5;1;8;3;5;2;0;5
2020-12-18 23:00:00;3;1;1;8;1;4;6;0;1
2020-12-18 23:15:00;1;0;1;2;0;1;4;0;0
2020-12-18 23:30:00;2;2;0;2;0;1;1;0;2
2020-12-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
