DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-02-20 00:00:00;4;2;1;1;0;1;14;3;0;0;0
2020-02-20 00:15:00;11;4;0;0;1;2;15;2;0;2;0
2020-02-20 00:30:00;8;4;1;1;0;1;10;5;0;1;0
2020-02-20 00:45:00;7;3;1;2;0;3;15;2;0;0;0
2020-02-20 01:00:00;9;1;1;1;0;1;11;5;0;0;0
2020-02-20 01:15:00;7;5;1;2;0;3;11;1;0;0;0
2020-02-20 01:30:00;7;1;0;0;0;1;4;0;0;1;0
2020-02-20 01:45:00;6;8;0;0;0;0;9;2;0;0;0
2020-02-20 02:00:00;6;2;0;0;0;0;7;1;0;0;0
2020-02-20 02:15:00;2;3;0;2;2;3;9;1;0;1;0
2020-02-20 02:30:00;5;2;0;0;0;0;8;3;0;3;0
2020-02-20 02:45:00;3;2;1;0;0;2;12;1;0;3;0
2020-02-20 03:00:00;3;6;0;1;0;3;9;0;0;1;0
2020-02-20 03:15:00;6;4;1;0;0;3;6;0;0;0;0
2020-02-20 03:30:00;6;6;2;1;0;3;11;2;0;1;0
2020-02-20 03:45:00;4;0;1;0;0;1;4;1;0;0;0
2020-02-20 04:00:00;11;10;3;0;0;0;9;3;0;0;0
2020-02-20 04:15:00;14;10;1;2;0;3;18;5;0;1;0
2020-02-20 04:30:00;12;16;3;0;0;0;22;7;0;0;0
2020-02-20 04:45:00;13;13;3;1;0;2;45;19;0;1;0
2020-02-20 05:00:00;24;13;9;1;0;2;90;65;0;5;0
2020-02-20 05:15:00;38;23;12;4;0;10;126;109;0;6;0
2020-02-20 05:30:00;56;30;26;12;2;19;116;123;1;5;0
2020-02-20 05:45:00;106;40;42;21;7;27;119;108;0;7;0
2020-02-20 06:00:00;124;47;39;12;2;20;133;114;0;4;0
2020-02-20 06:15:00;107;56;57;25;9;37;133;151;1;4;0
2020-02-20 06:30:00;84;44;54;33;14;52;148;152;1;9;2
2020-02-20 06:45:00;87;48;55;39;12;51;143;143;0;7;0
2020-02-20 07:00:00;87;40;33;50;26;72;134;158;3;22;1
2020-02-20 07:15:00;105;47;54;69;36;96;143;172;0;17;1
2020-02-20 07:30:00;86;39;55;49;30;74;142;174;5;16;3
2020-02-20 07:45:00;99;55;59;33;15;51;150;185;3;18;2
2020-02-20 08:00:00;83;43;46;33;7;47;134;158;4;11;2
2020-02-20 08:15:00;101;34;48;35;16;56;135;158;0;8;1
2020-02-20 08:30:00;88;42;42;35;14;50;119;131;5;9;1
2020-02-20 08:45:00;97;41;36;23;8;38;106;122;3;18;1
2020-02-20 09:00:00;81;32;35;32;14;47;96;102;1;6;2
2020-02-20 09:15:00;86;36;45;28;9;38;101;105;3;8;3
2020-02-20 09:30:00;87;39;30;25;9;37;92;99;1;7;2
2020-02-20 09:45:00;83;35;31;22;7;34;81;94;2;4;2
2020-02-20 10:00:00;88;44;35;21;5;25;86;85;1;8;1
2020-02-20 10:15:00;107;50;32;15;4;21;86;77;0;6;0
2020-02-20 10:30:00;91;40;43;21;4;25;81;101;3;7;3
2020-02-20 10:45:00;86;33;26;20;3;21;80;78;2;11;0
2020-02-20 11:00:00;100;39;36;20;2;26;83;73;1;9;0
2020-02-20 11:15:00;117;50;40;21;4;25;80;70;1;5;0
2020-02-20 11:30:00;115;44;46;12;2;18;95;58;1;7;3
2020-02-20 11:45:00;107;44;42;14;3;17;90;70;0;7;2
2020-02-20 12:00:00;145;47;52;10;2;11;93;81;0;13;1
2020-02-20 12:15:00;120;53;51;12;4;18;77;62;0;4;1
2020-02-20 12:30:00;101;56;46;16;4;20;93;74;4;13;0
2020-02-20 12:45:00;133;45;49;15;5;21;103;77;1;10;6
2020-02-20 13:00:00;129;53;54;22;5;27;97;102;0;9;2
2020-02-20 13:15:00;133;52;58;16;9;23;116;129;2;13;1
2020-02-20 13:30:00;134;51;44;14;4;25;116;133;2;6;1
2020-02-20 13:45:00;122;67;53;16;7;29;126;107;2;4;1
2020-02-20 14:00:00;161;69;56;20;6;28;113;89;1;2;0
2020-02-20 14:15:00;213;109;103;17;4;26;103;96;1;8;1
2020-02-20 14:30:00;199;99;98;16;4;18;91;97;1;10;1
2020-02-20 14:45:00;206;88;93;19;6;28;89;94;4;7;2
2020-02-20 15:00:00;200;87;83;16;3;19;89;81;0;6;0
2020-02-20 15:15:00;224;90;82;20;3;23;101;90;0;8;2
2020-02-20 15:30:00;215;108;83;21;10;34;98;91;0;14;1
2020-02-20 15:45:00;192;95;106;20;2;19;83;88;0;11;1
2020-02-20 16:00:00;218;107;91;17;5;24;106;100;0;15;1
2020-02-20 16:15:00;203;105;101;32;8;35;101;102;3;23;3
2020-02-20 16:30:00;187;115;122;18;6;24;99;101;1;14;1
2020-02-20 16:45:00;193;111;114;33;13;42;120;111;3;13;3
2020-02-20 17:00:00;214;91;110;28;5;32;112;111;3;14;1
2020-02-20 17:15:00;199;114;112;25;9;37;107;108;0;17;4
2020-02-20 17:30:00;207;109;102;17;6;27;108;103;2;15;1
2020-02-20 17:45:00;190;84;93;23;9;32;102;71;1;9;2
2020-02-20 18:00:00;148;74;68;14;4;18;104;84;1;21;1
2020-02-20 18:15:00;143;68;71;14;4;19;114;89;2;15;1
2020-02-20 18:30:00;134;78;72;19;6;23;94;80;1;8;0
2020-02-20 18:45:00;122;52;52;12;2;15;94;57;2;6;1
2020-02-20 19:00:00;100;42;37;15;3;18;83;46;1;8;0
2020-02-20 19:15:00;102;42;31;11;2;14;82;54;1;9;0
2020-02-20 19:30:00;84;39;26;15;3;19;76;45;0;7;0
2020-02-20 19:45:00;85;27;26;12;7;18;70;40;2;7;0
2020-02-20 20:00:00;88;36;30;12;0;11;81;43;0;8;1
2020-02-20 20:15:00;62;28;15;10;3;14;75;36;1;5;0
2020-02-20 20:30:00;55;24;13;8;1;9;55;21;0;5;0
2020-02-20 20:45:00;58;20;6;11;0;11;68;42;0;5;0
2020-02-20 21:00:00;43;17;14;8;2;11;90;68;1;3;0
2020-02-20 21:15:00;53;24;12;6;2;8;81;61;1;4;1
2020-02-20 21:30:00;61;26;13;5;2;6;54;28;0;4;0
2020-02-20 21:45:00;107;48;37;7;0;7;36;16;0;8;0
2020-02-20 22:00:00;133;54;35;3;1;6;44;33;1;4;2
2020-02-20 22:15:00;72;31;16;5;2;7;44;20;0;5;0
2020-02-20 22:30:00;46;17;9;5;0;5;34;15;0;4;0
2020-02-20 22:45:00;31;17;6;3;1;7;21;8;0;7;0
2020-02-20 23:00:00;34;11;4;5;0;6;12;5;0;2;0
2020-02-20 23:15:00;22;8;2;2;0;3;20;9;2;1;0
2020-02-20 23:30:00;15;6;2;3;0;4;22;6;0;2;0
2020-02-20 23:45:00;13;5;2;7;1;7;30;9;0;0;0
