DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-10-09 00:00:00;17;6;15;8;4;0
2019-10-09 00:15:00;14;11;4;11;2;5
2019-10-09 00:30:00;14;3;6;14;3;3
2019-10-09 00:45:00;12;3;0;5;0;1
2019-10-09 01:00:00;9;5;1;6;1;0
2019-10-09 01:15:00;16;4;4;8;2;1
2019-10-09 01:30:00;8;1;2;5;2;1
2019-10-09 01:45:00;6;0;4;5;1;1
2019-10-09 02:00:00;5;0;3;4;1;0
2019-10-09 02:15:00;7;0;0;0;0;4
2019-10-09 02:30:00;0;1;3;5;0;0
2019-10-09 02:45:00;6;3;4;6;1;0
2019-10-09 03:00:00;8;1;3;3;0;1
2019-10-09 03:15:00;6;4;2;4;0;1
2019-10-09 03:30:00;6;2;4;2;0;0
2019-10-09 03:45:00;7;3;1;3;0;1
2019-10-09 04:00:00;6;3;6;8;1;4
2019-10-09 04:15:00;16;2;1;11;1;2
2019-10-09 04:30:00;24;7;6;13;0;9
2019-10-09 04:45:00;30;17;9;11;0;4
2019-10-09 05:00:00;67;46;15;22;2;10
2019-10-09 05:15:00;87;67;10;30;2;11
2019-10-09 05:30:00;105;87;22;71;8;13
2019-10-09 05:45:00;109;99;34;96;1;11
2019-10-09 06:00:00;87;78;46;104;8;20
2019-10-09 06:15:00;131;139;51;99;5;12
2019-10-09 06:30:00;137;157;55;100;6;23
2019-10-09 06:45:00;136;151;58;105;6;29
2019-10-09 07:00:00;125;157;51;111;10;32
2019-10-09 07:15:00;170;183;65;123;13;59
2019-10-09 07:30:00;176;171;113;164;20;71
2019-10-09 07:45:00;161;174;101;182;11;52
2019-10-09 08:00:00;165;187;87;150;15;48
2019-10-09 08:15:00;173;164;85;143;18;40
2019-10-09 08:30:00;159;159;80;164;20;39
2019-10-09 08:45:00;148;148;76;143;15;32
2019-10-09 09:00:00;130;107;64;140;12;35
2019-10-09 09:15:00;127;106;72;149;15;31
2019-10-09 09:30:00;121;117;73;133;13;44
2019-10-09 09:45:00;149;123;92;134;16;43
2019-10-09 10:00:00;128;97;64;112;13;32
2019-10-09 10:15:00;137;84;69;129;9;43
2019-10-09 10:30:00;122;80;89;150;13;37
2019-10-09 10:45:00;145;119;82;150;12;34
2019-10-09 11:00:00;114;105;78;128;16;31
2019-10-09 11:15:00;143;109;97;122;12;42
2019-10-09 11:30:00;122;96;91;141;18;37
2019-10-09 11:45:00;121;107;87;162;18;35
2019-10-09 12:00:00;124;100;91;149;22;41
2019-10-09 12:15:00;140;108;99;166;22;36
2019-10-09 12:30:00;121;100;109;171;21;41
2019-10-09 12:45:00;130;106;96;165;22;47
2019-10-09 13:00:00;136;131;93;164;19;37
2019-10-09 13:15:00;146;134;95;191;17;48
2019-10-09 13:30:00;160;143;91;179;20;55
2019-10-09 13:45:00;147;150;103;171;15;48
2019-10-09 14:00:00;141;144;97;180;13;38
2019-10-09 14:15:00;137;109;112;199;15;44
2019-10-09 14:30:00;143;132;125;209;19;39
2019-10-09 14:45:00;144;129;123;224;18;52
2019-10-09 15:00:00;133;130;134;208;19;47
2019-10-09 15:15:00;151;135;121;220;27;50
2019-10-09 15:30:00;157;117;122;230;21;54
2019-10-09 15:45:00;156;119;152;233;23;53
2019-10-09 16:00:00;157;157;137;219;27;51
2019-10-09 16:15:00;155;134;144;265;27;41
2019-10-09 16:30:00;152;131;150;244;17;58
2019-10-09 16:45:00;168;141;164;251;16;45
2019-10-09 17:00:00;154;142;153;228;24;44
2019-10-09 17:15:00;171;141;193;207;22;52
2019-10-09 17:30:00;155;135;156;244;23;56
2019-10-09 17:45:00;143;127;140;248;25;59
2019-10-09 18:00:00;132;121;132;207;26;48
2019-10-09 18:15:00;146;120;119;199;28;53
2019-10-09 18:30:00;143;108;86;186;24;44
2019-10-09 18:45:00;135;117;93;133;17;50
2019-10-09 19:00:00;123;90;77;124;16;44
2019-10-09 19:15:00;118;93;58;133;21;43
2019-10-09 19:30:00;104;76;62;103;21;36
2019-10-09 19:45:00;100;70;62;89;11;40
2019-10-09 20:00:00;75;71;48;92;11;17
2019-10-09 20:15:00;93;60;50;94;5;14
2019-10-09 20:30:00;90;60;31;68;6;14
2019-10-09 20:45:00;82;36;43;64;5;11
2019-10-09 21:00:00;99;75;37;58;6;12
2019-10-09 21:15:00;78;59;43;42;1;8
2019-10-09 21:30:00;72;57;41;43;5;12
2019-10-09 21:45:00;56;27;62;93;7;14
2019-10-09 22:00:00;49;19;60;98;4;6
2019-10-09 22:15:00;47;17;46;80;3;9
2019-10-09 22:30:00;49;23;18;44;9;4
2019-10-09 22:45:00;47;25;24;32;4;6
2019-10-09 23:00:00;40;12;17;33;8;2
2019-10-09 23:15:00;31;15;19;33;6;4
2019-10-09 23:30:00;29;12;9;22;4;5
2019-10-09 23:45:00;20;7;9;12;1;2
