2020-09-02 00:00:00;10;10;10;1;1;11;0;1;1;1;1;1;0;0;0;0
2020-09-02 00:15:00;20;11;12;0;1;13;1;5;3;3;3;3;0;0;0;0
2020-09-02 00:30:00;7;15;14;0;0;15;0;1;3;4;3;3;0;0;0;0
2020-09-02 00:45:00;14;11;11;0;2;10;0;5;0;0;0;0;0;0;0;0
2020-09-02 01:00:00;7;7;7;0;4;9;1;0;3;3;3;3;0;0;0;0
2020-09-02 01:15:00;8;10;9;0;3;10;1;2;3;3;3;3;0;0;0;0
2020-09-02 01:30:00;21;11;10;1;1;10;0;1;1;1;1;1;0;0;0;0
2020-09-02 01:45:00;8;6;7;2;1;10;1;2;3;2;2;2;0;0;0;0
2020-09-02 02:00:00;6;9;10;0;1;7;0;0;4;3;3;3;0;0;0;0
2020-09-02 02:15:00;4;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0
2020-09-02 02:30:00;7;5;6;0;3;5;0;0;0;0;0;0;0;0;0;0
2020-09-02 02:45:00;5;3;6;0;0;3;1;2;0;0;258;1;0;0;0;0
2020-09-02 03:00:00;7;9;6;0;2;6;0;0;1;1;1;1;0;0;0;0
2020-09-02 03:15:00;7;6;5;0;3;5;0;0;0;0;0;0;0;0;0;0
2020-09-02 03:30:00;5;3;3;0;3;4;0;1;2;2;2;2;0;0;0;0
2020-09-02 03:45:00;2;3;3;2;1;2;0;2;1;1;1;1;0;0;0;0
2020-09-02 04:00:00;7;6;4;2;2;6;0;0;4;4;5;4;0;0;0;0
2020-09-02 04:15:00;6;11;6;0;4;9;0;0;1;1;1;1;0;0;0;0
2020-09-02 04:30:00;6;9;10;1;8;8;0;2;7;7;6;6;0;0;0;0
2020-09-02 04:45:00;10;12;10;2;2;10;1;1;6;5;5;5;0;0;0;0
2020-09-02 05:00:00;18;8;11;2;9;15;0;5;14;15;14;16;0;0;0;0
2020-09-02 05:15:00;27;25;23;0;9;24;1;12;24;22;21;22;0;0;0;0
2020-09-02 05:30:00;57;59;49;9;6;60;0;20;34;37;41;42;0;0;0;0
2020-09-02 05:45:00;47;68;39;6;14;65;1;14;35;30;33;33;0;0;1;0
2020-09-02 06:00:00;55;68;45;15;26;64;1;15;19;18;18;16;0;0;0;0
2020-09-02 06:15:00;83;84;56;9;31;89;3;14;23;25;24;23;0;0;0;0
2020-09-02 06:30:00;71;83;46;13;31;80;4;29;35;33;36;35;0;0;0;0
