DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-10-17 00:00:00;6;1;1;5;1;5;7;5;6;1;0;0;0;0;0;0;0
2019-10-17 00:15:00;7;1;4;5;2;1;3;0;2;8;0;0;2;0;0;0;0
2019-10-17 00:30:00;6;1;4;2;0;3;1;1;5;5;0;0;0;0;0;0;0
2019-10-17 00:45:00;8;1;3;2;1;0;0;0;2;1;0;0;0;0;0;0;0
2019-10-17 01:00:00;3;2;1;1;0;2;2;0;3;2;0;0;0;0;0;30;0
2019-10-17 01:15:00;2;0;1;2;1;3;1;0;3;2;0;0;0;0;0;0;0
2019-10-17 01:30:00;8;1;1;1;1;0;1;2;3;4;0;0;0;0;0;0;0
2019-10-17 01:45:00;11;3;2;0;0;0;2;4;2;2;0;0;0;0;0;0;0
2019-10-17 02:00:00;5;6;0;1;0;0;0;6;3;2;0;0;0;0;0;0;0
2019-10-17 02:15:00;4;3;2;1;0;0;1;3;5;2;0;0;0;0;0;0;0
2019-10-17 02:30:00;2;3;1;2;0;1;0;0;2;0;0;0;0;0;0;0;0
2019-10-17 02:45:00;3;2;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0
2019-10-17 03:00:00;2;0;1;0;0;0;0;1;4;2;0;0;0;0;0;0;0
2019-10-17 03:15:00;4;3;1;0;0;0;0;1;5;3;0;0;0;0;0;0;0
2019-10-17 03:30:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-17 03:45:00;6;2;1;0;0;2;1;4;3;2;0;0;0;0;0;0;0
2019-10-17 04:00:00;1;1;2;4;1;2;0;0;3;1;0;0;0;0;0;0;0
2019-10-17 04:15:00;7;0;1;2;0;0;0;2;3;4;0;0;0;0;0;0;0
2019-10-17 04:30:00;9;1;2;0;0;1;0;4;7;5;0;0;0;0;0;0;0
2019-10-17 04:45:00;29;1;4;15;0;1;6;6;9;9;0;0;0;0;0;0;0
2019-10-17 05:00:00;60;4;17;26;2;0;7;14;11;13;0;0;0;0;0;0;0
2019-10-17 05:15:00;115;6;47;74;2;3;20;13;9;13;0;0;0;0;0;0;0
2019-10-17 05:30:00;101;3;47;64;4;3;26;25;25;31;0;0;1;0;3;0;0
2019-10-17 05:45:00;67;7;44;52;5;6;16;77;59;81;0;0;0;0;0;0;0
2019-10-17 06:00:00;52;11;28;40;3;12;17;62;72;87;0;0;2;0;3;0;0
2019-10-17 06:15:00;62;4;35;53;8;8;25;34;37;30;1;0;0;0;1;0;0
2019-10-17 06:30:00;64;9;54;77;7;5;25;36;36;37;0;0;0;0;0;0;0
2019-10-17 06:45:00;88;10;65;81;13;10;39;38;26;29;0;0;1;0;0;0;0
2019-10-17 07:00:00;83;21;73;89;10;13;33;35;25;23;0;0;0;0;0;0;0
2019-10-17 07:15:00;76;11;57;74;23;16;39;52;44;29;0;0;8;0;0;0;0
2019-10-17 07:30:00;91;23;61;71;24;18;31;60;82;34;0;0;0;0;0;0;0
2019-10-17 07:45:00;84;18;81;100;13;19;51;39;39;35;0;0;0;0;0;0;0
2019-10-17 08:00:00;61;28;77;87;14;14;40;41;32;37;2;0;0;0;4;6;0
2019-10-17 08:15:00;80;16;77;69;18;26;48;47;50;34;0;0;1;0;0;0;0
2019-10-17 08:30:00;77;24;61;67;12;22;36;41;40;29;0;0;1;0;2;1;0
2019-10-17 08:45:00;56;25;30;36;13;22;21;40;40;26;1;0;0;0;0;0;0
2019-10-17 09:00:00;38;34;33;31;8;24;34;42;47;40;0;0;0;0;0;0;0
2019-10-17 09:15:00;40;23;36;37;11;18;36;44;46;28;0;0;0;0;0;0;0
2019-10-17 09:30:00;52;22;33;12;10;21;23;45;42;27;2;0;34;0;0;0;0
2019-10-17 09:45:00;50;19;32;25;13;18;16;37;26;48;0;0;1;0;0;0;0
2019-10-17 10:00:00;38;37;27;26;15;22;28;32;36;24;0;1;0;1;0;0;0
2019-10-17 10:15:00;36;30;33;25;17;25;22;41;34;37;0;0;3;0;0;0;0
2019-10-17 10:30:00;40;30;26;25;12;11;26;43;37;45;1;0;0;0;0;0;0
2019-10-17 10:45:00;52;27;25;32;11;21;30;30;28;27;2;1;1;0;1;1;0
2019-10-17 11:00:00;50;38;30;22;13;17;21;26;35;34;0;0;3;0;0;0;0
2019-10-17 11:15:00;39;31;27;36;24;18;20;39;35;42;0;0;1;0;1;0;0
2019-10-17 11:30:00;51;23;25;28;13;11;32;41;47;46;0;1;0;0;0;34;0
2019-10-17 11:45:00;57;35;27;26;17;31;33;37;50;48;0;0;2;2;8;1;2
2019-10-17 12:00:00;41;16;44;29;11;20;18;37;39;36;9;0;0;2;0;2;0
2019-10-17 12:15:00;37;22;25;32;15;13;36;35;23;35;0;0;1;0;2;0;0
2019-10-17 12:30:00;43;31;34;36;11;21;32;47;39;40;0;0;0;0;0;0;0
2019-10-17 12:45:00;35;31;34;32;8;20;32;40;36;51;0;0;4;0;2;0;0
2019-10-17 13:00:00;52;27;34;42;10;15;31;46;41;49;5;1;3;0;0;14;0
2019-10-17 13:15:00;89;23;39;55;15;18;33;35;44;45;0;1;26;0;0;1;0
2019-10-17 13:30:00;96;21;53;54;24;18;37;30;49;36;2;0;2;0;23;0;0
2019-10-17 13:45:00;105;30;47;66;7;16;29;46;50;53;0;3;0;1;0;4;0
2019-10-17 14:00:00;78;28;26;30;14;24;35;76;66;81;0;0;3;1;0;6;0
2019-10-17 14:15:00;44;25;20;45;11;28;25;90;79;112;0;0;0;0;26;4;0
2019-10-17 14:30:00;49;52;33;27;13;42;29;91;71;105;2;0;3;0;1;2;0
2019-10-17 14:45:00;47;32;30;35;16;22;27;80;72;97;0;0;0;0;0;0;0
2019-10-17 15:00:00;51;48;47;30;22;22;30;78;72;83;2;0;0;0;8;0;0
2019-10-17 15:15:00;41;32;60;24;14;22;26;91;84;100;1;0;0;1;3;0;0
2019-10-17 15:30:00;54;41;30;42;7;30;28;93;80;110;0;0;0;0;0;0;0
2019-10-17 15:45:00;54;39;33;27;16;22;23;79;67;95;0;0;2;0;0;0;0
2019-10-17 16:00:00;58;43;29;35;24;35;35;85;76;87;1;0;0;0;0;0;0
2019-10-17 16:15:00;57;32;25;29;16;33;32;62;69;82;0;0;1;0;0;1;0
2019-10-17 16:30:00;58;50;34;34;15;53;56;68;75;93;2;0;1;0;0;17;11
2019-10-17 16:45:00;46;47;39;30;26;56;50;85;84;89;3;5;3;4;2;1;0
2019-10-17 17:00:00;38;49;36;36;21;25;24;67;60;71;0;0;0;0;0;8;0
2019-10-17 17:15:00;56;50;34;31;23;33;31;74;79;80;1;3;0;0;0;23;0
2019-10-17 17:30:00;53;49;35;31;23;42;36;77;77;69;0;4;2;5;2;3;0
2019-10-17 17:45:00;44;49;16;25;19;23;18;54;61;55;0;0;3;0;0;0;0
2019-10-17 18:00:00;43;28;30;34;21;18;32;67;70;67;1;0;0;0;19;1;0
2019-10-17 18:15:00;72;52;52;40;16;33;47;74;59;57;3;1;1;0;0;2;0
2019-10-17 18:30:00;62;37;30;33;16;26;27;48;46;44;0;1;1;0;6;15;0
2019-10-17 18:45:00;50;36;18;24;17;28;26;55;66;44;1;4;1;0;2;0;0
2019-10-17 19:00:00;45;32;37;32;14;23;36;42;41;31;1;1;8;1;3;0;0
2019-10-17 19:15:00;42;38;29;38;19;15;13;29;33;30;0;0;2;0;0;0;0
2019-10-17 19:30:00;36;27;24;33;10;12;24;35;36;24;2;0;3;1;0;0;0
2019-10-17 19:45:00;33;24;18;56;17;20;14;25;27;24;1;0;1;0;1;1;0
2019-10-17 20:00:00;17;17;18;25;11;18;22;17;20;17;0;0;0;0;0;0;0
2019-10-17 20:15:00;35;18;17;27;13;18;13;30;33;18;0;0;2;0;5;0;0
2019-10-17 20:30:00;28;14;15;23;9;5;10;7;12;13;1;0;3;0;0;3;0
2019-10-17 20:45:00;43;7;19;30;3;11;17;20;21;14;0;0;4;0;0;0;0
2019-10-17 21:00:00;61;11;16;32;10;14;19;13;18;16;0;2;0;0;0;0;0
2019-10-17 21:15:00;61;9;19;42;13;13;16;11;12;14;0;0;0;0;2;0;0
2019-10-17 21:30:00;58;14;15;27;9;7;17;24;31;23;0;0;0;0;3;0;0
2019-10-17 21:45:00;32;13;15;24;5;9;15;60;67;75;0;0;1;0;0;0;0
2019-10-17 22:00:00;24;13;18;26;5;7;14;76;74;114;0;0;0;1;4;0;0
2019-10-17 22:15:00;31;9;19;21;4;3;16;44;43;55;0;1;0;0;0;1;0
2019-10-17 22:30:00;18;11;13;13;4;7;9;11;15;25;0;0;0;0;0;0;0
2019-10-17 22:45:00;13;10;12;11;4;10;6;14;13;10;0;0;1;0;0;0;0
2019-10-17 23:00:00;14;5;7;10;4;4;9;10;12;12;0;0;1;0;0;1;0
2019-10-17 23:15:00;8;10;3;8;1;2;3;9;14;9;0;0;3;0;0;0;0
2019-10-17 23:30:00;9;5;9;11;5;2;2;10;10;5;0;0;0;0;0;0;0
2019-10-17 23:45:00;10;3;0;2;3;6;2;4;6;5;0;0;0;0;0;0;0
