DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-08-04 00:00:00;3;3;3;3;3;0;0;1;3;0;0;0;0;0;0
2020-08-04 00:15:00;6;3;5;7;6;4;4;2;5;0;0;0;0;0;0
2020-08-04 00:30:00;3;9;10;5;4;5;5;0;7;0;0;0;0;0;0
2020-08-04 00:45:00;0;4;8;4;4;3;4;0;6;0;0;0;0;0;0
2020-08-04 01:00:00;10;1;4;4;4;3;3;0;4;0;0;0;0;0;0
2020-08-04 01:15:00;3;3;6;3;3;0;0;1;3;0;0;0;0;0;0
2020-08-04 01:30:00;3;3;9;6;6;2;3;0;6;0;0;0;0;0;0
2020-08-04 01:45:00;2;3;3;2;2;0;1;0;3;0;0;0;0;0;0
2020-08-04 02:00:00;2;3;6;5;2;4;4;0;3;0;0;0;0;0;0
2020-08-04 02:15:00;3;4;8;1;1;1;1;0;2;0;0;0;0;0;0
2020-08-04 02:30:00;10;2;6;3;3;1;1;0;3;0;0;0;0;0;0
2020-08-04 02:45:00;3;2;3;1;1;0;1;0;0;0;0;0;0;0;0
2020-08-04 03:00:00;2;2;4;5;4;3;3;0;3;0;0;0;0;0;0
2020-08-04 03:15:00;1;0;1;2;1;2;2;0;2;0;0;0;0;0;0
2020-08-04 03:30:00;2;1;4;3;3;3;2;0;4;0;0;0;0;0;0
2020-08-04 03:45:00;9;2;7;5;5;3;2;0;1;0;0;0;0;0;0
2020-08-04 04:00:00;3;0;2;3;3;2;1;1;2;0;0;0;0;0;0
2020-08-04 04:15:00;9;5;9;4;4;4;4;0;5;0;0;0;0;0;0
2020-08-04 04:30:00;7;4;11;5;2;5;6;0;4;0;0;0;0;0;0
2020-08-04 04:45:00;10;6;10;1;0;3;3;3;3;0;0;0;0;0;0
2020-08-04 05:00:00;12;13;16;3;2;3;3;1;10;0;0;0;0;0;0
2020-08-04 05:15:00;10;47;46;4;4;2;2;1;13;0;0;0;0;0;0
2020-08-04 05:30:00;34;74;71;16;17;5;5;8;44;0;0;0;0;0;0
2020-08-04 05:45:00;34;89;89;28;30;10;9;6;67;0;0;1;0;0;0
2020-08-04 06:00:00;48;65;62;19;19;9;9;2;22;0;0;0;0;0;0
2020-08-04 06:15:00;42;72;74;23;24;9;9;6;50;0;0;0;0;0;0
2020-08-04 06:30:00;68;119;107;47;49;9;9;12;83;0;0;0;1;0;0
2020-08-04 06:45:00;76;107;94;24;31;17;20;9;99;0;0;0;0;0;0
2020-08-04 07:00:00;51;92;87;30;37;16;21;12;87;0;0;0;0;0;0
2020-08-04 07:15:00;83;110;104;43;46;25;26;17;94;0;0;0;0;0;0
2020-08-04 07:30:00;92;116;113;49;53;26;23;8;108;0;0;0;0;0;0
2020-08-04 07:45:00;78;122;112;37;39;32;41;12;96;0;0;0;0;0;0
2020-08-04 08:00:00;63;99;95;52;57;32;26;13;80;0;0;0;0;0;0
2020-08-04 08:15:00;74;99;99;51;57;26;28;16;90;0;0;1;0;0;0
2020-08-04 08:30:00;80;76;70;49;51;32;34;12;81;0;0;0;0;0;0
2020-08-04 08:45:00;61;59;59;50;53;37;41;19;78;0;0;0;0;0;0
2020-08-04 09:00:00;62;44;51;79;88;41;45;8;62;0;0;0;0;0;0
2020-08-04 09:15:00;78;57;56;49;57;37;44;8;56;0;0;0;0;0;0
2020-08-04 09:30:00;72;54;53;58;64;43;48;10;56;0;0;0;1;0;0
2020-08-04 09:45:00;92;61;65;64;71;53;62;7;69;0;0;0;1;0;0
2020-08-04 10:00:00;71;38;43;64;69;42;42;12;64;0;0;0;0;0;0
2020-08-04 10:15:00;82;46;45;66;72;56;62;8;65;0;0;1;0;0;0
2020-08-04 10:30:00;86;43;49;59;65;41;50;9;73;0;0;0;1;0;0
2020-08-04 10:45:00;94;59;57;66;71;52;58;19;69;0;0;0;0;0;0
2020-08-04 11:00:00;85;58;56;75;79;45;49;9;83;0;0;0;0;0;0
2020-08-04 11:15:00;78;63;63;73;78;38;42;15;69;0;0;0;0;0;0
2020-08-04 11:30:00;94;58;57;56;66;41;54;14;89;0;0;0;1;0;0
2020-08-04 11:45:00;97;70;66;64;70;44;53;15;86;0;0;2;2;0;0
2020-08-04 12:00:00;95;61;58;59;64;38;45;6;73;0;0;0;0;0;0
2020-08-04 12:15:00;85;53;54;56;69;41;53;12;82;0;0;0;1;0;0
2020-08-04 12:30:00;85;57;54;72;82;40;48;11;59;0;0;0;1;0;0
2020-08-04 12:45:00;83;61;59;55;63;36;40;8;75;0;0;0;0;0;0
2020-08-04 13:00:00;67;62;57;57;73;39;41;8;47;0;0;0;4;0;0
2020-08-04 13:15:00;85;55;52;76;81;47;49;15;75;0;0;0;0;0;0
2020-08-04 13:30:00;90;60;65;67;73;47;53;6;71;0;0;1;0;0;0
2020-08-04 13:45:00;78;76;64;70;78;49;46;10;97;0;0;1;0;0;0
2020-08-04 14:00:00;89;64;64;76;83;53;59;13;77;0;0;0;0;0;0
2020-08-04 14:15:00;101;63;56;89;104;67;69;13;87;0;0;0;0;0;0
2020-08-04 14:30:00;111;54;52;89;98;60;67;11;81;0;0;1;0;0;0
2020-08-04 14:45:00;105;59;55;99;112;61;68;12;73;0;0;1;0;0;0
2020-08-04 15:00:00;117;54;60;96;117;75;74;12;72;0;0;6;3;0;0
2020-08-04 15:15:00;103;40;37;91;108;67;72;9;78;0;0;0;2;0;0
2020-08-04 15:30:00;130;69;62;103;111;57;67;7;80;0;0;0;4;0;0
2020-08-04 15:45:00;144;65;61;98;111;55;64;5;88;0;0;0;0;0;0
2020-08-04 16:00:00;142;69;66;92;99;74;86;15;79;0;0;0;0;0;0
2020-08-04 16:15:00;155;70;66;108;113;68;74;7;86;0;0;0;1;0;0
2020-08-04 16:30:00;139;71;71;101;119;52;59;7;106;0;0;1;2;0;0
2020-08-04 16:45:00;131;58;50;89;94;69;73;5;77;0;0;0;2;0;0
2020-08-04 17:00:00;127;64;58;79;87;65;70;8;89;0;0;0;0;0;0
2020-08-04 17:15:00;145;65;66;92;101;49;55;9;87;0;0;0;0;0;0
2020-08-04 17:30:00;125;58;55;86;91;57;64;9;83;0;0;0;2;0;0
2020-08-04 17:45:00;119;63;64;87;89;49;52;4;97;0;0;0;2;0;0
2020-08-04 18:00:00;103;65;62;57;61;37;45;8;54;0;0;1;2;0;0
2020-08-04 18:15:00;109;53;50;67;73;49;58;9;79;0;0;1;0;0;0
2020-08-04 18:30:00;87;56;53;45;46;37;40;9;82;0;0;0;1;0;0
2020-08-04 18:45:00;73;42;44;55;56;30;35;7;47;0;0;0;0;0;0
2020-08-04 19:00:00;81;38;40;42;43;25;26;9;59;0;0;0;0;0;0
2020-08-04 19:15:00;49;26;27;32;36;20;25;2;42;0;0;2;0;0;0
2020-08-04 19:30:00;48;32;30;17;18;21;22;7;34;0;0;0;0;0;0
2020-08-04 19:45:00;45;29;30;29;30;22;21;6;30;0;0;0;0;0;0
2020-08-04 20:00:00;51;26;26;18;19;17;17;6;39;0;0;1;0;0;0
2020-08-04 20:15:00;48;25;26;18;18;14;13;5;27;0;0;0;0;0;0
2020-08-04 20:30:00;34;22;24;14;14;18;18;2;31;0;0;0;0;0;0
2020-08-04 20:45:00;22;12;13;14;14;16;17;1;33;0;0;0;0;0;0
2020-08-04 21:00:00;24;18;20;17;17;5;4;1;28;0;0;0;1;0;0
2020-08-04 21:15:00;19;17;20;14;16;8;9;4;23;0;0;0;0;0;0
2020-08-04 21:30:00;28;20;17;16;15;13;12;0;24;0;0;0;1;0;0
2020-08-04 21:45:00;19;14;15;28;34;12;12;2;15;0;0;0;0;0;0
2020-08-04 22:00:00;19;11;12;23;25;9;11;1;29;0;0;0;0;0;0
2020-08-04 22:15:00;16;11;12;18;19;9;10;2;14;0;0;0;0;0;0
2020-08-04 22:30:00;15;13;11;14;15;6;6;1;19;0;0;1;0;0;0
2020-08-04 22:45:00;10;8;10;4;4;6;6;0;13;0;0;0;0;0;0
2020-08-04 23:00:00;13;6;7;8;8;4;3;2;7;0;0;0;0;0;0
2020-08-04 23:15:00;8;9;10;6;6;4;2;1;6;0;0;0;0;0;0
2020-08-04 23:30:00;5;5;8;6;5;9;6;1;6;0;0;0;0;0;0
