DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-09-03 00:00:00;9;10;13;6;0;0;2
2020-09-03 00:15:00;13;3;18;6;5;7;3
2020-09-03 00:30:00;11;7;11;5;1;4;2
2020-09-03 00:45:00;15;4;12;2;5;1;3
2020-09-03 01:00:00;14;3;5;3;6;3;2
2020-09-03 01:15:00;16;1;17;3;0;1;4
2020-09-03 01:30:00;8;0;9;2;3;1;5
2020-09-03 01:45:00;6;0;5;2;4;1;3
2020-09-03 02:00:00;7;2;11;0;0;7;6
2020-09-03 02:15:00;2;1;8;2;3;2;0
2020-09-03 02:30:00;2;2;7;0;1;4;4
2020-09-03 02:45:00;8;0;6;1;3;3;4
2020-09-03 03:00:00;9;6;6;3;4;7;2
2020-09-03 03:15:00;4;3;14;2;5;1;3
2020-09-03 03:30:00;5;1;5;0;2;4;3
2020-09-03 03:45:00;8;3;14;2;4;3;2
2020-09-03 04:00:00;4;3;7;1;0;5;6
2020-09-03 04:15:00;8;9;21;5;3;0;1
2020-09-03 04:30:00;11;6;13;2;3;3;2
2020-09-03 04:45:00;12;8;34;8;1;1;1
2020-09-03 05:00:00;22;17;77;18;0;0;0
2020-09-03 05:15:00;34;14;105;31;0;0;0
2020-09-03 05:30:00;37;22;100;46;3;0;1
2020-09-03 05:45:00;54;66;114;49;2;0;1
2020-09-03 06:00:00;69;44;93;36;2;1;0
2020-09-03 06:15:00;69;47;130;62;2;0;0
2020-09-03 06:30:00;99;44;166;80;10;0;1
2020-09-03 06:45:00;118;64;157;81;14;0;1
2020-09-03 07:00:00;122;72;136;84;9;0;0
2020-09-03 07:15:00;133;73;161;99;11;1;2
2020-09-03 07:30:00;146;92;173;95;11;0;0
2020-09-03 07:45:00;178;102;168;104;11;1;1
2020-09-03 08:00:00;139;66;161;85;8;2;2
2020-09-03 08:15:00;141;77;143;73;11;0;0
2020-09-03 08:30:00;124;89;154;88;8;0;1
2020-09-03 08:45:00;106;75;163;74;13;1;2
2020-09-03 09:00:00;98;71;141;73;7;0;0
2020-09-03 09:15:00;108;96;158;86;10;2;0
2020-09-03 09:30:00;129;83;143;65;12;3;2
2020-09-03 09:45:00;151;99;154;81;8;4;0
2020-09-03 10:00:00;119;97;165;84;14;3;1
2020-09-03 10:15:00;134;80;147;75;6;1;3
2020-09-03 10:30:00;136;112;155;66;12;1;0
2020-09-03 10:45:00;136;109;157;80;16;2;0
2020-09-03 11:00:00;123;89;139;85;6;2;4
2020-09-03 11:15:00;118;99;161;88;7;1;0
2020-09-03 11:30:00;139;99;154;95;8;1;0
2020-09-03 11:45:00;130;91;132;77;9;3;1
2020-09-03 12:00:00;119;108;171;73;6;3;2
2020-09-03 12:15:00;124;80;155;80;5;7;2
2020-09-03 12:30:00;122;87;166;82;6;3;6
2020-09-03 12:45:00;126;91;155;69;9;1;3
2020-09-03 13:00:00;132;111;146;74;6;2;3
2020-09-03 13:15:00;131;93;167;84;12;2;2
2020-09-03 13:30:00;134;125;187;95;11;3;1
2020-09-03 13:45:00;167;125;179;90;9;3;1
2020-09-03 14:00:00;146;115;166;95;14;3;3
2020-09-03 14:15:00;161;107;147;73;7;2;0
2020-09-03 14:30:00;176;123;159;78;16;2;5
2020-09-03 14:45:00;178;127;163;80;12;1;0
2020-09-03 15:00:00;150;115;199;96;12;5;4
2020-09-03 15:15:00;168;142;166;97;17;4;1
2020-09-03 15:30:00;175;132;167;88;11;1;2
2020-09-03 15:45:00;176;147;175;110;15;3;2
2020-09-03 16:00:00;184;136;181;119;12;5;8
2020-09-03 16:15:00;190;130;187;101;8;2;3
2020-09-03 16:30:00;197;149;188;89;7;3;1
2020-09-03 16:45:00;194;151;187;90;14;7;2
2020-09-03 17:00:00;201;153;191;108;15;3;5
2020-09-03 17:15:00;209;149;195;106;9;4;1
2020-09-03 17:30:00;205;140;164;102;14;2;2
2020-09-03 17:45:00;177;127;175;90;9;1;6
2020-09-03 18:00:00;178;136;182;84;12;6;3
2020-09-03 18:15:00;179;132;167;73;8;7;3
2020-09-03 18:30:00;160;113;152;87;16;4;1
2020-09-03 18:45:00;144;116;123;64;6;1;2
2020-09-03 19:00:00;125;94;141;53;6;1;4
2020-09-03 19:15:00;113;85;143;67;5;0;1
2020-09-03 19:30:00;127;81;118;62;3;1;1
2020-09-03 19:45:00;113;61;117;54;9;1;0
2020-09-03 20:00:00;86;68;105;58;7;0;0
2020-09-03 20:15:00;108;59;120;50;3;0;0
2020-09-03 20:30:00;85;57;93;37;1;0;0
2020-09-03 20:45:00;82;40;106;48;3;1;0
2020-09-03 21:00:00;74;36;102;49;2;1;1
2020-09-03 21:15:00;74;42;97;45;0;0;3
2020-09-03 21:30:00;60;43;67;24;4;0;3
2020-09-03 21:45:00;77;54;77;30;3;0;2
2020-09-03 22:00:00;60;57;76;25;6;3;4
2020-09-03 22:15:00;57;46;71;35;4;1;0
2020-09-03 22:30:00;39;24;44;18;3;0;1
2020-09-03 22:45:00;27;33;39;11;3;0;1
2020-09-03 23:00:00;31;23;37;13;0;1;1
2020-09-03 23:15:00;37;16;49;22;3;1;3
2020-09-03 23:30:00;24;10;24;6;5;1;1
2020-09-03 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
