DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-09-27 00:00:00;8;8;2;2;1;2;0;9;12;0;0;0;0;0
2020-09-27 00:15:00;1;10;2;2;2;2;1;4;14;0;0;0;0;0
2020-09-27 00:30:00;2;13;0;1;0;2;1;3;13;0;0;0;0;0
2020-09-27 00:45:00;4;12;3;2;0;0;0;3;9;0;0;0;0;0
2020-09-27 01:00:00;2;8;1;1;1;1;0;4;10;0;0;0;0;0
2020-09-27 01:15:00;2;6;1;1;0;0;1;5;13;0;0;0;0;0
2020-09-27 01:30:00;1;3;1;1;0;0;0;1;8;0;0;0;0;0
2020-09-27 01:45:00;5;14;2;1;3;0;0;1;7;0;0;0;0;0
2020-09-27 02:00:00;0;1;0;0;2;1;1;2;6;0;0;0;0;0
2020-09-27 02:15:00;1;2;1;1;0;0;0;4;4;0;0;0;0;0
2020-09-27 02:30:00;1;1;0;0;3;1;0;1;4;0;0;0;0;0
2020-09-27 02:45:00;0;4;2;1;1;0;0;2;8;0;0;0;0;0
2020-09-27 03:00:00;0;3;0;0;0;1;0;4;8;0;0;0;0;0
2020-09-27 03:15:00;2;8;2;1;0;0;0;4;2;0;0;0;0;0
2020-09-27 03:30:00;0;4;0;2;0;0;0;0;4;0;0;0;0;0
2020-09-27 03:45:00;0;6;0;1;0;0;0;0;3;0;0;0;0;0
2020-09-27 04:00:00;1;0;0;0;0;0;0;2;2;0;0;0;0;0
2020-09-27 04:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-27 04:30:00;1;3;0;0;1;1;0;1;2;0;0;0;0;0
2020-09-27 04:45:00;1;0;0;0;0;0;0;1;1;0;0;0;0;0
2020-09-27 05:00:00;0;1;0;0;0;0;0;2;2;0;0;0;0;0
2020-09-27 05:15:00;5;4;0;1;0;0;0;1;5;0;0;0;0;0
2020-09-27 05:30:00;2;3;1;1;1;1;0;3;4;0;0;0;0;0
2020-09-27 05:45:00;3;6;1;0;0;0;0;0;2;0;0;0;0;0
2020-09-27 06:00:00;3;2;2;2;1;0;0;2;3;0;0;0;0;0
2020-09-27 06:15:00;1;4;2;2;0;2;0;3;4;0;0;0;0;0
2020-09-27 06:30:00;0;4;0;0;1;0;0;2;3;0;0;0;0;0
2020-09-27 06:45:00;1;1;0;1;4;0;0;1;2;0;0;0;0;0
2020-09-27 07:00:00;0;5;1;1;0;0;0;1;1;0;0;0;0;0
2020-09-27 07:15:00;3;6;1;0;0;0;0;1;1;0;0;0;0;0
2020-09-27 07:30:00;1;4;1;2;0;0;0;1;5;0;0;0;0;0
2020-09-27 07:45:00;7;10;0;0;1;0;0;1;4;0;0;0;0;0
2020-09-27 08:00:00;2;12;1;2;3;1;0;3;7;0;0;0;0;0
2020-09-27 08:15:00;4;6;1;4;0;0;0;2;8;0;0;0;0;0
2020-09-27 08:30:00;9;14;2;5;0;1;0;3;11;0;0;0;0;0
2020-09-27 08:45:00;8;8;3;2;0;0;0;6;3;0;0;0;0;0
2020-09-27 09:00:00;11;14;1;0;1;1;1;7;23;0;0;0;0;0
2020-09-27 09:15:00;9;15;1;1;0;0;0;5;15;0;0;0;0;0
2020-09-27 09:30:00;9;27;2;2;3;1;0;9;12;0;0;0;0;0
2020-09-27 09:45:00;17;20;7;6;6;4;0;13;22;0;0;0;0;0
2020-09-27 10:00:00;11;20;4;6;16;0;0;11;19;0;0;0;0;0
2020-09-27 10:15:00;17;30;2;2;3;3;0;15;24;0;0;0;0;0
2020-09-27 10:30:00;8;23;2;1;1;3;0;20;23;0;0;0;0;0
2020-09-27 10:45:00;18;39;1;3;1;0;0;21;32;0;0;0;0;0
2020-09-27 11:00:00;9;24;6;6;2;2;0;11;18;0;0;0;0;0
2020-09-27 11:15:00;14;34;9;9;2;2;0;13;25;0;0;0;0;0
2020-09-27 11:30:00;22;36;11;9;8;8;0;27;25;0;0;0;2;1
2020-09-27 11:45:00;13;23;8;6;7;11;2;12;25;0;0;0;0;0
2020-09-27 12:00:00;21;29;8;5;3;2;0;23;41;0;0;0;0;0
2020-09-27 12:15:00;11;22;8;9;7;4;0;11;23;0;0;0;0;0
2020-09-27 12:30:00;23;31;6;6;5;4;1;24;41;0;0;0;0;0
2020-09-27 12:45:00;15;31;3;7;8;5;1;14;34;0;0;0;1;1
2020-09-27 13:00:00;15;26;8;6;3;1;1;17;27;0;0;0;0;0
2020-09-27 13:15:00;16;29;9;10;4;4;0;18;32;0;0;0;0;0
2020-09-27 13:30:00;17;38;6;6;2;6;1;17;40;0;0;0;0;0
2020-09-27 13:45:00;22;41;2;3;5;5;2;13;30;0;0;0;0;0
2020-09-27 14:00:00;21;30;2;2;9;1;0;14;21;0;0;0;0;0
2020-09-27 14:15:00;18;34;11;15;4;8;2;20;41;0;0;0;1;0
2020-09-27 14:30:00;16;37;2;3;2;5;0;18;27;0;0;0;0;0
2020-09-27 14:45:00;16;40;4;4;1;8;0;29;41;0;0;0;0;0
2020-09-27 15:00:00;15;33;3;6;15;8;2;14;33;0;0;0;1;0
2020-09-27 15:15:00;21;30;3;4;4;1;2;30;39;0;0;0;2;2
2020-09-27 15:30:00;27;45;5;4;7;4;0;22;36;0;0;0;2;0
2020-09-27 15:45:00;18;32;2;2;3;4;0;11;29;9;0;0;0;0
2020-09-27 16:00:00;15;33;4;2;2;6;0;11;28;0;0;0;0;0
2020-09-27 16:15:00;26;27;1;4;5;2;0;16;22;0;0;0;0;0
2020-09-27 16:30:00;36;35;7;6;7;4;0;22;39;0;0;0;1;0
2020-09-27 16:45:00;13;26;5;4;3;0;1;16;25;0;0;0;0;0
2020-09-27 17:00:00;22;28;3;3;10;6;0;25;40;0;0;0;0;0
2020-09-27 17:15:00;21;43;5;3;5;4;0;23;27;0;0;0;0;0
2020-09-27 17:30:00;56;44;4;5;2;3;1;14;27;0;0;0;0;0
2020-09-27 17:45:00;805;45;8;7;3;5;0;10;25;2;0;0;0;0
2020-09-27 18:00:00;9;31;5;8;1;5;0;12;34;0;0;0;0;0
2020-09-27 18:15:00;519;37;4;4;2;5;0;16;32;0;0;0;0;0
2020-09-27 18:30:00;17;29;4;4;3;0;0;12;26;0;0;0;0;0
2020-09-27 18:45:00;13;43;5;7;1;3;1;18;39;0;0;0;0;0
2020-09-27 19:00:00;25;29;3;2;3;2;1;12;20;0;0;0;0;0
2020-09-27 19:15:00;20;17;3;3;1;4;0;12;31;0;0;0;0;0
2020-09-27 19:30:00;18;20;2;2;3;2;3;20;30;0;0;0;0;0
2020-09-27 19:45:00;12;20;3;4;3;1;2;11;26;0;0;0;0;0
2020-09-27 20:00:00;9;21;0;0;1;2;0;19;33;0;0;0;0;0
2020-09-27 20:15:00;10;14;4;3;0;2;0;11;14;0;0;0;0;0
