DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-08-03 00:00:00;16;16;15;1;6;14;2;1;2;3;2;2;0;0;0;0
2020-08-03 00:15:00;18;10;19;0;6;15;2;4;8;9;5;5;0;0;0;0
2020-08-03 00:30:00;7;20;18;0;1;21;0;1;2;2;2;2;0;0;0;0
2020-08-03 00:45:00;8;11;13;1;4;11;2;2;5;6;4;5;0;0;0;0
2020-08-03 01:00:00;12;12;20;0;0;11;0;1;3;3;3;3;0;0;0;0
2020-08-03 01:15:00;6;6;10;0;1;8;1;2;1;1;2;1;0;0;0;0
2020-08-03 01:30:00;8;7;13;0;0;7;0;2;2;2;1;1;0;0;0;0
2020-08-03 01:45:00;12;7;14;1;2;5;0;1;1;1;1;1;0;0;0;0
2020-08-03 02:00:00;7;3;8;0;1;6;0;1;2;3;2;2;0;0;0;0
2020-08-03 02:15:00;10;5;12;1;2;6;0;1;0;0;0;0;0;0;0;0
2020-08-03 02:30:00;5;5;6;1;2;5;0;0;2;2;2;2;0;0;0;0
2020-08-03 02:45:00;5;5;8;0;1;4;1;2;0;0;1;1;0;0;0;0
2020-08-03 03:00:00;5;4;7;0;2;3;0;1;0;0;0;0;0;0;0;0
2020-08-03 03:15:00;3;6;9;0;3;3;0;2;0;0;0;0;0;0;0;0
2020-08-03 03:30:00;3;7;7;2;1;9;0;2;1;1;1;1;0;0;0;0
2020-08-03 03:45:00;6;3;9;0;4;4;0;0;1;1;1;1;0;0;0;0
2020-08-03 04:00:00;6;6;9;0;3;8;1;1;3;4;2;2;0;0;0;0
2020-08-03 04:15:00;10;8;14;1;4;9;1;1;0;0;0;0;0;0;0;0
2020-08-03 04:30:00;13;10;21;0;3;12;1;1;2;2;3;3;0;0;0;0
2020-08-03 04:45:00;12;16;22;1;7;16;0;2;2;2;2;2;0;0;0;0
2020-08-03 05:00:00;18;10;19;3;8;11;1;1;6;6;6;6;0;0;0;0
2020-08-03 05:15:00;34;40;41;0;5;36;4;10;12;11;7;9;0;0;0;0
2020-08-03 05:30:00;43;55;47;3;17;52;1;13;26;26;24;28;0;0;0;0
2020-08-03 05:45:00;50;80;42;2;17;74;0;10;31;28;31;30;0;0;0;0
2020-08-03 06:00:00;44;51;43;4;9;53;1;11;15;16;19;17;0;0;0;0
2020-08-03 06:15:00;65;71;45;9;23;68;3;17;18;21;18;18;0;0;2;1
2020-08-03 06:30:00;114;87;66;2;32;83;3;18;35;35;35;38;0;0;0;0
2020-08-03 06:45:00;103;133;74;12;31;122;4;26;51;50;42;44;0;0;0;0
2020-08-03 07:00:00;88;133;64;6;30;126;5;45;34;37;36;37;0;0;0;0
2020-08-03 07:15:00;136;135;69;14;28;165;0;27;44;44;43;43;0;1;0;0
2020-08-03 07:30:00;149;160;68;18;43;150;8;42;42;41;43;44;0;0;0;0
2020-08-03 07:45:00;127;166;74;33;35;153;9;52;56;53;48;43;0;0;0;0
2020-08-03 08:00:00;126;146;72;14;28;137;4;42;53;52;51;50;0;0;0;0
2020-08-03 08:15:00;123;158;88;29;35;135;4;46;50;50;45;46;0;0;0;0
2020-08-03 08:30:00;156;145;72;27;47;131;4;42;55;53;51;57;0;0;0;0
2020-08-03 08:45:00;154;134;65;34;49;122;6;43;47;52;46;46;0;0;0;0
2020-08-03 09:00:00;111;191;92;30;39;191;12;41;63;64;46;52;0;0;0;0
2020-08-03 09:15:00;141;158;72;25;36;150;3;57;53;51;53;53;0;0;0;0
2020-08-03 09:30:00;140;188;64;31;41;166;8;50;58;56;51;56;0;0;0;0
2020-08-03 09:45:00;155;194;72;41;36;174;11;42;35;35;27;29;0;0;0;0
2020-08-03 10:00:00;171;169;88;26;41;157;13;41;54;52;39;41;2;0;3;0
2020-08-03 10:15:00;189;206;72;37;46;188;9;56;58;59;49;51;0;11;1;1
2020-08-03 10:30:00;187;172;77;44;49;155;13;51;50;57;49;48;0;0;0;0
2020-08-03 10:45:00;187;197;77;38;46;175;13;44;63;63;61;63;0;1;0;0
2020-08-03 11:00:00;190;225;98;43;55;182;15;45;56;55;54;58;0;0;0;0
2020-08-03 11:15:00;205;188;89;35;49;159;11;67;60;60;58;59;0;0;0;0
2020-08-03 11:30:00;212;223;81;64;51;172;15;55;57;52;53;53;0;2;0;0
2020-08-03 11:45:00;190;213;75;50;39;178;7;55;79;78;66;67;0;0;0;0
2020-08-03 12:00:00;182;229;87;54;40;185;15;48;68;69;65;65;0;0;1;0
2020-08-03 12:15:00;208;206;116;58;45;158;16;54;57;55;56;55;0;0;0;2
2020-08-03 12:30:00;211;196;94;57;44;172;20;59;65;69;66;67;0;14;0;0
2020-08-03 12:45:00;178;212;89;62;53;180;13;41;59;52;49;46;0;0;0;0
2020-08-03 13:00:00;186;203;103;40;70;177;8;58;45;47;46;44;0;0;0;0
2020-08-03 13:15:00;198;208;74;33;41;200;12;43;54;53;53;55;0;1;0;0
2020-08-03 13:30:00;198;206;87;35;54;193;11;54;61;66;62;61;1;0;3;0
2020-08-03 13:45:00;193;209;99;54;64;196;16;60;61;63;55;53;2;0;0;0
2020-08-03 14:00:00;171;224;73;46;52;198;13;58;54;54;52;52;4;0;0;0
2020-08-03 14:15:00;201;202;337;46;43;173;16;49;69;70;61;62;0;0;0;0
2020-08-03 14:30:00;208;203;97;52;54;188;10;65;62;61;54;56;0;0;0;0
2020-08-03 14:45:00;212;227;107;47;55;208;7;59;56;53;44;47;0;0;0;0
2020-08-03 15:00:00;213;195;90;57;58;187;16;49;68;65;54;54;0;0;0;6
2020-08-03 15:15:00;202;228;83;59;40;189;7;57;57;58;46;49;38;13;4;0
2020-08-03 15:30:00;208;213;86;55;69;180;14;54;52;51;51;51;0;0;3;0
2020-08-03 15:45:00;211;218;98;63;52;188;8;51;49;49;46;48;0;0;4;1
2020-08-03 16:00:00;208;197;90;55;63;168;12;55;66;72;55;57;2;1;0;3
2020-08-03 16:15:00;219;220;94;61;65;206;16;310;61;58;54;54;10;0;1;0
2020-08-03 16:30:00;435;214;95;58;61;186;6;74;62;62;58;59;0;0;0;0
2020-08-03 16:45:00;203;210;103;72;71;184;20;62;72;71;63;65;0;0;0;1
2020-08-03 17:00:00;217;185;98;60;60;157;19;62;68;65;56;62;0;0;0;0
