DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-05-17 00:00:00;9;10;10;4;5;0;9;6
2020-05-17 00:15:00;12;16;16;4;6;0;16;11
2020-05-17 00:30:00;13;15;14;4;3;0;7;8
2020-05-17 00:45:00;12;12;12;2;4;0;12;5
2020-05-17 01:00:00;7;12;12;6;6;0;10;5
2020-05-17 01:15:00;2;11;11;1;4;0;10;6
2020-05-17 01:30:00;5;7;5;3;5;0;7;6
2020-05-17 01:45:00;5;4;5;2;3;0;7;1
2020-05-17 02:00:00;3;6;6;3;4;0;6;2
2020-05-17 02:15:00;2;10;10;0;1;0;7;3
2020-05-17 02:30:00;6;7;6;0;1;0;10;4
2020-05-17 02:45:00;1;5;5;0;2;0;4;3
2020-05-17 03:00:00;1;6;6;1;1;0;3;2
2020-05-17 03:15:00;2;4;4;0;0;0;1;1
2020-05-17 03:30:00;2;4;4;0;1;0;1;0
2020-05-17 03:45:00;0;1;1;0;1;0;1;0
2020-05-17 04:00:00;4;5;4;1;4;0;2;0
2020-05-17 04:15:00;1;0;0;0;2;0;4;5
2020-05-17 04:30:00;1;4;4;0;0;0;1;0
2020-05-17 04:45:00;0;2;2;1;1;0;3;1
2020-05-17 05:00:00;2;0;1;4;2;0;5;0
2020-05-17 05:15:00;3;3;3;0;2;0;4;1
2020-05-17 05:30:00;9;5;6;2;2;0;11;2
2020-05-17 05:45:00;3;7;7;2;3;0;10;1
2020-05-17 06:00:00;3;6;6;1;4;0;6;1
2020-05-17 06:15:00;2;0;1;3;2;0;5;2
2020-05-17 06:30:00;7;7;8;0;2;0;7;0
2020-05-17 06:45:00;5;2;2;1;2;0;4;4
2020-05-17 07:00:00;1;5;5;5;7;0;8;4
2020-05-17 07:15:00;6;7;7;0;4;0;6;3
2020-05-17 07:30:00;10;10;11;2;2;0;13;6
2020-05-17 07:45:00;4;6;6;3;6;0;13;7
2020-05-17 08:00:00;6;5;5;2;2;0;9;3
2020-05-17 08:15:00;9;12;12;4;5;0;8;7
