DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-12-06 00:00:00;12;8;8;3;4;1;9;4
2019-12-06 00:15:00;4;9;9;1;1;4;8;6
2019-12-06 00:30:00;5;9;9;1;4;6;13;8
2019-12-06 00:45:00;7;8;8;0;2;2;14;5
2019-12-06 01:00:00;4;6;6;0;2;1;6;3
2019-12-06 01:15:00;6;7;7;0;1;2;4;3
2019-12-06 01:30:00;4;6;6;0;0;1;4;2
2019-12-06 01:45:00;0;8;9;1;0;1;5;2
2019-12-06 02:00:00;6;5;4;2;2;0;5;1
2019-12-06 02:15:00;4;4;5;2;4;5;13;3
2019-12-06 02:30:00;2;5;6;1;1;1;2;3
2019-12-06 02:45:00;4;6;6;1;1;3;3;2
2019-12-06 03:00:00;0;1;1;1;1;3;6;4
2019-12-06 03:15:00;2;4;4;1;1;1;3;0
2019-12-06 03:30:00;1;5;5;3;3;3;2;1
2019-12-06 03:45:00;3;7;6;2;6;1;4;0
2019-12-06 04:00:00;5;8;8;0;1;4;4;2
2019-12-06 04:15:00;3;4;4;3;1;4;6;1
2019-12-06 04:30:00;6;17;17;4;6;8;6;1
2019-12-06 04:45:00;15;28;27;5;5;14;11;7
2019-12-06 05:00:00;21;53;53;7;20;12;27;8
2019-12-06 05:15:00;78;102;102;13;26;24;39;10
2019-12-06 05:30:00;85;84;85;8;15;23;50;19
2019-12-06 05:45:00;98;103;101;32;30;23;76;55
2019-12-06 06:00:00;59;55;56;27;42;20;35;26
2019-12-06 06:15:00;106;86;84;30;37;30;40;29
2019-12-06 06:30:00;133;94;97;14;31;24;60;34
2019-12-06 06:45:00;125;103;101;11;23;20;64;37
2019-12-06 07:00:00;122;111;113;10;20;40;71;40
2019-12-06 07:15:00;146;108;109;18;32;46;68;54
2019-12-06 07:30:00;197;111;107;19;32;95;92;71
2019-12-06 07:45:00;209;135;132;19;37;57;109;84
2019-12-06 08:00:00;173;124;126;16;25;38;82;54
2019-12-06 08:15:00;107;80;84;18;28;36;87;50
2019-12-06 08:30:00;100;82;84;20;47;27;76;51
2019-12-06 08:45:00;103;83;78;15;34;16;60;49
2019-12-06 09:00:00;82;76;77;18;24;27;85;45
2019-12-06 09:15:00;71;71;72;12;30;45;73;42
2019-12-06 09:30:00;79;76;76;16;25;37;75;56
2019-12-06 09:45:00;62;54;51;15;17;147;63;36
2019-12-06 10:00:00;88;69;67;16;27;0;80;49
2019-12-06 10:15:00;80;76;76;29;35;0;75;52
2019-12-06 10:30:00;88;64;64;13;49;0;73;50
2019-12-06 10:45:00;99;73;73;19;31;0;74;63
2019-12-06 11:00:00;63;61;57;14;17;0;60;35
2019-12-06 11:15:00;97;81;84;16;27;0;95;64
2019-12-06 11:30:00;88;69;68;23;38;0;98;61
2019-12-06 11:45:00;116;60;58;23;36;0;98;69
2019-12-06 12:00:00;90;63;64;24;34;0;104;86
2019-12-06 12:15:00;102;74;70;17;35;0;109;82
2019-12-06 12:30:00;92;79;74;29;38;0;99;72
2019-12-06 12:45:00;96;76;73;20;34;0;119;105
2019-12-06 13:00:00;133;85;87;23;35;0;120;104
2019-12-06 13:15:00;157;127;126;23;38;0;109;101
2019-12-06 13:30:00;118;107;101;26;42;0;109;72
2019-12-06 13:45:00;146;111;108;21;25;0;104;78
2019-12-06 14:00:00;113;82;80;28;31;0;129;105
2019-12-06 14:15:00;128;87;87;35;58;0;123;91
2019-12-06 14:30:00;110;80;78;38;40;0;96;101
2019-12-06 14:45:00;122;67;63;32;44;0;107;85
2019-12-06 15:00:00;117;64;63;25;42;0;117;94
2019-12-06 15:15:00;98;77;77;30;58;0;106;76
2019-12-06 15:30:00;107;87;87;27;47;0;103;72
2019-12-06 15:45:00;88;62;56;33;51;0;101;76
2019-12-06 16:00:00;96;63;58;21;30;0;97;72
2019-12-06 16:15:00;81;64;60;20;38;0;97;78
2019-12-06 16:30:00;98;63;63;18;33;0;93;76
2019-12-06 16:45:00;97;58;58;20;36;0;96;69
2019-12-06 17:00:00;87;78;74;18;20;0;112;90
2019-12-06 17:15:00;95;68;62;21;34;0;98;78
2019-12-06 17:30:00;90;68;70;20;34;0;84;67
2019-12-06 17:45:00;102;60;55;22;34;0;106;88
2019-12-06 18:00:00;80;57;54;9;18;0;80;45
2019-12-06 18:15:00;91;64;67;16;27;0;86;65
2019-12-06 18:30:00;80;61;58;15;21;0;85;69
2019-12-06 18:45:00;84;60;58;16;25;0;68;65
2019-12-06 19:00:00;62;55;57;15;21;0;60;41
2019-12-06 19:15:00;64;52;50;16;24;0;60;37
2019-12-06 19:30:00;50;53;50;10;23;0;53;33
2019-12-06 19:45:00;57;43;40;12;27;0;54;31
2019-12-06 20:00:00;51;32;34;17;30;0;48;32
2019-12-06 20:15:00;60;49;46;14;16;0;52;37
2019-12-06 20:30:00;57;42;42;9;15;0;31;14
2019-12-06 20:45:00;41;56;51;11;20;0;49;34
2019-12-06 21:00:00;70;84;82;9;9;0;52;25
2019-12-06 21:15:00;51;82;85;7;16;0;41;20
2019-12-06 21:30:00;56;72;74;13;11;0;40;24
2019-12-06 21:45:00;43;44;40;18;45;0;57;34
2019-12-06 22:00:00;35;28;30;30;46;0;55;56
2019-12-06 22:15:00;21;41;42;27;44;0;47;41
2019-12-06 22:30:00;42;38;37;9;16;0;36;16
2019-12-06 22:45:00;35;41;39;8;9;0;35;12
2019-12-06 23:00:00;30;31;29;7;4;0;40;24
2019-12-06 23:15:00;19;20;22;3;8;0;26;10
2019-12-06 23:30:00;29;34;36;12;16;0;25;16
2019-12-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
