DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-11-05 00:00:00;7;2;3;1;9;0;5;1;0;0;0;0;0;0
2020-11-05 00:15:00;3;1;3;4;6;0;0;3;0;0;0;0;0;0
2020-11-05 00:30:00;12;5;0;0;6;0;1;0;0;0;0;0;0;0
2020-11-05 00:45:00;4;2;2;1;4;0;1;0;0;0;0;0;0;0
2020-11-05 01:00:00;18;3;3;0;4;0;3;0;0;0;0;0;0;0
2020-11-05 01:15:00;7;2;0;0;4;0;2;0;0;0;0;0;0;0
2020-11-05 01:30:00;4;1;1;0;1;0;1;0;0;0;0;0;0;0
2020-11-05 01:45:00;3;2;1;0;2;0;1;0;0;0;0;0;0;0
2020-11-05 02:00:00;4;1;2;0;5;0;3;0;0;0;0;0;0;0
2020-11-05 02:15:00;4;2;1;0;7;0;1;1;0;0;0;0;0;0
2020-11-05 02:30:00;6;1;1;0;4;0;2;0;0;0;0;0;0;0
2020-11-05 02:45:00;4;1;0;0;3;0;1;2;0;0;0;0;0;0
2020-11-05 03:00:00;7;2;2;0;3;0;1;2;0;0;0;0;0;0
2020-11-05 03:15:00;5;2;1;0;2;0;2;0;0;0;0;0;0;0
2020-11-05 03:30:00;4;0;1;0;3;0;1;2;0;0;0;0;0;0
2020-11-05 03:45:00;5;2;3;0;1;0;1;1;0;0;0;0;0;0
2020-11-05 04:00:00;4;1;1;0;6;0;3;3;0;0;0;0;0;0
2020-11-05 04:15:00;8;3;5;1;1;0;1;5;0;0;0;0;0;0
2020-11-05 04:30:00;17;3;7;0;14;0;4;2;0;0;0;0;0;0
2020-11-05 04:45:00;17;2;14;1;10;0;5;5;0;0;0;0;0;0
2020-11-05 05:00:00;19;9;53;1;18;0;13;14;0;0;0;0;0;0
2020-11-05 05:15:00;51;20;116;1;21;0;18;17;0;0;0;0;0;0
2020-11-05 05:30:00;51;33;97;24;34;0;23;21;0;0;0;0;0;0
2020-11-05 05:45:00;55;33;48;22;35;0;61;44;0;0;0;0;0;0
2020-11-05 06:00:00;41;35;25;7;42;0;83;65;5;0;0;0;4;0
2020-11-05 06:15:00;63;50;45;11;54;0;55;32;0;0;3;0;0;0
