DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-03-26 00:00:00;0;0;0;3;1;0;4;0;2;0;0
2020-03-26 00:15:00;1;3;0;3;5;1;0;3;2;0;1
2020-03-26 00:30:00;1;0;0;1;0;0;2;2;2;2;1
2020-03-26 00:45:00;1;0;0;3;0;0;0;1;3;0;0
2020-03-26 01:00:00;0;1;0;2;0;0;0;3;2;0;0
2020-03-26 01:15:00;0;0;0;4;1;1;0;1;1;0;0
2020-03-26 01:30:00;0;0;0;2;2;1;1;0;0;0;0
2020-03-26 01:45:00;0;0;0;1;0;0;1;3;2;0;0
2020-03-26 02:00:00;0;0;0;0;1;1;0;0;2;2;2
2020-03-26 02:15:00;1;1;0;1;1;1;0;0;1;1;0
2020-03-26 02:30:00;0;0;0;7;0;0;0;1;1;0;0
2020-03-26 02:45:00;2;0;0;0;2;1;1;1;2;0;0
2020-03-26 03:00:00;0;0;0;1;0;0;0;0;0;0;0
2020-03-26 03:15:00;1;1;0;2;0;0;2;0;0;0;0
2020-03-26 03:30:00;0;4;0;4;1;0;0;1;1;0;0
2020-03-26 03:45:00;0;0;0;3;1;0;0;0;1;1;1
2020-03-26 04:00:00;0;0;0;4;4;0;0;1;4;3;1
2020-03-26 04:15:00;0;3;0;2;3;2;0;3;3;0;0
2020-03-26 04:30:00;0;1;0;2;3;1;2;2;2;1;1
2020-03-26 04:45:00;0;0;0;6;3;1;2;7;7;2;2
2020-03-26 05:00:00;1;4;0;8;5;2;2;8;8;2;3
2020-03-26 05:15:00;1;5;1;18;9;2;5;10;11;3;3
2020-03-26 05:30:00;6;6;0;17;15;6;5;22;29;8;5
2020-03-26 05:45:00;2;21;0;21;17;7;4;43;60;19;12
2020-03-26 06:00:00;1;14;5;24;15;7;5;37;39;9;7
2020-03-26 06:15:00;5;20;0;28;18;5;8;37;46;6;3
2020-03-26 06:30:00;6;17;2;37;28;14;11;60;68;12;8
2020-03-26 06:45:00;6;24;3;39;27;8;7;59;79;13;12
2020-03-26 07:00:00;4;20;2;44;25;8;13;54;65;23;15
2020-03-26 07:15:00;5;14;6;32;23;5;12;55;72;5;7
2020-03-26 07:30:00;5;19;5;39;29;8;18;52;68;13;10
2020-03-26 07:45:00;6;25;0;47;26;6;17;51;60;13;13
2020-03-26 08:00:00;8;16;3;43;34;8;10;40;51;12;4
2020-03-26 08:15:00;4;6;3;49;22;8;15;31;38;15;9
2020-03-26 08:30:00;2;10;3;39;20;5;17;35;39;6;4
2020-03-26 08:45:00;4;11;3;44;36;10;24;53;62;7;9
2020-03-26 09:00:00;7;16;4;35;31;11;14;51;39;7;7
2020-03-26 09:15:00;7;12;4;55;37;11;17;31;27;3;4
2020-03-26 09:30:00;8;14;2;46;36;9;20;30;28;7;5
2020-03-26 09:45:00;6;15;1;38;13;5;11;35;37;9;8
2020-03-26 10:00:00;7;15;1;52;27;9;18;36;32;6;6
2020-03-26 10:15:00;5;17;3;48;22;4;19;41;35;8;5
2020-03-26 10:30:00;5;17;2;47;29;8;23;34;36;8;5
2020-03-26 10:45:00;12;18;2;57;24;7;26;40;34;9;7
2020-03-26 11:00:00;5;17;1;59;47;19;16;31;23;3;3
2020-03-26 11:15:00;5;12;4;51;28;7;23;31;32;11;9
2020-03-26 11:30:00;6;10;0;40;21;3;22;31;22;7;7
2020-03-26 11:45:00;9;13;3;44;34;63;20;33;29;4;4
2020-03-26 12:00:00;7;18;1;70;44;23;39;37;29;6;7
2020-03-26 12:15:00;9;23;3;74;48;44;24;37;39;5;5
2020-03-26 12:30:00;7;23;3;56;39;39;32;45;37;5;4
2020-03-26 12:45:00;5;13;3;65;46;20;24;35;41;11;7
2020-03-26 13:00:00;6;11;3;57;28;7;19;37;32;7;5
2020-03-26 13:15:00;8;15;4;54;31;39;24;27;43;10;8
2020-03-26 13:30:00;3;12;2;60;44;13;20;40;41;9;7
2020-03-26 13:45:00;10;12;4;65;45;53;25;35;32;8;6
2020-03-26 14:00:00;6;13;1;71;53;11;29;47;29;6;6
2020-03-26 14:15:00;6;13;2;69;45;19;33;32;42;9;6
2020-03-26 14:30:00;6;14;4;75;44;7;19;40;42;11;8
2020-03-26 14:45:00;9;25;3;74;45;19;20;49;37;8;5
2020-03-26 15:00:00;8;19;7;78;58;136;24;46;27;8;8
2020-03-26 15:15:00;10;9;3;78;50;28;27;46;38;4;3
2020-03-26 15:30:00;11;25;3;70;47;15;31;57;38;10;6
2020-03-26 15:45:00;10;22;4;87;50;7;23;39;39;5;3
2020-03-26 16:00:00;18;21;3;99;55;12;30;41;45;6;7
2020-03-26 16:15:00;8;18;4;87;70;15;35;45;47;6;6
2020-03-26 16:30:00;8;14;4;91;69;14;33;34;30;7;5
2020-03-26 16:45:00;11;102;2;77;59;20;24;35;35;13;10
2020-03-26 17:00:00;12;19;2;84;60;15;17;46;39;4;2
2020-03-26 17:15:00;6;13;18;81;62;17;22;42;42;10;8
2020-03-26 17:30:00;9;18;0;77;54;15;28;35;33;8;5
2020-03-26 17:45:00;11;20;2;58;49;16;16;35;25;9;7
2020-03-26 18:00:00;3;17;5;51;48;16;18;31;29;7;7
2020-03-26 18:15:00;11;16;4;54;52;11;19;32;31;10;7
2020-03-26 18:30:00;4;13;0;39;28;6;22;35;20;2;3
2020-03-26 18:45:00;12;6;2;47;36;8;14;33;22;5;5
2020-03-26 19:00:00;3;12;4;36;18;9;9;18;25;7;6
2020-03-26 19:15:00;2;6;1;44;20;7;14;21;17;6;4
2020-03-26 19:30:00;1;11;2;29;16;6;12;20;20;5;4
2020-03-26 19:45:00;44;9;3;21;22;5;12;19;22;7;7
2020-03-26 20:00:00;4;9;1;26;12;4;8;22;16;1;1
2020-03-26 20:15:00;1;6;2;22;12;12;5;16;13;2;3
2020-03-26 20:30:00;0;6;4;23;12;19;4;14;21;2;1
2020-03-26 20:45:00;4;7;10;30;11;13;7;12;18;2;2
2020-03-26 21:00:00;1;4;0;14;11;73;3;8;11;3;2
2020-03-26 21:15:00;1;3;2;13;6;59;4;8;8;2;1
2020-03-26 21:30:00;2;7;0;12;12;34;5;7;5;0;0
2020-03-26 21:45:00;0;16;2;13;2;21;8;7;9;3;2
2020-03-26 22:00:00;1;0;0;12;7;6;6;11;5;0;0
2020-03-26 22:15:00;0;3;1;7;4;25;6;7;10;0;0
2020-03-26 22:30:00;1;3;0;4;2;11;2;6;2;1;1
2020-03-26 22:45:00;1;2;0;4;1;14;1;9;4;0;0
2020-03-26 23:00:00;1;0;0;7;4;37;3;5;4;1;1
2020-03-26 23:15:00;1;1;0;12;6;23;4;5;5;0;0
