DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-09-04 00:00:00;1;9;9;1;1;2;4;3
2019-09-04 00:15:00;7;10;10;2;1;3;11;5
2019-09-04 00:30:00;2;8;8;0;2;7;9;8
2019-09-04 00:45:00;5;11;11;1;3;4;12;3
2019-09-04 01:00:00;4;5;4;1;2;1;4;2
2019-09-04 01:15:00;3;8;7;2;3;4;4;2
2019-09-04 01:30:00;0;3;3;0;1;2;3;1
2019-09-04 01:45:00;0;1;1;0;1;2;3;2
2019-09-04 02:00:00;0;5;5;0;0;3;3;3
2019-09-04 02:15:00;3;5;5;2;1;3;2;1
2019-09-04 02:30:00;1;2;2;1;2;2;1;1
2019-09-04 02:45:00;0;2;2;0;1;2;1;1
2019-09-04 03:00:00;0;2;2;0;2;2;1;0
2019-09-04 03:15:00;1;3;3;0;0;2;6;1
2019-09-04 03:30:00;1;1;1;2;4;0;2;0
2019-09-04 03:45:00;0;1;1;1;2;1;3;1
2019-09-04 04:00:00;2;3;3;1;2;2;2;1
2019-09-04 04:15:00;3;6;5;3;5;2;2;1
2019-09-04 04:30:00;2;7;8;5;2;5;7;2
2019-09-04 04:45:00;9;20;20;5;5;6;17;3
2019-09-04 05:00:00;20;41;41;6;8;6;17;6
2019-09-04 05:15:00;60;95;95;6;16;18;32;13
2019-09-04 05:30:00;61;96;98;8;15;16;42;10
2019-09-04 05:45:00;74;78;81;19;24;18;59;33
2019-09-04 06:00:00;62;60;61;21;39;20;40;27
2019-09-04 06:15:00;69;76;78;14;21;14;30;15
2019-09-04 06:30:00;125;106;111;15;27;22;66;36
2019-09-04 06:45:00;112;103;99;10;14;25;56;35
2019-09-04 07:00:00;125;105;103;7;14;19;59;32
2019-09-04 07:15:00;114;107;105;8;22;25;83;45
2019-09-04 07:30:00;121;105;105;10;25;31;78;53
2019-09-04 07:45:00;145;109;102;7;24;33;72;53
2019-09-04 08:00:00;119;93;91;14;14;27;83;49
2019-09-04 08:15:00;124;102;100;15;12;33;69;61
2019-09-04 08:30:00;108;81;83;15;22;29;71;52
2019-09-04 08:45:00;109;106;106;13;20;28;75;42
2019-09-04 09:00:00;82;83;86;16;31;33;64;34
2019-09-04 09:15:00;73;55;55;13;59;21;70;24
