DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-03-26 00:00:00;0;1;1;1;0;0;1;0;0
2020-03-26 00:15:00;2;3;5;2;1;0;5;0;0
2020-03-26 00:30:00;0;0;0;0;0;0;3;0;0
2020-03-26 00:45:00;2;2;4;0;0;0;5;0;0
2020-03-26 01:00:00;0;0;1;0;0;0;2;0;0
2020-03-26 01:15:00;0;1;1;0;0;0;2;0;0
2020-03-26 01:30:00;2;2;4;2;0;0;0;0;0
2020-03-26 01:45:00;0;1;1;0;0;0;2;0;0
2020-03-26 02:00:00;0;1;1;0;0;0;1;0;0
2020-03-26 02:15:00;0;0;0;1;0;0;0;0;0
2020-03-26 02:30:00;0;1;1;0;0;0;2;0;0
2020-03-26 02:45:00;0;1;1;0;0;1;1;0;0
2020-03-26 03:00:00;0;0;0;0;0;0;0;0;0
2020-03-26 03:15:00;0;0;0;0;0;0;2;0;0
2020-03-26 03:30:00;3;3;3;0;0;0;1;0;0
2020-03-26 03:45:00;0;1;3;0;0;0;1;0;0
2020-03-26 04:00:00;2;5;5;0;0;0;3;0;0
2020-03-26 04:15:00;0;2;3;0;0;1;3;0;0
2020-03-26 04:30:00;4;4;5;1;0;0;1;0;0
2020-03-26 04:45:00;4;3;4;1;0;0;3;0;0
2020-03-26 05:00:00;7;3;9;1;0;0;7;0;0
2020-03-26 05:15:00;6;13;19;6;1;4;8;0;0
2020-03-26 05:30:00;8;17;26;2;0;1;25;0;0
2020-03-26 05:45:00;17;24;46;13;5;6;31;0;0
2020-03-26 06:00:00;12;14;26;13;7;2;23;0;0
2020-03-26 06:15:00;14;24;32;13;2;5;20;0;0
2020-03-26 06:30:00;25;37;61;16;11;13;52;0;11
2020-03-26 06:45:00;30;26;60;14;8;10;52;0;0
2020-03-26 07:00:00;24;34;54;16;9;5;59;0;0
2020-03-26 07:15:00;17;35;51;14;10;5;50;0;0
2020-03-26 07:30:00;31;28;58;22;11;7;58;0;3
2020-03-26 07:45:00;32;29;62;7;6;3;40;0;0
2020-03-26 08:00:00;23;25;47;11;9;4;45;0;0
2020-03-26 08:15:00;22;17;36;8;5;3;27;0;3
2020-03-26 08:30:00;26;21;41;3;2;1;34;1;1
2020-03-26 08:45:00;23;20;44;12;2;1;45;0;3
2020-03-26 09:00:00;15;22;43;7;4;2;39;8;5
2020-03-26 09:15:00;15;19;33;5;4;3;23;12;2
2020-03-26 09:30:00;19;26;44;4;4;2;34;0;0
2020-03-26 09:45:00;16;15;31;9;4;2;33;4;4
2020-03-26 10:00:00;23;20;50;13;7;1;44;3;2
2020-03-26 10:15:00;16;16;31;6;4;2;34;0;8
2020-03-26 10:30:00;26;28;50;11;7;1;47;16;0
2020-03-26 10:45:00;20;19;35;7;4;0;39;0;1
2020-03-26 11:00:00;23;35;54;8;5;3;31;1;1
2020-03-26 11:15:00;24;24;38;7;5;4;46;8;8
2020-03-26 11:30:00;24;25;44;4;2;1;37;6;1
2020-03-26 11:45:00;16;24;37;6;5;2;31;1;3
2020-03-26 12:00:00;28;31;46;11;6;2;46;2;0
2020-03-26 12:15:00;30;32;62;9;6;4;43;1;0
2020-03-26 12:30:00;18;30;40;11;8;2;49;1;3
2020-03-26 12:45:00;29;44;72;16;8;6;53;0;8
2020-03-26 13:00:00;22;22;50;8;8;1;33;0;7
2020-03-26 13:15:00;22;13;33;7;5;4;42;0;3
2020-03-26 13:30:00;34;36;57;9;7;1;46;1;1
2020-03-26 13:45:00;28;45;62;17;6;4;37;0;4
2020-03-26 14:00:00;33;32;56;11;4;4;38;2;11
2020-03-26 14:15:00;28;39;63;13;5;1;53;4;1
2020-03-26 14:30:00;32;32;54;14;7;2;37;0;0
2020-03-26 14:45:00;31;32;61;13;8;3;49;0;0
2020-03-26 15:00:00;42;40;70;19;9;2;39;0;5
2020-03-26 15:15:00;34;28;56;18;5;2;53;4;0
2020-03-26 15:30:00;38;37;61;20;11;4;70;6;5
2020-03-26 15:45:00;30;39;62;10;6;3;45;1;6
2020-03-26 16:00:00;35;26;58;18;5;2;50;14;2
2020-03-26 16:15:00;35;46;69;16;10;4;66;0;3
2020-03-26 16:30:00;36;37;62;11;3;2;53;4;1
2020-03-26 16:45:00;26;29;49;8;7;2;46;6;3
2020-03-26 17:00:00;30;33;55;16;8;2;34;1;1
2020-03-26 17:15:00;26;36;51;23;9;7;57;12;2
2020-03-26 17:30:00;30;23;58;9;7;2;45;5;1
2020-03-26 17:45:00;20;24;45;16;7;4;46;18;3
2020-03-26 18:00:00;18;22;36;6;6;3;36;3;0
2020-03-26 18:15:00;19;22;39;4;4;3;32;1;1
2020-03-26 18:30:00;17;20;34;6;7;9;45;1;2
2020-03-26 18:45:00;14;18;38;5;4;1;38;0;0
2020-03-26 19:00:00;9;12;20;11;9;3;18;0;3
2020-03-26 19:15:00;15;14;29;9;2;6;24;6;0
2020-03-26 19:30:00;8;11;18;6;3;4;21;0;0
2020-03-26 19:45:00;8;14;26;6;4;7;17;2;0
2020-03-26 20:00:00;7;6;14;6;4;1;19;1;1
2020-03-26 20:15:00;4;6;12;6;5;1;18;5;0
2020-03-26 20:30:00;7;12;14;4;3;2;16;0;0
2020-03-26 20:45:00;6;10;17;2;0;2;10;0;0
2020-03-26 21:00:00;2;6;9;3;3;3;15;0;0
2020-03-26 21:15:00;9;8;11;1;1;2;6;0;0
2020-03-26 21:30:00;10;12;15;2;3;0;8;0;0
2020-03-26 21:45:00;3;8;9;2;2;0;10;0;1
2020-03-26 22:00:00;5;4;10;7;6;1;11;0;9
2020-03-26 22:15:00;2;3;6;4;2;1;7;1;0
2020-03-26 22:30:00;2;1;4;1;1;1;6;0;0
2020-03-26 22:45:00;2;4;2;1;1;0;6;0;0
2020-03-26 23:00:00;3;3;4;0;0;0;1;0;0
2020-03-26 23:15:00;1;6;8;4;2;2;7;0;0
2020-03-26 23:30:00;1;1;1;1;0;0;3;0;0
2020-03-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
