DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-12-01 00:00:00;13;11;3;6;13;22;7
2019-12-01 00:15:00;24;16;6;2;12;28;11
2019-12-01 00:30:00;35;5;0;11;18;25;13
2019-12-01 00:45:00;23;10;0;1;1;20;13
2019-12-01 01:00:00;16;8;0;4;6;21;11
2019-12-01 01:15:00;21;12;1;3;10;25;10
2019-12-01 01:30:00;18;6;3;1;4;14;5
2019-12-01 01:45:00;18;12;1;3;5;13;8
2019-12-01 02:00:00;22;8;2;3;7;13;6
2019-12-01 02:15:00;18;4;0;3;4;6;4
2019-12-01 02:30:00;10;6;0;2;2;12;6
2019-12-01 02:45:00;14;8;0;2;4;17;3
2019-12-01 03:00:00;14;7;1;4;7;15;2
2019-12-01 03:15:00;15;9;1;1;2;10;6
2019-12-01 03:30:00;9;1;0;2;3;6;0
2019-12-01 03:45:00;8;3;0;0;0;5;3
2019-12-01 04:00:00;9;4;0;0;0;4;2
2019-12-01 04:15:00;9;2;0;0;0;10;3
2019-12-01 04:30:00;7;6;0;3;4;5;2
2019-12-01 04:45:00;5;1;0;1;2;11;1
2019-12-01 05:00:00;12;9;0;1;2;12;8
2019-12-01 05:15:00;10;7;0;1;2;10;9
2019-12-01 05:30:00;12;4;0;1;2;17;10
2019-12-01 05:45:00;12;7;1;2;5;14;10
2019-12-01 06:00:00;15;10;0;1;2;6;4
2019-12-01 06:15:00;20;15;0;1;4;9;6
2019-12-01 06:30:00;11;6;1;5;8;9;4
2019-12-01 06:45:00;14;7;1;6;7;9;4
2019-12-01 07:00:00;12;5;1;3;6;9;0
2019-12-01 07:15:00;11;11;1;2;3;11;9
2019-12-01 07:30:00;8;5;0;5;6;17;3
2019-12-01 07:45:00;18;13;1;4;6;23;4
2019-12-01 08:00:00;12;7;0;3;5;19;4
2019-12-01 08:15:00;19;20;0;7;13;23;6
2019-12-01 08:30:00;18;14;2;7;16;22;9
2019-12-01 08:45:00;30;27;0;3;8;30;8
2019-12-01 09:00:00;27;20;1;5;8;24;11
2019-12-01 09:15:00;29;40;4;11;21;43;25
2019-12-01 09:30:00;33;19;0;8;17;49;30
2019-12-01 09:45:00;35;37;2;5;17;68;29
2019-12-01 10:00:00;39;41;3;7;24;53;30
2019-12-01 10:15:00;63;46;3;9;22;53;32
2019-12-01 10:30:00;45;28;3;8;20;55;33
2019-12-01 10:45:00;80;54;2;10;20;71;41
2019-12-01 11:00:00;61;38;2;5;15;60;28
2019-12-01 11:15:00;73;60;4;12;32;44;39
2019-12-01 11:30:00;65;37;2;13;23;59;30
2019-12-01 11:45:00;89;52;6;15;31;74;42
2019-12-01 12:00:00;63;53;5;13;29;49;36
2019-12-01 12:15:00;81;67;8;16;32;63;44
2019-12-01 12:30:00;71;32;7;14;28;66;46
2019-12-01 12:45:00;80;62;5;12;27;73;43
2019-12-01 13:00:00;53;56;8;11;22;49;27
2019-12-01 13:15:00;78;51;1;18;26;59;32
2019-12-01 13:30:00;59;63;5;17;29;70;40
2019-12-01 13:45:00;64;58;7;16;29;66;42
2019-12-01 14:00:00;84;43;2;18;37;69;45
2019-12-01 14:15:00;80;48;2;15;28;73;43
2019-12-01 14:30:00;54;45;4;21;40;76;46
2019-12-01 14:45:00;74;58;6;13;35;80;58
2019-12-01 15:00:00;72;52;8;19;30;79;41
2019-12-01 15:15:00;77;58;3;13;26;89;50
2019-12-01 15:30:00;63;49;6;20;35;57;49
2019-12-01 15:45:00;73;52;4;21;31;63;47
2019-12-01 16:00:00;58;49;9;27;37;69;32
2019-12-01 16:15:00;83;61;6;16;33;78;45
2019-12-01 16:30:00;52;55;6;25;38;61;38
2019-12-01 16:45:00;75;54;3;23;38;89;44
2019-12-01 17:00:00;60;49;7;22;40;62;54
2019-12-01 17:15:00;51;52;9;21;32;67;52
2019-12-01 17:30:00;50;43;9;16;42;73;48
2019-12-01 17:45:00;77;53;8;21;37;81;57
2019-12-01 18:00:00;75;40;3;16;32;68;45
2019-12-01 18:15:00;56;34;3;18;37;66;41
2019-12-01 18:30:00;43;35;7;19;36;70;28
2019-12-01 18:45:00;56;31;5;17;26;56;39
2019-12-01 19:00:00;53;38;3;16;34;57;38
2019-12-01 19:15:00;53;36;2;15;30;73;33
2019-12-01 19:30:00;37;34;3;9;20;75;48
2019-12-01 19:45:00;51;34;4;12;27;65;41
2019-12-01 20:00:00;51;25;7;19;31;54;40
2019-12-01 20:15:00;46;33;3;19;25;64;29
2019-12-01 20:30:00;42;24;3;13;18;50;26
2019-12-01 20:45:00;32;34;6;13;25;55;28
2019-12-01 21:00:00;26;15;5;12;28;53;30
2019-12-01 21:15:00;35;21;3;13;18;54;31
2019-12-01 21:30:00;44;23;3;5;12;54;29
2019-12-01 21:45:00;33;11;1;10;15;32;25
2019-12-01 22:00:00;27;16;1;4;11;33;8
2019-12-01 22:15:00;22;17;7;8;14;34;11
2019-12-01 22:30:00;18;14;1;4;9;24;9
2019-12-01 22:45:00;25;10;1;6;12;25;4
2019-12-01 23:00:00;16;9;2;5;8;20;7
2019-12-01 23:15:00;11;4;0;4;14;26;8
2019-12-01 23:30:00;16;6;2;5;8;12;3
2019-12-01 23:45:00;5;3;0;5;6;11;7
